3.67059	-5.350000,-81.610000,0.000000	86.980000,-47.220000,0.000000	87.520000,3.570000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.67874	-11.960000,-82.110000,0.000000	85.920000,-51.020000,0.000000	88.010000,3.530000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.73434	-16.770000,-82.330000,0.000000	83.160000,-54.850000,0.000000	88.290000,3.470000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.74200	-24.290000,-82.650000,0.000000	78.920000,-58.290000,0.000000	88.800000,3.050000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.79905	-33.100000,-82.780000,0.000000	73.060000,-61.540000,0.000000	89.120000,2.520000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.85134	-39.660000,-82.940000,0.000000	66.180000,-64.530000,0.000000	89.320000,1.680000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.91966	-45.800000,-82.880000,0.000000	58.730000,-67.270000,0.000000	89.410000,0.760000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.92216	-53.100000,-83.080000,0.000000	51.460000,-69.920000,0.000000	89.910000,-0.080000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
3.98105	-59.090000,-83.010000,0.000000	44.670000,-72.200000,0.000000	90.010000,-1.080000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.04031	-64.430000,-83.100000,0.000000	39.310000,-74.400000,0.000000	90.260000,-1.700000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.10177	-70.540000,-83.130000,0.000000	33.470000,-76.430000,0.000000	90.320000,-2.190000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.10507	-77.060000,-83.030000,0.000000	28.160000,-78.300000,0.000000	90.460000,-2.640000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.15198	-81.690000,-82.980000,0.000000	23.500000,-80.180000,0.000000	90.580000,-3.310000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.21780	-87.520000,-83.040000,0.000000	20.300000,-81.820000,0.000000	90.720000,-3.930000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.28063	-91.620000,-83.000000,0.000000	16.980000,-83.210000,0.000000	90.670000,-4.530000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.28312	-94.630000,-83.110000,0.000000	14.510000,-84.500000,0.000000	90.430000,-5.100000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.33786	-98.120000,-83.350000,0.000000	13.050000,-85.570000,0.000000	90.340000,-5.380000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.39957	-100.360000,-83.560000,0.000000	11.180000,-86.490000,0.000000	90.220000,-5.970000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.45063	-102.970000,-83.510000,0.000000	10.280000,-87.560000,0.000000	90.320000,-6.410000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.46417	-105.210000,-83.550000,0.000000	9.610000,-88.580000,0.000000	90.700000,-6.930000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.51851	-107.050000,-83.510000,0.000000	9.330000,-89.480000,0.000000	90.690000,-6.960000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.58079	-108.770000,-83.610000,0.000000	10.130000,-90.090000,0.000000	90.740000,-7.710000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.63503	-109.620000,-83.640000,0.000000	10.830000,-90.640000,0.000000	90.830000,-7.840000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.64277	-109.370000,-83.670000,0.000000	12.610000,-91.120000,0.000000	90.850000,-7.960000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.69929	-110.190000,-83.760000,0.000000	14.430000,-91.500000,0.000000	90.950000,-8.410000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.75112	-109.330000,-83.720000,0.000000	16.350000,-91.710000,0.000000	91.100000,-9.140000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.81621	-109.280000,-83.820000,0.000000	18.580000,-91.810000,0.000000	91.200000,-9.590000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.82225	-108.770000,-84.040000,0.000000	20.980000,-91.700000,0.000000	91.160000,-10.620000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.88153	-108.720000,-84.150000,0.000000	23.850000,-91.920000,0.000000	91.400000,-11.570000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
4.93733	-110.170000,-84.200000,0.000000	26.230000,-91.890000,0.000000	91.720000,-12.270000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.00043	-109.710000,-84.250000,0.000000	28.290000,-91.780000,0.000000	92.010000,-13.460000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.00259	-108.910000,-84.390000,0.000000	30.790000,-91.520000,0.000000	91.530000,-15.190000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.05274	-108.720000,-84.480000,0.000000	31.720000,-91.330000,0.000000	91.670000,-15.240000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.11719	-112.340000,-84.670000,0.000000	35.730000,-91.210000,0.000000	92.740000,-15.360000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.18072	-111.880000,-84.890000,0.000000	38.320000,-90.880000,0.000000	92.430000,-15.490000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.18423	-111.390000,-84.990000,0.000000	41.290000,-90.350000,0.000000	91.980000,-15.380000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.23618	-108.450000,-85.110000,0.000000	43.880000,-89.130000,0.000000	91.530000,-14.840000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.29077	-104.970000,-85.330000,0.000000	46.240000,-88.000000,0.000000	91.200000,-13.650000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.35869	-103.010000,-85.360000,0.000000	48.190000,-86.820000,0.000000	90.910000,-12.470000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.36118	-99.340000,-85.190000,0.000000	50.210000,-85.800000,0.000000	90.380000,-11.190000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.41973	-96.630000,-85.140000,0.000000	51.790000,-84.550000,0.000000	89.780000,-9.710000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.47132	-93.920000,-84.950000,0.000000	53.320000,-83.330000,0.000000	89.150000,-7.700000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.53767	-90.500000,-84.700000,0.000000	55.080000,-82.030000,0.000000	89.350000,-5.130000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.54254	-87.860000,-84.330000,0.000000	56.920000,-80.950000,0.000000	89.090000,-2.310000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.59882	-84.960000,-84.000000,0.000000	58.410000,-79.790000,0.000000	89.090000,0.720000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.65816	-82.490000,-83.600000,0.000000	60.010000,-78.700000,0.000000	89.060000,3.520000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.72001	-80.150000,-83.350000,0.000000	61.450000,-77.580000,0.000000	88.960000,6.600000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.76808	-77.190000,-83.000000,0.000000	62.880000,-76.430000,0.000000	89.010000,9.650000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.78350	-74.260000,-82.800000,0.000000	64.190000,-75.300000,0.000000	89.000000,12.130000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.89847	-72.500000,-82.410000,0.000000	65.280000,-74.540000,0.000000	89.110000,13.760000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.90154	-69.770000,-82.270000,0.000000	66.280000,-73.760000,0.000000	88.920000,15.250000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.90347	-67.820000,-82.130000,0.000000	67.350000,-73.040000,0.000000	88.230000,15.840000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
5.95165	-66.030000,-81.920000,0.000000	68.250000,-72.480000,0.000000	87.590000,16.240000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.01399	-64.180000,-81.730000,0.000000	69.150000,-71.760000,0.000000	87.380000,15.710000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.08257	-62.720000,-81.730000,0.000000	70.280000,-71.200000,0.000000	87.400000,15.180000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.08522	-61.300000,-81.620000,0.000000	71.140000,-70.720000,0.000000	87.310000,13.840000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.13330	-60.450000,-81.610000,0.000000	71.970000,-70.300000,0.000000	87.030000,11.880000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.18967	-59.750000,-81.570000,0.000000	73.030000,-70.040000,0.000000	87.260000,9.640000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.25263	-58.400000,-81.510000,0.000000	73.350000,-69.630000,0.000000	87.220000,7.160000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.26476	-57.960000,-81.450000,0.000000	74.440000,-69.490000,0.000000	87.410000,4.660000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.32026	-56.710000,-81.560000,0.000000	75.090000,-69.310000,0.000000	87.550000,1.880000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.37092	-56.530000,-81.630000,0.000000	75.960000,-69.180000,0.000000	87.820000,-0.420000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.43380	-55.570000,-81.690000,0.000000	76.370000,-68.920000,0.000000	88.040000,-2.820000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.44135	-55.120000,-81.720000,0.000000	76.590000,-68.770000,0.000000	88.070000,-5.120000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.50086	-54.210000,-81.850000,0.000000	76.930000,-68.500000,0.000000	88.020000,-7.260000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.55242	-54.050000,-81.920000,0.000000	77.610000,-68.410000,0.000000	88.320000,-8.890000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.61701	-53.850000,-81.940000,0.000000	77.520000,-68.140000,0.000000	88.250000,-10.460000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.62117	-54.120000,-81.940000,0.000000	77.870000,-68.230000,0.000000	88.420000,-11.700000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.66940	-53.660000,-82.050000,0.000000	77.860000,-68.130000,0.000000	88.650000,-12.380000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.73396	-53.190000,-81.980000,0.000000	78.210000,-68.000000,0.000000	88.660000,-12.650000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.80261	-52.800000,-82.050000,0.000000	77.990000,-68.120000,0.000000	88.820000,-12.430000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.80543	-52.630000,-82.090000,0.000000	77.670000,-67.910000,0.000000	88.470000,-11.970000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.85387	-52.420000,-82.150000,0.000000	77.560000,-67.830000,0.000000	88.210000,-10.980000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.91731	-51.290000,-82.240000,0.000000	77.500000,-67.610000,0.000000	88.030000,-9.460000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.98078	-50.790000,-82.200000,0.000000	77.420000,-67.470000,0.000000	88.230000,-7.630000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
6.98466	-49.590000,-82.120000,0.000000	77.250000,-67.370000,0.000000	88.550000,-5.690000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.03776	-49.430000,-82.110000,0.000000	77.120000,-67.270000,0.000000	88.550000,-3.760000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.09786	-50.400000,-82.030000,0.000000	77.130000,-67.470000,0.000000	89.020000,-1.440000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.15183	-49.930000,-82.020000,0.000000	76.630000,-67.450000,0.000000	89.460000,1.120000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.16386	-50.500000,-81.950000,0.000000	76.050000,-67.520000,0.000000	89.940000,3.570000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.21803	-50.280000,-81.930000,0.000000	75.770000,-67.250000,0.000000	90.510000,5.970000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.26676	-49.710000,-81.900000,0.000000	75.390000,-66.890000,0.000000	90.720000,8.270000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.33927	-50.040000,-81.820000,0.000000	75.220000,-66.910000,0.000000	91.140000,10.070000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
7.34163	-50.020000,-81.870000,0.000000	74.910000,-66.800000,0.000000	90.810000,11.400000,0.000000	92.430000,-7.330000,0.000000	92.700000,-13.120000,0.000000
