time	pelvis_imu	femur_r_imu	tibia_r_imu
5.462	-63.770000,-77.510000,0.000000	84.090000,12.210000,0.000000	57.680000,-65.770000,0.000000
5.600	-64.900000,-77.260000,0.000000	84.480000,11.920000,0.000000	61.510000,-68.300000,0.000000
5.725	-65.000000,-77.350000,0.000000	84.880000,12.200000,0.000000	69.400000,-68.890000,0.000000
5.850	-62.990000,-77.170000,0.000000	84.810000,12.500000,0.000000	77.220000,-67.530000,0.000000
5.988	-61.540000,-77.080000,0.000000	85.020000,12.850000,0.000000	26.560000,-64.670000,0.000000
6.113	-60.400000,-76.900000,0.000000	85.040000,13.210000,0.000000	-17.950000,-60.800000,0.000000
6.262	-59.320000,-76.770000,0.000000	85.080000,13.470000,0.000000	-57.510000,-57.070000,0.000000
6.388	-57.790000,-76.650000,0.000000	84.980000,14.090000,0.000000	-91.350000,-54.400000,0.000000
6.500	-57.450000,-76.620000,0.000000	85.130000,14.270000,0.000000	-121.110000,-52.990000,0.000000
6.637	-55.980000,-76.670000,0.000000	84.860000,14.720000,0.000000	-147.210000,-54.810000,0.000000
6.762	-55.130000,-76.590000,0.000000	84.860000,15.130000,0.000000	114.620000,-59.560000,0.000000
6.900	-56.230000,-76.410000,0.000000	85.160000,14.540000,0.000000	76.510000,-63.510000,0.000000
7.025	-55.600000,-76.990000,0.000000	85.270000,14.920000,0.000000	54.360000,-65.720000,0.000000
7.150	-55.840000,-77.190000,0.000000	85.340000,14.700000,0.000000	31.430000,-66.870000,0.000000
7.287	-55.990000,-77.270000,0.000000	85.500000,14.770000,0.000000	14.570000,-68.430000,0.000000
7.413	-56.590000,-77.190000,0.000000	85.750000,14.600000,0.000000	0.620000,-70.840000,0.000000
7.549	-57.650000,-77.320000,0.000000	85.540000,14.230000,0.000000	13.180000,-73.420000,0.000000
7.675	-56.660000,-77.560000,0.000000	85.590000,14.580000,0.000000	-32.290000,-72.790000,0.000000
7.800	-54.890000,-77.530000,0.000000	85.540000,14.850000,0.000000	-72.690000,-70.280000,0.000000
7.937	-54.320000,-77.510000,0.000000	85.400000,15.060000,0.000000	-107.100000,-66.950000,0.000000
8.062	-54.590000,-77.600000,0.000000	85.310000,15.020000,0.000000	-136.780000,-62.820000,0.000000
8.200	-54.610000,-77.570000,0.000000	85.280000,15.220000,0.000000	-161.500000,-57.720000,0.000000
8.325	-54.730000,-77.860000,0.000000	85.260000,15.310000,0.000000	-182.580000,-52.950000,0.000000
8.450	-55.370000,-78.110000,0.000000	85.240000,15.110000,0.000000	-200.400000,-50.280000,0.000000
8.588	-56.240000,-78.180000,0.000000	85.110000,15.020000,0.000000	-214.150000,-50.250000,0.000000
8.712	-55.250000,-78.210000,0.000000	85.270000,15.390000,0.000000	161.390000,-53.980000,0.000000
8.850	-56.120000,-78.120000,0.000000	85.450000,14.760000,0.000000	121.830000,-58.490000,0.000000
8.975	-35.710000,-72.490000,0.000000	85.600000,13.970000,0.000000	87.010000,-60.610000,0.000000
9.100	-39.430000,-73.580000,0.000000	85.660000,14.090000,0.000000	58.710000,-62.320000,0.000000
9.236	-41.840000,-74.360000,0.000000	85.200000,14.380000,0.000000	34.550000,-64.450000,0.000000
9.362	-44.440000,-74.420000,0.000000	85.500000,13.920000,0.000000	16.450000,-67.180000,0.000000
9.500	-46.870000,-74.920000,0.000000	84.870000,13.910000,0.000000	20.610000,-69.490000,0.000000
9.624	-48.020000,-75.350000,0.000000	84.660000,14.570000,0.000000	28.940000,-68.630000,0.000000
9.750	-49.350000,-75.940000,0.000000	84.950000,14.700000,0.000000	-21.410000,-66.350000,0.000000
9.888	-49.340000,-76.270000,0.000000	84.900000,14.940000,0.000000	-64.780000,-62.720000,0.000000
