time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
2.23004	150.650000,1.870000,0.000000	-56.170000,-73.160000,0.000000	112.150000,-40.220000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.28750	150.610000,1.870000,0.000000	-56.050000,-73.110000,0.000000	112.110000,-40.290000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.34628	150.640000,1.930000,0.000000	-56.160000,-73.040000,0.000000	112.060000,-40.320000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.34958	150.630000,1.910000,0.000000	-56.090000,-73.040000,0.000000	112.060000,-40.360000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.40018	150.620000,1.910000,0.000000	-56.070000,-73.040000,0.000000	112.060000,-40.350000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.46532	150.620000,1.870000,0.000000	-56.080000,-73.010000,0.000000	112.120000,-40.340000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.51968	150.580000,1.850000,0.000000	-56.090000,-73.030000,0.000000	112.100000,-40.320000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.53003	150.590000,1.910000,0.000000	-56.160000,-73.090000,0.000000	112.080000,-40.330000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.58111	150.580000,1.950000,0.000000	-56.260000,-73.150000,0.000000	112.090000,-40.360000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.64458	150.530000,1.880000,0.000000	-56.290000,-73.150000,0.000000	112.010000,-40.350000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.70059	150.500000,1.920000,0.000000	-56.330000,-73.140000,0.000000	112.030000,-40.320000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.70781	150.520000,1.860000,0.000000	-56.220000,-73.130000,0.000000	112.030000,-40.370000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.76297	150.540000,1.810000,0.000000	-56.070000,-73.150000,0.000000	112.080000,-40.350000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.81441	150.540000,1.810000,0.000000	-55.850000,-73.140000,0.000000	112.120000,-40.370000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.88226	150.550000,1.850000,0.000000	-55.840000,-73.150000,0.000000	112.100000,-40.390000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.88699	150.510000,1.860000,0.000000	-55.890000,-73.150000,0.000000	112.110000,-40.380000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.94646	150.510000,1.870000,0.000000	-55.880000,-73.190000,0.000000	112.130000,-40.410000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
2.99976	150.500000,1.880000,0.000000	-55.860000,-73.200000,0.000000	112.120000,-40.440000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.06558	150.490000,1.850000,0.000000	-55.800000,-73.210000,0.000000	112.150000,-40.420000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.06884	150.490000,1.840000,0.000000	-55.830000,-73.230000,0.000000	112.190000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.12174	150.480000,1.890000,0.000000	-55.850000,-73.230000,0.000000	112.150000,-40.440000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.18291	150.470000,1.900000,0.000000	-55.860000,-73.240000,0.000000	112.220000,-40.470000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.23740	150.470000,1.900000,0.000000	-55.900000,-73.250000,0.000000	112.240000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.24857	150.530000,1.880000,0.000000	-55.950000,-73.280000,0.000000	112.250000,-40.430000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.30557	150.480000,1.860000,0.000000	-55.870000,-73.330000,0.000000	112.160000,-40.420000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.36354	150.490000,1.770000,0.000000	-55.900000,-73.360000,0.000000	112.230000,-40.380000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.41845	150.530000,1.800000,0.000000	-56.000000,-73.360000,0.000000	112.230000,-40.410000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.42961	150.540000,1.760000,0.000000	-56.100000,-73.320000,0.000000	112.260000,-40.370000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.48283	150.600000,1.760000,0.000000	-56.220000,-73.330000,0.000000	112.330000,-40.380000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.54654	150.570000,1.760000,0.000000	-56.330000,-73.350000,0.000000	112.320000,-40.400000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.60385	150.570000,1.810000,0.000000	-56.300000,-73.320000,0.000000	112.350000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.60757	150.510000,1.810000,0.000000	-56.260000,-73.310000,0.000000	112.320000,-40.460000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.66559	150.500000,1.860000,0.000000	-56.040000,-73.350000,0.000000	112.280000,-40.420000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.71524	150.500000,1.850000,0.000000	-55.930000,-73.350000,0.000000	112.270000,-40.460000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.78498	150.440000,1.800000,0.000000	-55.850000,-73.340000,0.000000	112.310000,-40.500000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.78788	150.410000,1.810000,0.000000	-55.980000,-73.280000,0.000000	112.300000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.84635	150.440000,1.760000,0.000000	-56.170000,-73.300000,0.000000	112.240000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.89927	150.410000,1.780000,0.000000	-56.270000,-73.270000,0.000000	112.270000,-40.400000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.96780	150.450000,1.800000,0.000000	-56.190000,-73.260000,0.000000	112.260000,-40.340000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
3.96974	150.450000,1.820000,0.000000	-56.240000,-73.260000,0.000000	112.330000,-40.390000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.01837	150.460000,1.840000,0.000000	-56.160000,-73.250000,0.000000	112.300000,-40.400000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.08633	150.510000,1.860000,0.000000	-56.140000,-73.270000,0.000000	112.320000,-40.410000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.14595	150.490000,1.870000,0.000000	-56.180000,-73.240000,0.000000	112.300000,-40.420000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.14916	150.540000,1.830000,0.000000	-56.160000,-73.270000,0.000000	112.310000,-40.390000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.20423	150.600000,1.900000,0.000000	-56.280000,-73.230000,0.000000	112.360000,-40.330000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.26538	150.620000,1.900000,0.000000	-56.230000,-73.240000,0.000000	112.340000,-40.370000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.31728	150.640000,1.880000,0.000000	-56.290000,-73.280000,0.000000	112.320000,-40.340000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.32740	150.650000,1.850000,0.000000	-56.400000,-73.270000,0.000000	112.300000,-40.420000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.38393	150.680000,1.870000,0.000000	-56.620000,-73.280000,0.000000	112.320000,-40.440000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.44678	150.660000,1.860000,0.000000	-56.540000,-73.290000,0.000000	112.250000,-40.500000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.50047	150.660000,1.820000,0.000000	-56.480000,-73.320000,0.000000	112.250000,-40.480000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.50777	150.690000,1.810000,0.000000	-56.340000,-73.380000,0.000000	112.270000,-40.490000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.56545	150.650000,1.760000,0.000000	-56.230000,-73.350000,0.000000	112.260000,-40.460000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.61776	150.660000,1.750000,0.000000	-56.280000,-73.340000,0.000000	112.280000,-40.490000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.68795	150.610000,1.690000,0.000000	-56.270000,-73.360000,0.000000	112.220000,-40.500000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.69041	150.630000,1.710000,0.000000	-56.300000,-73.340000,0.000000	112.220000,-40.550000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.73715	150.550000,1.710000,0.000000	-56.330000,-73.280000,0.000000	112.120000,-40.560000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.80470	150.570000,1.710000,0.000000	-56.220000,-73.300000,0.000000	112.180000,-40.550000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.86595	150.560000,1.700000,0.000000	-56.090000,-73.280000,0.000000	112.150000,-40.580000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.86801	150.600000,1.700000,0.000000	-56.110000,-73.210000,0.000000	112.090000,-40.550000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.91770	150.580000,1.740000,0.000000	-56.170000,-73.200000,0.000000	112.100000,-40.510000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
4.98446	150.600000,1.790000,0.000000	-56.230000,-73.240000,0.000000	112.110000,-40.460000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.04341	150.630000,1.800000,0.000000	-56.280000,-73.310000,0.000000	112.120000,-40.470000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.04880	150.590000,1.840000,0.000000	-56.550000,-73.290000,0.000000	112.160000,-40.430000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.14506	150.640000,1.850000,0.000000	-56.690000,-73.350000,0.000000	112.130000,-40.440000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.15976	150.630000,1.850000,0.000000	-56.650000,-73.340000,0.000000	112.150000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.22721	150.600000,1.910000,0.000000	-56.750000,-73.310000,0.000000	112.170000,-40.450000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.23020	150.510000,1.910000,0.000000	-56.770000,-73.310000,0.000000	112.130000,-40.490000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.28419	150.530000,1.920000,0.000000	-56.750000,-73.350000,0.000000	112.070000,-40.470000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.34663	150.550000,1.890000,0.000000	-56.800000,-73.370000,0.000000	112.080000,-40.480000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.40198	150.540000,1.850000,0.000000	-56.750000,-73.300000,0.000000	112.070000,-40.430000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.40775	150.540000,1.850000,0.000000	-56.650000,-73.320000,0.000000	112.080000,-40.410000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.46760	150.560000,1.850000,0.000000	-56.560000,-73.310000,0.000000	112.040000,-40.400000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.52392	150.550000,1.870000,0.000000	-56.600000,-73.310000,0.000000	112.020000,-40.480000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.58441	150.500000,1.880000,0.000000	-56.450000,-73.320000,0.000000	112.000000,-40.490000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.58818	150.480000,1.910000,0.000000	-56.400000,-73.320000,0.000000	112.040000,-40.490000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.64644	150.510000,1.860000,0.000000	-56.220000,-73.370000,0.000000	112.060000,-40.570000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.69934	150.530000,1.900000,0.000000	-56.120000,-73.410000,0.000000	112.020000,-40.590000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.76493	150.530000,1.900000,0.000000	-56.270000,-73.420000,0.000000	112.050000,-40.560000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.76805	150.560000,1.930000,0.000000	-56.440000,-73.400000,0.000000	112.060000,-40.600000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.81690	150.540000,1.910000,0.000000	-56.510000,-73.390000,0.000000	112.050000,-40.640000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.88427	150.520000,1.920000,0.000000	-56.550000,-73.410000,0.000000	112.080000,-40.660000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.93553	150.510000,1.900000,0.000000	-56.580000,-73.400000,0.000000	112.070000,-40.710000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
5.94948	150.500000,1.910000,0.000000	-56.580000,-73.410000,0.000000	112.070000,-40.680000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.00076	150.490000,1.940000,0.000000	-56.530000,-73.380000,0.000000	112.060000,-40.670000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.06667	150.550000,1.930000,0.000000	-56.520000,-73.340000,0.000000	112.090000,-40.670000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.11717	150.520000,2.010000,0.000000	-56.580000,-73.330000,0.000000	112.070000,-40.680000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.12741	150.540000,2.040000,0.000000	-56.620000,-73.310000,0.000000	112.130000,-40.700000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.18268	150.500000,2.000000,0.000000	-56.340000,-73.280000,0.000000	112.110000,-40.700000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.24649	150.460000,1.990000,0.000000	-56.190000,-73.350000,0.000000	112.120000,-40.660000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.29872	150.520000,1.980000,0.000000	-56.090000,-73.350000,0.000000	112.120000,-40.650000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.30792	150.540000,1.960000,0.000000	-56.080000,-73.340000,0.000000	112.130000,-40.640000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.36793	150.520000,1.930000,0.000000	-55.860000,-73.330000,0.000000	112.120000,-40.600000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.42659	150.520000,1.920000,0.000000	-55.970000,-73.330000,0.000000	112.100000,-40.570000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.48213	150.470000,1.910000,0.000000	-56.110000,-73.320000,0.000000	112.060000,-40.530000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.48658	150.470000,1.950000,0.000000	-56.110000,-73.320000,0.000000	112.100000,-40.560000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.53842	150.490000,2.010000,0.000000	-56.070000,-73.280000,0.000000	112.140000,-40.560000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.59897	150.500000,1.950000,0.000000	-56.030000,-73.290000,0.000000	112.060000,-40.530000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.66806	150.530000,1.970000,0.000000	-56.060000,-73.280000,0.000000	112.130000,-40.550000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.67082	150.530000,1.950000,0.000000	-56.240000,-73.300000,0.000000	112.150000,-40.540000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.71740	150.600000,1.930000,0.000000	-56.230000,-73.300000,0.000000	112.150000,-40.590000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.78452	150.640000,1.950000,0.000000	-56.190000,-73.270000,0.000000	112.160000,-40.620000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.84471	150.660000,1.930000,0.000000	-56.170000,-73.310000,0.000000	112.190000,-40.570000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.84818	150.670000,1.930000,0.000000	-56.280000,-73.280000,0.000000	112.190000,-40.610000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.89925	150.630000,1.920000,0.000000	-56.360000,-73.260000,0.000000	112.180000,-40.580000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
6.96494	150.640000,1.980000,0.000000	-56.340000,-73.250000,0.000000	112.180000,-40.560000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.02495	150.630000,1.970000,0.000000	-56.440000,-73.210000,0.000000	112.110000,-40.570000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.02774	150.660000,1.960000,0.000000	-56.450000,-73.200000,0.000000	112.080000,-40.590000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.08265	150.680000,1.970000,0.000000	-56.350000,-73.200000,0.000000	112.100000,-40.570000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.13448	150.660000,1.960000,0.000000	-56.430000,-73.170000,0.000000	112.090000,-40.530000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.20276	150.610000,2.000000,0.000000	-56.320000,-73.190000,0.000000	112.140000,-40.520000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
7.20747	150.610000,1.980000,0.000000	-56.290000,-73.190000,0.000000	112.120000,-40.470000,0.000000	-56.700000,-73.330000,0.000000	112.300000,-40.520000,0.000000
