time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
0.49270	150.550000,1.810000,0.000000	-67.480000,-25.110000,0.000000	115.520000,-36.130000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.54401	150.570000,1.840000,0.000000	-67.470000,-25.140000,0.000000	115.570000,-36.120000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.59194	150.530000,1.790000,0.000000	-67.480000,-25.170000,0.000000	115.610000,-36.170000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.64087	150.550000,1.750000,0.000000	-67.440000,-25.200000,0.000000	115.540000,-36.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.67968	150.490000,1.720000,0.000000	-67.410000,-25.150000,0.000000	115.490000,-36.290000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.72338	150.500000,1.730000,0.000000	-67.360000,-25.120000,0.000000	115.440000,-36.270000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.76740	150.480000,1.720000,0.000000	-67.300000,-25.100000,0.000000	115.370000,-36.300000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.81248	150.460000,1.700000,0.000000	-67.270000,-25.110000,0.000000	115.330000,-36.270000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.85857	150.460000,1.700000,0.000000	-67.210000,-25.100000,0.000000	115.250000,-36.260000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.90949	150.450000,1.750000,0.000000	-67.130000,-25.080000,0.000000	115.150000,-36.270000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.94679	150.460000,1.760000,0.000000	-67.120000,-25.050000,0.000000	115.070000,-36.220000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
0.99358	150.470000,1.790000,0.000000	-67.140000,-25.050000,0.000000	115.070000,-36.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.04012	150.450000,1.780000,0.000000	-67.090000,-25.050000,0.000000	115.100000,-36.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.08397	150.470000,1.770000,0.000000	-67.160000,-25.010000,0.000000	115.070000,-36.280000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.12953	150.450000,1.750000,0.000000	-67.160000,-25.000000,0.000000	115.080000,-36.300000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.17378	150.520000,1.760000,0.000000	-67.170000,-25.010000,0.000000	115.150000,-36.270000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.21721	150.550000,1.710000,0.000000	-67.190000,-25.080000,0.000000	115.150000,-36.260000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.26332	150.520000,1.670000,0.000000	-67.260000,-25.100000,0.000000	115.230000,-36.280000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.35320	150.490000,1.660000,0.000000	-67.310000,-25.140000,0.000000	115.310000,-36.320000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.35320	150.510000,1.680000,0.000000	-70.300000,-23.220000,0.000000	111.790000,-37.420000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.41497	150.580000,1.730000,0.000000	-65.370000,-23.940000,0.000000	109.420000,-38.100000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.47034	150.540000,1.720000,0.000000	-66.440000,-24.630000,0.000000	106.840000,-39.390000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.53266	150.600000,1.720000,0.000000	-56.520000,-18.940000,0.000000	104.410000,-38.960000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.53266	150.650000,1.760000,0.000000	-56.570000,-19.350000,0.000000	102.100000,-40.640000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.59478	150.610000,1.750000,0.000000	-54.180000,-19.980000,0.000000	101.880000,-42.040000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.65173	150.700000,1.670000,0.000000	-53.460000,-21.180000,0.000000	103.670000,-43.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.71485	150.710000,1.640000,0.000000	-52.350000,-20.760000,0.000000	105.940000,-43.200000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.71485	150.650000,1.590000,0.000000	-55.550000,-18.600000,0.000000	107.280000,-42.060000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.78415	150.570000,2.090000,0.000000	-37.160000,-21.640000,0.000000	107.850000,-36.470000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.83377	149.510000,2.480000,0.000000	-37.390000,-23.260000,0.000000	96.620000,-37.820000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.89466	150.100000,1.270000,0.000000	-39.020000,-25.850000,0.000000	98.260000,-38.450000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.89719	150.580000,1.690000,0.000000	-42.380000,-28.880000,0.000000	99.610000,-39.690000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
1.94967	150.430000,1.410000,0.000000	-42.340000,-31.370000,0.000000	100.400000,-40.550000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.01249	150.310000,1.440000,0.000000	-48.980000,-35.530000,0.000000	99.700000,-41.350000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.13039	150.360000,1.480000,0.000000	-44.300000,-38.220000,0.000000	97.580000,-41.590000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.13606	150.360000,1.450000,0.000000	-43.910000,-42.340000,0.000000	95.830000,-42.280000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.13606	150.350000,1.570000,0.000000	-44.660000,-45.510000,0.000000	96.420000,-42.850000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.19463	150.320000,1.630000,0.000000	-50.250000,-49.010000,0.000000	98.700000,-43.690000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.24895	150.280000,1.670000,0.000000	-55.330000,-51.740000,0.000000	101.790000,-44.380000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.24895	150.340000,1.690000,0.000000	-55.410000,-54.690000,0.000000	104.680000,-44.320000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.31455	150.380000,1.660000,0.000000	-60.560000,-57.200000,0.000000	106.560000,-43.790000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.42881	150.390000,1.660000,0.000000	-58.510000,-60.220000,0.000000	107.630000,-43.190000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.43499	150.400000,1.630000,0.000000	-58.210000,-62.720000,0.000000	108.150000,-43.060000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.43712	150.450000,1.840000,0.000000	-58.140000,-64.570000,0.000000	108.620000,-43.590000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.49575	150.450000,1.900000,0.000000	-60.240000,-66.340000,0.000000	108.940000,-44.280000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.55213	150.500000,1.900000,0.000000	-63.150000,-67.660000,0.000000	108.880000,-44.770000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.61685	150.560000,1.950000,0.000000	-62.780000,-68.990000,0.000000	108.280000,-45.000000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.61685	150.600000,1.930000,0.000000	-61.250000,-69.990000,0.000000	107.250000,-44.870000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.66841	150.630000,1.970000,0.000000	-59.510000,-70.620000,0.000000	106.430000,-44.740000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.73342	150.620000,1.910000,0.000000	-57.670000,-70.460000,0.000000	106.330000,-45.020000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.78210	150.580000,1.920000,0.000000	-56.560000,-70.460000,0.000000	106.660000,-45.540000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.79642	150.580000,1.920000,0.000000	-55.540000,-70.140000,0.000000	107.290000,-45.830000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.84989	150.580000,1.970000,0.000000	-53.990000,-70.220000,0.000000	108.060000,-45.630000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.91495	150.520000,1.960000,0.000000	-52.460000,-70.460000,0.000000	108.340000,-44.950000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.97376	150.560000,1.960000,0.000000	-50.100000,-70.580000,0.000000	108.560000,-44.350000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
2.97541	150.590000,1.960000,0.000000	-48.840000,-70.930000,0.000000	108.770000,-44.110000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.03215	150.570000,2.060000,0.000000	-48.180000,-71.460000,0.000000	109.240000,-44.210000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.08190	150.560000,2.080000,0.000000	-49.490000,-72.360000,0.000000	109.800000,-44.360000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.14710	150.550000,2.070000,0.000000	-50.810000,-73.410000,0.000000	109.890000,-44.360000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.14710	150.520000,2.060000,0.000000	-51.760000,-74.690000,0.000000	109.570000,-44.250000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.22738	150.600000,2.050000,0.000000	-50.770000,-75.910000,0.000000	109.360000,-43.910000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.27265	150.580000,2.030000,0.000000	-51.760000,-77.280000,0.000000	109.640000,-43.620000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.33304	150.610000,2.020000,0.000000	-55.450000,-78.180000,0.000000	110.210000,-43.440000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.33304	150.620000,2.000000,0.000000	-58.270000,-79.020000,0.000000	111.250000,-43.430000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.39326	150.640000,2.000000,0.000000	-60.410000,-79.780000,0.000000	112.350000,-43.300000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.44753	150.640000,1.870000,0.000000	-62.040000,-80.540000,0.000000	113.310000,-42.910000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.51392	150.610000,1.870000,0.000000	-63.610000,-81.330000,0.000000	114.030000,-42.490000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.51526	150.570000,1.870000,0.000000	-64.240000,-81.840000,0.000000	114.460000,-42.160000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.56582	150.610000,1.910000,0.000000	-64.680000,-82.120000,0.000000	114.690000,-42.150000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.63044	150.590000,1.960000,0.000000	-63.780000,-81.940000,0.000000	114.700000,-42.360000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.69512	150.570000,1.960000,0.000000	-63.470000,-81.690000,0.000000	114.420000,-42.550000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.69653	150.550000,1.970000,0.000000	-62.920000,-81.440000,0.000000	113.900000,-42.600000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.74984	150.510000,1.910000,0.000000	-61.750000,-80.990000,0.000000	113.110000,-42.550000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.87049	150.570000,1.930000,0.000000	-60.190000,-79.970000,0.000000	112.200000,-42.590000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.87575	150.580000,1.920000,0.000000	-59.030000,-79.310000,0.000000	111.340000,-42.750000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.87575	150.550000,1.910000,0.000000	-57.960000,-78.420000,0.000000	111.010000,-43.050000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
3.93206	150.550000,1.820000,0.000000	-57.610000,-77.570000,0.000000	111.080000,-43.180000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.04901	150.520000,1.810000,0.000000	-56.950000,-76.890000,0.000000	111.340000,-43.050000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.04901	150.580000,1.820000,0.000000	-55.610000,-76.290000,0.000000	111.410000,-42.700000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.04901	150.640000,1.840000,0.000000	-53.040000,-75.620000,0.000000	111.530000,-42.510000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.11368	150.610000,1.800000,0.000000	-51.990000,-75.470000,0.000000	111.680000,-42.350000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.17314	150.620000,1.840000,0.000000	-51.230000,-75.330000,0.000000	111.910000,-42.400000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.23362	150.560000,1.810000,0.000000	-51.210000,-75.370000,0.000000	112.020000,-42.440000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.28209	150.590000,1.820000,0.000000	-51.680000,-75.570000,0.000000	111.970000,-42.470000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.29576	150.610000,1.800000,0.000000	-53.060000,-75.950000,0.000000	111.830000,-42.310000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.34981	150.650000,1.850000,0.000000	-53.090000,-76.510000,0.000000	111.790000,-42.130000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.41755	150.570000,1.880000,0.000000	-56.610000,-76.900000,0.000000	111.900000,-41.850000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.41961	150.570000,1.900000,0.000000	-56.680000,-77.480000,0.000000	112.240000,-41.740000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.47018	150.570000,1.900000,0.000000	-58.130000,-77.980000,0.000000	112.780000,-41.670000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.53370	150.570000,1.880000,0.000000	-59.610000,-78.280000,0.000000	113.450000,-41.500000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.59405	150.540000,1.850000,0.000000	-61.190000,-78.610000,0.000000	114.040000,-41.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.59599	150.490000,1.830000,0.000000	-61.420000,-78.810000,0.000000	114.430000,-41.060000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.68994	150.530000,1.790000,0.000000	-61.500000,-78.930000,0.000000	114.540000,-40.950000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.71376	150.500000,1.800000,0.000000	-61.770000,-78.720000,0.000000	114.620000,-41.050000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.76405	150.500000,1.770000,0.000000	-61.920000,-78.500000,0.000000	114.500000,-41.230000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.76405	150.460000,1.730000,0.000000	-61.440000,-78.100000,0.000000	114.170000,-41.400000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.83125	150.450000,1.770000,0.000000	-60.820000,-77.580000,0.000000	113.600000,-41.430000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.88234	150.460000,1.820000,0.000000	-59.880000,-76.970000,0.000000	112.890000,-41.480000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.95469	150.400000,1.800000,0.000000	-58.360000,-76.240000,0.000000	112.100000,-41.530000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
4.95521	150.400000,1.870000,0.000000	-57.140000,-75.410000,0.000000	111.340000,-41.670000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.01454	150.360000,1.880000,0.000000	-56.290000,-74.520000,0.000000	110.980000,-41.720000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.06614	150.320000,1.910000,0.000000	-55.270000,-73.780000,0.000000	111.060000,-41.730000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.13382	150.320000,1.900000,0.000000	-54.500000,-73.190000,0.000000	111.090000,-41.630000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.13517	150.310000,1.980000,0.000000	-53.360000,-72.660000,0.000000	111.210000,-41.420000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.18170	150.360000,2.010000,0.000000	-52.310000,-72.330000,0.000000	111.300000,-41.250000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.24805	150.350000,2.010000,0.000000	-51.890000,-72.170000,0.000000	111.450000,-41.270000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.31305	150.440000,2.020000,0.000000	-52.470000,-72.230000,0.000000	111.570000,-41.370000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.31427	150.420000,1.980000,0.000000	-52.790000,-72.380000,0.000000	111.630000,-41.490000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.36542	150.420000,1.950000,0.000000	-52.640000,-72.710000,0.000000	111.530000,-41.500000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.43237	150.400000,1.940000,0.000000	-53.250000,-73.170000,0.000000	111.470000,-41.360000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.49179	150.320000,1.960000,0.000000	-53.380000,-73.590000,0.000000	111.580000,-41.190000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.49576	150.380000,1.980000,0.000000	-56.110000,-74.050000,0.000000	111.800000,-41.110000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.61180	150.390000,1.950000,0.000000	-56.340000,-74.330000,0.000000	112.190000,-41.020000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.61180	150.420000,1.880000,0.000000	-57.590000,-74.770000,0.000000	112.740000,-41.000000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.67211	150.480000,1.930000,0.000000	-58.800000,-75.090000,0.000000	113.150000,-40.850000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.67587	150.470000,1.920000,0.000000	-59.100000,-75.390000,0.000000	113.550000,-40.710000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.73447	150.470000,1.920000,0.000000	-59.080000,-75.510000,0.000000	113.730000,-40.590000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.79452	150.490000,1.940000,0.000000	-59.080000,-75.540000,0.000000	113.740000,-40.610000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.85072	150.490000,1.940000,0.000000	-59.120000,-75.390000,0.000000	113.730000,-40.710000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.85072	150.460000,1.960000,0.000000	-59.000000,-75.130000,0.000000	113.440000,-40.820000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.91979	150.510000,1.960000,0.000000	-58.560000,-74.700000,0.000000	113.040000,-40.900000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
5.96789	150.520000,1.910000,0.000000	-57.750000,-74.270000,0.000000	112.440000,-40.910000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.03390	150.490000,1.890000,0.000000	-57.060000,-73.720000,0.000000	111.890000,-40.980000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.03601	150.550000,1.880000,0.000000	-55.600000,-73.020000,0.000000	111.260000,-41.120000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.09448	150.490000,1.950000,0.000000	-54.760000,-72.390000,0.000000	110.960000,-41.240000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.14953	150.480000,1.970000,0.000000	-54.220000,-71.810000,0.000000	110.780000,-41.290000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.21517	150.470000,1.950000,0.000000	-53.370000,-71.280000,0.000000	110.830000,-41.220000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.21517	150.470000,1.900000,0.000000	-52.720000,-70.830000,0.000000	110.990000,-41.080000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.26633	150.470000,1.920000,0.000000	-52.340000,-70.580000,0.000000	111.130000,-40.980000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.33378	150.500000,1.900000,0.000000	-52.040000,-70.490000,0.000000	111.350000,-41.020000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.38308	150.470000,1.890000,0.000000	-52.100000,-70.490000,0.000000	111.480000,-41.040000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.39561	150.470000,1.850000,0.000000	-52.610000,-70.610000,0.000000	111.570000,-41.140000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.45066	150.470000,1.830000,0.000000	-53.210000,-70.890000,0.000000	111.470000,-41.160000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.51571	150.520000,1.820000,0.000000	-53.710000,-71.270000,0.000000	111.410000,-41.050000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.62169	150.540000,1.840000,0.000000	-54.590000,-71.760000,0.000000	111.360000,-40.950000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.62270	150.510000,1.820000,0.000000	-55.390000,-72.240000,0.000000	111.610000,-40.840000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.64628	150.510000,1.840000,0.000000	-56.180000,-72.650000,0.000000	111.940000,-40.800000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.69181	150.500000,1.860000,0.000000	-57.090000,-73.000000,0.000000	112.380000,-40.740000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.74804	150.480000,1.870000,0.000000	-58.010000,-73.370000,0.000000	112.810000,-40.680000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.74804	150.470000,1.940000,0.000000	-58.860000,-73.640000,0.000000	113.180000,-40.590000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.81535	150.520000,2.000000,0.000000	-59.160000,-73.830000,0.000000	113.400000,-40.490000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.86739	150.550000,2.000000,0.000000	-59.270000,-73.910000,0.000000	113.470000,-40.480000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.92372	150.560000,1.960000,0.000000	-59.210000,-73.850000,0.000000	113.420000,-40.520000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.93523	150.550000,1.940000,0.000000	-59.050000,-73.670000,0.000000	113.310000,-40.600000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
6.98388	150.500000,1.960000,0.000000	-58.520000,-73.380000,0.000000	112.970000,-40.700000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
7.04767	150.470000,1.940000,0.000000	-57.910000,-73.010000,0.000000	112.500000,-40.730000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
7.11419	150.450000,1.920000,0.000000	-57.240000,-72.530000,0.000000	112.050000,-40.770000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
7.11654	150.430000,2.020000,0.000000	-56.650000,-72.100000,0.000000	111.490000,-40.840000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
7.16655	150.460000,1.940000,0.000000	-55.820000,-71.640000,0.000000	111.110000,-40.950000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
7.23007	150.450000,1.890000,0.000000	-55.100000,-71.150000,0.000000	110.950000,-40.970000,0.000000	-67.200000,-25.130000,0.000000	115.000000,-36.270000,0.000000
