time	pelvis_imu	femur_r_imu	tibia_r_imu
6.900	56.300000,10.110000,0.000000	89.500000,-9.010000,0.000000	89.860000,3.230000,0.000000
7.020	56.580000,9.860000,0.000000	89.010000,-10.180000,0.000000	90.070000,3.060000,0.000000
7.156	56.710000,9.780000,0.000000	88.960000,-12.260000,0.000000	90.500000,1.680000,0.000000
7.290	57.040000,9.330000,0.000000	89.060000,-15.490000,0.000000	90.510000,-1.830000,0.000000
7.410	57.530000,8.750000,0.000000	89.410000,-18.860000,0.000000	91.230000,-5.250000,0.000000
7.545	58.430000,8.460000,0.000000	89.940000,-23.570000,0.000000	91.910000,-8.980000,0.000000
7.680	59.490000,8.160000,0.000000	90.690000,-28.730000,0.000000	93.300000,-13.160000,0.000000
7.800	60.830000,8.010000,0.000000	90.910000,-34.060000,0.000000	94.690000,-17.810000,0.000000
7.935	62.150000,7.860000,0.000000	90.740000,-39.510000,0.000000	96.280000,-22.170000,0.000000
8.070	64.140000,7.980000,0.000000	89.750000,-45.350000,0.000000	97.650000,-27.200000,0.000000
8.190	66.110000,7.410000,0.000000	87.830000,-51.240000,0.000000	98.720000,-32.570000,0.000000
8.326	67.850000,6.660000,0.000000	85.110000,-56.640000,0.000000	100.290000,-37.260000,0.000000
8.460	69.440000,6.030000,0.000000	81.980000,-61.660000,0.000000	101.850000,-41.470000,0.000000
8.580	70.780000,5.790000,0.000000	79.160000,-65.800000,0.000000	102.110000,-45.350000,0.000000
8.715	72.250000,5.000000,0.000000	77.480000,-69.730000,0.000000	102.120000,-48.390000,0.000000
8.850	73.210000,4.630000,0.000000	75.520000,-72.520000,0.000000	103.640000,-50.550000,0.000000
8.970	73.700000,4.510000,0.000000	75.590000,-75.210000,0.000000	104.650000,-52.240000,0.000000
9.105	73.880000,4.820000,0.000000	74.750000,-75.950000,0.000000	105.270000,-53.730000,0.000000
9.241	74.210000,4.980000,0.000000	74.900000,-76.620000,0.000000	105.180000,-54.690000,0.000000
9.360	74.480000,5.130000,0.000000	74.720000,-77.120000,0.000000	104.140000,-55.770000,0.000000
9.495	74.860000,4.850000,0.000000	74.340000,-77.130000,0.000000	103.100000,-56.030000,0.000000
9.630	75.080000,5.000000,0.000000	74.740000,-77.200000,0.000000	102.260000,-56.000000,0.000000
9.750	75.480000,5.010000,0.000000	74.950000,-77.120000,0.000000	102.150000,-56.400000,0.000000
9.885	75.720000,5.130000,0.000000	74.950000,-76.870000,0.000000	102.220000,-56.350000,0.000000
10.035	76.110000,5.260000,0.000000	74.660000,-76.680000,0.000000	102.290000,-55.930000,0.000000
10.140	76.150000,5.020000,0.000000	75.520000,-76.810000,0.000000	102.100000,-55.880000,0.000000
10.275	76.210000,5.150000,0.000000	75.680000,-76.700000,0.000000	102.120000,-55.200000,0.000000
10.410	76.090000,5.250000,0.000000	75.910000,-76.000000,0.000000	102.240000,-54.580000,0.000000
10.530	75.930000,5.280000,0.000000	76.190000,-75.480000,0.000000	102.060000,-53.680000,0.000000
10.665	75.820000,5.180000,0.000000	75.750000,-74.760000,0.000000	101.320000,-53.240000,0.000000
10.800	75.500000,4.910000,0.000000	75.940000,-74.330000,0.000000	101.560000,-52.440000,0.000000
10.920	75.250000,4.500000,0.000000	75.360000,-74.090000,0.000000	101.110000,-52.140000,0.000000
11.056	75.180000,4.810000,0.000000	74.540000,-73.390000,0.000000	101.210000,-51.250000,0.000000
11.190	75.110000,4.730000,0.000000	74.520000,-73.020000,0.000000	100.740000,-50.840000,0.000000
11.310	75.130000,4.910000,0.000000	74.220000,-72.390000,0.000000	100.640000,-50.740000,0.000000
11.445	75.330000,4.870000,0.000000	73.670000,-72.190000,0.000000	100.590000,-50.910000,0.000000
11.580	75.450000,4.640000,0.000000	72.780000,-71.910000,0.000000	100.330000,-50.660000,0.000000
11.700	75.490000,4.800000,0.000000	72.070000,-71.190000,0.000000	100.420000,-50.010000,0.000000
11.834	75.740000,4.620000,0.000000	72.060000,-70.900000,0.000000	100.460000,-49.850000,0.000000
11.985	75.910000,5.140000,0.000000	72.080000,-70.250000,0.000000	100.620000,-49.530000,0.000000
12.090	75.680000,5.740000,0.000000	71.950000,-69.460000,0.000000	100.820000,-49.120000,0.000000
12.225	76.030000,5.770000,0.000000	73.140000,-69.260000,0.000000	100.890000,-48.780000,0.000000
12.360	76.230000,5.670000,0.000000	73.490000,-69.030000,0.000000	101.160000,-48.330000,0.000000
12.480	76.230000,5.800000,0.000000	73.750000,-68.600000,0.000000	101.250000,-47.670000,0.000000
12.615	76.380000,5.930000,0.000000	74.760000,-68.430000,0.000000	100.960000,-46.650000,0.000000
12.750	76.350000,5.710000,0.000000	74.560000,-68.250000,0.000000	100.880000,-46.530000,0.000000
12.870	76.340000,5.540000,0.000000	74.530000,-68.250000,0.000000	100.830000,-45.960000,0.000000
13.005	76.600000,5.660000,0.000000	74.480000,-68.040000,0.000000	100.720000,-45.770000,0.000000
13.140	76.710000,5.340000,0.000000	74.260000,-68.240000,0.000000	100.180000,-46.080000,0.000000
13.259	77.000000,5.190000,0.000000	73.980000,-68.360000,0.000000	99.900000,-45.990000,0.000000
13.395	77.040000,5.360000,0.000000	73.650000,-68.500000,0.000000	99.530000,-46.110000,0.000000
13.530	77.180000,5.560000,0.000000	73.780000,-68.390000,0.000000	100.090000,-45.550000,0.000000
13.650	77.080000,5.760000,0.000000	73.790000,-68.360000,0.000000	99.820000,-45.590000,0.000000
13.785	77.090000,5.630000,0.000000	74.160000,-68.050000,0.000000	99.780000,-45.810000,0.000000
13.920	77.010000,5.720000,0.000000	74.050000,-67.710000,0.000000	99.610000,-46.160000,0.000000
14.040	77.020000,5.510000,0.000000	74.250000,-67.610000,0.000000	99.750000,-45.920000,0.000000
14.175	77.040000,5.480000,0.000000	74.540000,-67.510000,0.000000	100.170000,-45.390000,0.000000
14.310	77.000000,5.470000,0.000000	75.950000,-67.540000,0.000000	100.550000,-45.060000,0.000000
14.430	76.730000,5.480000,0.000000	76.690000,-67.440000,0.000000	101.010000,-44.120000,0.000000
14.564	76.440000,5.540000,0.000000	76.600000,-67.130000,0.000000	101.100000,-44.200000,0.000000
14.700	76.320000,5.740000,0.000000	77.010000,-66.490000,0.000000	100.970000,-43.860000,0.000000
14.820	76.000000,5.850000,0.000000	76.950000,-65.980000,0.000000	100.790000,-43.500000,0.000000
14.955	76.060000,5.780000,0.000000	77.290000,-65.780000,0.000000	100.600000,-43.400000,0.000000
15.090	75.930000,6.000000,0.000000	76.310000,-65.490000,0.000000	100.460000,-43.460000,0.000000
15.210	75.860000,6.040000,0.000000	76.590000,-65.550000,0.000000	101.010000,-42.780000,0.000000
15.345	76.020000,5.780000,0.000000	76.150000,-66.140000,0.000000	101.410000,-42.450000,0.000000
15.480	75.990000,5.650000,0.000000	76.190000,-66.460000,0.000000	101.760000,-41.860000,0.000000
15.600	75.740000,5.530000,0.000000	75.060000,-67.270000,0.000000	101.650000,-42.260000,0.000000
15.735	75.930000,5.320000,0.000000	74.840000,-67.930000,0.000000	101.700000,-43.240000,0.000000
15.870	75.910000,5.230000,0.000000	74.490000,-68.220000,0.000000	101.450000,-43.470000,0.000000
15.990	75.720000,5.380000,0.000000	73.110000,-68.050000,0.000000	101.330000,-43.990000,0.000000
16.125	75.250000,5.800000,0.000000	72.850000,-67.640000,0.000000	100.900000,-44.190000,0.000000
16.260	75.490000,5.530000,0.000000	73.120000,-68.020000,0.000000	100.460000,-43.890000,0.000000
16.380	75.780000,5.380000,0.000000	73.220000,-68.120000,0.000000	100.510000,-43.310000,0.000000
16.515	75.730000,5.360000,0.000000	72.740000,-67.950000,0.000000	100.540000,-43.540000,0.000000
16.650	76.170000,4.870000,0.000000	72.970000,-68.280000,0.000000	100.590000,-43.620000,0.000000
16.770	76.090000,4.770000,0.000000	73.610000,-68.560000,0.000000	100.290000,-43.260000,0.000000
16.905	76.260000,5.000000,0.000000	72.240000,-68.430000,0.000000	99.470000,-41.390000,0.000000
17.040	76.380000,5.030000,0.000000	70.830000,-68.820000,0.000000	98.400000,-38.580000,0.000000
17.160	76.650000,5.320000,0.000000	68.710000,-69.070000,0.000000	96.970000,-35.560000,0.000000
17.295	76.600000,5.430000,0.000000	68.020000,-69.410000,0.000000	96.010000,-31.710000,0.000000
17.430	76.590000,5.210000,0.000000	66.450000,-69.760000,0.000000	94.930000,-26.660000,0.000000
17.550	76.600000,4.850000,0.000000	65.570000,-70.590000,0.000000	94.460000,-21.070000,0.000000
17.684	76.710000,4.910000,0.000000	64.700000,-71.070000,0.000000	93.680000,-15.650000,0.000000
17.820	76.800000,5.000000,0.000000	64.730000,-72.080000,0.000000	93.260000,-9.930000,0.000000
17.940	76.760000,5.100000,0.000000	63.960000,-72.510000,0.000000	91.980000,-4.800000,0.000000
18.075	76.940000,5.290000,0.000000	63.190000,-73.040000,0.000000	90.790000,1.330000,0.000000
18.210	77.040000,5.080000,0.000000	62.820000,-73.790000,0.000000	89.750000,6.820000,0.000000
18.330	76.970000,5.250000,0.000000	62.580000,-74.590000,0.000000	88.730000,12.110000,0.000000
18.465	77.220000,4.910000,0.000000	61.000000,-75.390000,0.000000	88.030000,16.310000,0.000000
18.600	77.210000,4.970000,0.000000	61.310000,-76.090000,0.000000	87.090000,19.980000,0.000000
18.720	77.210000,5.030000,0.000000	60.230000,-76.310000,0.000000	86.500000,23.190000,0.000000
18.855	77.200000,4.700000,0.000000	60.430000,-76.890000,0.000000	85.900000,25.500000,0.000000
18.990	77.090000,4.630000,0.000000	60.050000,-77.260000,0.000000	85.140000,27.240000,0.000000
19.110	77.060000,4.620000,0.000000	59.280000,-77.410000,0.000000	84.650000,29.060000,0.000000
19.245	76.930000,4.400000,0.000000	58.200000,-77.660000,0.000000	84.180000,30.210000,0.000000
19.380	76.930000,4.410000,0.000000	58.320000,-77.610000,0.000000	84.050000,30.890000,0.000000
19.500	76.860000,4.790000,0.000000	58.570000,-77.490000,0.000000	83.840000,31.400000,0.000000
19.635	76.710000,4.790000,0.000000	59.690000,-77.470000,0.000000	83.840000,31.450000,0.000000
19.770	76.740000,4.660000,0.000000	60.580000,-77.380000,0.000000	83.950000,31.230000,0.000000
19.890	76.660000,4.810000,0.000000	61.220000,-77.250000,0.000000	83.910000,31.290000,0.000000
20.025	76.730000,4.920000,0.000000	62.740000,-77.110000,0.000000	84.170000,31.100000,0.000000
20.160	76.710000,5.090000,0.000000	63.690000,-76.920000,0.000000	84.500000,30.660000,0.000000
20.280	76.690000,5.240000,0.000000	64.830000,-76.750000,0.000000	84.330000,30.330000,0.000000
20.414	76.490000,5.530000,0.000000	65.700000,-76.420000,0.000000	84.220000,30.000000,0.000000
20.550	76.310000,5.770000,0.000000	66.370000,-76.030000,0.000000	84.240000,29.600000,0.000000
20.670	76.130000,5.800000,0.000000	67.340000,-75.870000,0.000000	84.220000,29.070000,0.000000
20.805	75.960000,5.690000,0.000000	67.990000,-75.900000,0.000000	84.560000,28.550000,0.000000
20.940	75.890000,5.990000,0.000000	68.320000,-76.090000,0.000000	84.730000,27.780000,0.000000
21.060	75.970000,6.180000,0.000000	68.770000,-76.000000,0.000000	84.840000,26.990000,0.000000
21.195	76.010000,6.320000,0.000000	69.080000,-75.840000,0.000000	85.060000,26.450000,0.000000
21.330	75.820000,6.330000,0.000000	70.350000,-75.600000,0.000000	85.150000,25.820000,0.000000
21.450	75.870000,6.420000,0.000000	70.610000,-75.850000,0.000000	85.450000,25.120000,0.000000
21.585	75.980000,6.420000,0.000000	70.800000,-75.830000,0.000000	85.510000,24.260000,0.000000
21.720	75.800000,6.440000,0.000000	72.020000,-75.900000,0.000000	85.790000,23.190000,0.000000
21.840	75.780000,6.350000,0.000000	72.280000,-75.940000,0.000000	86.300000,22.990000,0.000000
21.975	75.760000,6.370000,0.000000	72.520000,-75.870000,0.000000	86.390000,22.500000,0.000000
22.110	75.680000,6.340000,0.000000	72.940000,-75.680000,0.000000	86.620000,21.900000,0.000000
22.230	75.810000,6.310000,0.000000	73.990000,-75.290000,0.000000	87.270000,20.920000,0.000000
22.365	75.750000,6.170000,0.000000	74.800000,-75.460000,0.000000	87.070000,19.970000,0.000000
22.500	75.950000,6.030000,0.000000	74.860000,-75.560000,0.000000	87.150000,19.120000,0.000000
22.620	76.040000,5.970000,0.000000	75.030000,-75.690000,0.000000	87.230000,18.520000,0.000000
22.755	76.060000,5.740000,0.000000	75.170000,-75.520000,0.000000	87.330000,17.750000,0.000000
22.890	75.840000,5.990000,0.000000	75.490000,-75.370000,0.000000	87.580000,17.080000,0.000000
23.010	75.790000,5.660000,0.000000	74.800000,-75.640000,0.000000	87.970000,16.450000,0.000000
23.145	75.650000,5.570000,0.000000	75.130000,-75.500000,0.000000	87.970000,16.070000,0.000000
23.280	75.630000,5.570000,0.000000	75.750000,-75.410000,0.000000	87.890000,15.670000,0.000000
23.400	75.300000,5.780000,0.000000	75.950000,-75.260000,0.000000	87.470000,15.670000,0.000000
23.535	75.250000,5.990000,0.000000	75.840000,-74.990000,0.000000	87.400000,15.660000,0.000000
23.670	75.390000,6.120000,0.000000	76.580000,-74.780000,0.000000	87.320000,15.410000,0.000000
23.790	75.370000,6.360000,0.000000	76.440000,-74.620000,0.000000	87.380000,15.220000,0.000000
23.925	75.560000,6.370000,0.000000	75.880000,-74.770000,0.000000	87.180000,14.730000,0.000000
24.060	75.550000,6.200000,0.000000	76.170000,-74.880000,0.000000	87.110000,14.460000,0.000000
24.180	75.640000,6.290000,0.000000	75.890000,-74.670000,0.000000	87.240000,14.500000,0.000000
24.315	75.780000,6.560000,0.000000	75.830000,-74.710000,0.000000	87.410000,14.660000,0.000000
24.450	75.940000,6.480000,0.000000	75.980000,-74.890000,0.000000	87.600000,14.520000,0.000000
24.570	76.050000,6.520000,0.000000	75.930000,-74.950000,0.000000	87.510000,14.620000,0.000000
24.705	76.300000,6.490000,0.000000	75.710000,-74.960000,0.000000	87.380000,14.600000,0.000000
24.840	76.350000,6.530000,0.000000	75.580000,-74.910000,0.000000	87.180000,14.720000,0.000000
24.960	76.380000,6.460000,0.000000	74.730000,-74.980000,0.000000	87.080000,14.940000,0.000000
25.095	76.480000,6.400000,0.000000	74.960000,-74.940000,0.000000	87.310000,15.030000,0.000000
25.229	76.280000,6.270000,0.000000	74.800000,-74.850000,0.000000	87.570000,15.210000,0.000000
25.350	76.310000,6.190000,0.000000	74.740000,-74.830000,0.000000	87.720000,15.220000,0.000000
25.499	76.200000,6.070000,0.000000	74.690000,-74.770000,0.000000	87.550000,15.100000,0.000000
25.620	76.060000,5.920000,0.000000	74.890000,-74.530000,0.000000	87.630000,15.090000,0.000000
25.740	76.210000,5.920000,0.000000	75.060000,-74.360000,0.000000	87.860000,15.410000,0.000000
25.875	76.040000,6.000000,0.000000	74.480000,-74.190000,0.000000	87.580000,15.540000,0.000000
26.010	76.070000,5.890000,0.000000	74.550000,-74.020000,0.000000	87.170000,15.970000,0.000000
26.130	76.250000,6.020000,0.000000	75.240000,-73.000000,0.000000	86.360000,17.630000,0.000000
26.265	75.680000,6.430000,0.000000	76.330000,-71.600000,0.000000	85.900000,18.000000,0.000000
26.400	75.470000,6.530000,0.000000	77.550000,-70.380000,0.000000	85.910000,18.130000,0.000000
26.520	75.170000,6.790000,0.000000	79.020000,-68.710000,0.000000	85.510000,18.760000,0.000000
26.655	74.970000,6.670000,0.000000	80.630000,-66.630000,0.000000	85.520000,19.880000,0.000000
26.790	74.610000,6.970000,0.000000	82.570000,-63.780000,0.000000	84.930000,19.910000,0.000000
26.910	74.060000,7.150000,0.000000	83.770000,-60.630000,0.000000	84.370000,20.240000,0.000000
27.044	73.570000,7.410000,0.000000	84.500000,-56.850000,0.000000	83.870000,20.600000,0.000000
27.180	73.160000,8.010000,0.000000	85.390000,-53.200000,0.000000	83.460000,21.700000,0.000000
27.300	72.320000,8.570000,0.000000	85.710000,-48.350000,0.000000	83.710000,22.380000,0.000000
27.435	71.340000,8.990000,0.000000	85.870000,-43.590000,0.000000	84.410000,22.130000,0.000000
27.570	70.610000,9.790000,0.000000	86.140000,-38.280000,0.000000	83.730000,21.430000,0.000000
27.690	69.400000,10.570000,0.000000	86.970000,-33.390000,0.000000	84.480000,18.850000,0.000000
27.825	68.590000,11.160000,0.000000	88.520000,-28.460000,0.000000	85.230000,18.210000,0.000000
27.960	67.960000,11.840000,0.000000	89.430000,-24.160000,0.000000	86.050000,15.720000,0.000000
28.080	67.670000,12.030000,0.000000	90.270000,-19.930000,0.000000	86.410000,14.270000,0.000000
28.215	67.530000,12.290000,0.000000	90.540000,-15.870000,0.000000	87.050000,12.840000,0.000000
28.350	67.130000,12.150000,0.000000	90.730000,-12.530000,0.000000	87.470000,11.240000,0.000000
28.470	66.570000,12.120000,0.000000	91.060000,-9.580000,0.000000	87.960000,9.900000,0.000000
28.605	66.540000,12.340000,0.000000	91.080000,-7.070000,0.000000	88.160000,8.900000,0.000000
28.740	66.290000,12.420000,0.000000	91.190000,-5.160000,0.000000	88.390000,7.800000,0.000000
28.859	66.250000,12.510000,0.000000	91.310000,-3.590000,0.000000	88.740000,7.060000,0.000000
28.995	66.170000,12.530000,0.000000	91.360000,-2.380000,0.000000	88.930000,6.420000,0.000000
29.130	66.160000,12.600000,0.000000	91.360000,-1.550000,0.000000	89.100000,5.840000,0.000000
29.250	66.100000,12.890000,0.000000	91.490000,-1.010000,0.000000	89.320000,5.370000,0.000000
29.385	65.960000,12.840000,0.000000	91.690000,-0.650000,0.000000	89.440000,4.910000,0.000000
29.520	65.950000,13.240000,0.000000	91.970000,-0.420000,0.000000	89.500000,4.860000,0.000000
29.640	65.860000,13.390000,0.000000	91.820000,-0.630000,0.000000	89.700000,4.460000,0.000000
29.775	65.780000,13.460000,0.000000	91.780000,-0.880000,0.000000	89.920000,4.300000,0.000000
29.910	65.800000,13.520000,0.000000	91.740000,-1.340000,0.000000	90.060000,4.110000,0.000000
