time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.765	50.670000,-74.150000,0.000000	91.320000,-17.720000,0.000000	92.020000,-0.640000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
3.900	49.320000,-74.540000,0.000000	90.480000,-23.140000,0.000000	91.760000,-2.420000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.021	48.450000,-74.860000,0.000000	90.750000,-28.130000,0.000000	93.200000,-3.540000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.155	48.970000,-75.350000,0.000000	90.310000,-34.670000,0.000000	93.680000,-6.850000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.291	50.980000,-76.450000,0.000000	89.240000,-42.350000,0.000000	94.600000,-11.260000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.410	56.330000,-77.780000,0.000000	82.200000,-50.560000,0.000000	95.730000,-16.280000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.546	69.700000,-79.480000,0.000000	69.460000,-58.120000,0.000000	96.420000,-22.300000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.681	33.310000,-81.070000,0.000000	49.720000,-64.410000,0.000000	97.000000,-28.920000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.801	49.200000,-82.170000,0.000000	35.250000,-70.150000,0.000000	98.310000,-34.870000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
4.936	70.290000,-83.470000,0.000000	22.550000,-74.950000,0.000000	99.180000,-41.150000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.070	89.030000,-84.260000,0.000000	14.250000,-78.590000,0.000000	100.230000,-45.860000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.191	101.370000,-85.130000,0.000000	10.330000,-81.550000,0.000000	100.810000,-49.620000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.325	113.780000,-86.070000,0.000000	5.080000,-83.760000,0.000000	101.040000,-52.490000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.461	126.320000,-86.320000,0.000000	0.920000,-86.240000,0.000000	101.630000,-54.570000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.581	133.810000,-86.280000,0.000000	-2.690000,-88.370000,0.000000	101.820000,-55.760000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.716	142.120000,-86.560000,0.000000	-7.460000,-89.850000,0.000000	101.910000,-55.180000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.850	152.320000,-86.580000,0.000000	-13.630000,-91.160000,0.000000	101.680000,-52.270000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
5.970	157.870000,-86.410000,0.000000	-15.870000,-92.050000,0.000000	101.140000,-47.610000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.105	163.000000,-86.340000,0.000000	-18.260000,-93.160000,0.000000	100.300000,-40.950000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.270	167.140000,-86.290000,0.000000	-20.510000,-93.760000,0.000000	98.610000,-33.280000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.361	172.250000,-86.300000,0.000000	-19.450000,-94.020000,0.000000	97.490000,-24.540000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.496	174.460000,-86.460000,0.000000	-17.210000,-93.990000,0.000000	95.890000,-15.400000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.631	176.840000,-86.510000,0.000000	-17.850000,-94.050000,0.000000	94.070000,-6.050000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.751	175.930000,-86.550000,0.000000	-14.660000,-93.740000,0.000000	92.590000,2.690000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
6.886	176.640000,-86.370000,0.000000	-12.370000,-93.450000,0.000000	91.210000,10.330000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.021	177.460000,-86.320000,0.000000	-12.590000,-93.340000,0.000000	89.960000,16.540000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.140	177.020000,-86.160000,0.000000	-10.580000,-93.120000,0.000000	89.600000,21.700000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.276	177.210000,-86.080000,0.000000	-6.930000,-92.540000,0.000000	88.130000,23.660000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.410	176.890000,-85.990000,0.000000	-5.150000,-92.420000,0.000000	87.690000,23.090000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.531	176.270000,-85.540000,0.000000	-4.960000,-92.150000,0.000000	88.010000,20.720000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.666	174.040000,-85.520000,0.000000	-4.780000,-91.760000,0.000000	88.420000,16.120000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.800	168.790000,-85.310000,0.000000	-0.120000,-91.070000,0.000000	88.850000,9.930000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
7.921	165.160000,-85.350000,0.000000	5.080000,-90.820000,0.000000	89.930000,2.330000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.055	158.710000,-84.970000,0.000000	7.560000,-90.000000,0.000000	91.800000,-5.640000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.191	155.300000,-85.190000,0.000000	2.410000,-89.290000,0.000000	93.980000,-14.520000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.310	-177.940000,-85.010000,0.000000	-2.300000,-88.890000,0.000000	95.820000,-22.410000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.446	154.130000,-85.020000,0.000000	-0.260000,-88.060000,0.000000	97.990000,-29.480000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.581	154.240000,-84.600000,0.000000	0.860000,-87.440000,0.000000	99.470000,-34.640000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.701	149.770000,-84.220000,0.000000	6.190000,-86.640000,0.000000	100.270000,-38.210000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.836	153.150000,-84.480000,0.000000	4.960000,-85.980000,0.000000	101.660000,-39.430000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
8.970	157.440000,-84.340000,0.000000	2.590000,-85.840000,0.000000	101.350000,-40.020000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.091	156.230000,-84.290000,0.000000	3.040000,-85.390000,0.000000	100.430000,-38.550000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.226	152.160000,-84.520000,0.000000	5.930000,-84.960000,0.000000	99.240000,-34.680000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.360	152.240000,-84.800000,0.000000	8.610000,-84.770000,0.000000	97.580000,-28.930000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.481	155.650000,-84.960000,0.000000	4.010000,-84.780000,0.000000	96.300000,-22.070000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.615	155.700000,-84.740000,0.000000	2.080000,-84.600000,0.000000	95.160000,-14.390000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.751	154.490000,-84.710000,0.000000	1.220000,-84.450000,0.000000	93.590000,-6.370000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
9.870	152.120000,-84.500000,0.000000	3.920000,-84.200000,0.000000	92.440000,1.840000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.006	152.280000,-84.550000,0.000000	4.980000,-83.980000,0.000000	91.320000,8.950000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.140	154.900000,-84.500000,0.000000	5.890000,-83.750000,0.000000	90.240000,13.980000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.261	154.180000,-84.390000,0.000000	6.270000,-83.660000,0.000000	89.000000,17.590000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.396	153.790000,-84.400000,0.000000	8.110000,-83.760000,0.000000	88.450000,19.240000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.531	152.510000,-84.300000,0.000000	11.430000,-84.070000,0.000000	88.530000,16.870000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.651	153.930000,-84.110000,0.000000	12.250000,-84.590000,0.000000	88.700000,12.300000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.786	151.140000,-83.990000,0.000000	15.810000,-83.790000,0.000000	89.380000,8.420000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
10.921	151.870000,-84.010000,0.000000	17.220000,-83.840000,0.000000	90.640000,1.890000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.040	149.570000,-84.090000,0.000000	18.890000,-83.640000,0.000000	92.470000,-5.530000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.176	145.320000,-83.640000,0.000000	21.290000,-83.550000,0.000000	94.290000,-13.230000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.310	146.320000,-83.740000,0.000000	21.040000,-84.040000,0.000000	95.790000,-20.210000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.431	147.170000,-83.520000,0.000000	29.510000,-83.630000,0.000000	96.750000,-24.670000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.566	140.210000,-83.470000,0.000000	34.480000,-82.520000,0.000000	96.600000,-27.850000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.701	143.540000,-83.630000,0.000000	45.600000,-79.970000,0.000000	96.200000,-29.900000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.821	133.150000,-82.500000,0.000000	54.430000,-75.960000,0.000000	95.410000,-29.860000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
11.955	127.210000,-82.620000,0.000000	62.410000,-70.840000,0.000000	94.870000,-27.090000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.091	110.320000,-83.080000,0.000000	69.600000,-65.490000,0.000000	94.970000,-26.570000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.210	99.470000,-82.130000,0.000000	75.940000,-59.300000,0.000000	94.130000,-24.130000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.346	88.070000,-81.540000,0.000000	81.640000,-52.630000,0.000000	93.830000,-20.330000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.481	78.500000,-80.200000,0.000000	86.620000,-45.270000,0.000000	93.940000,-17.220000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.600	66.540000,-79.930000,0.000000	91.190000,-39.220000,0.000000	95.250000,-13.680000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.736	60.500000,-78.850000,0.000000	94.850000,-32.840000,0.000000	95.050000,-10.440000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.870	55.290000,-77.650000,0.000000	98.090000,-27.300000,0.000000	94.610000,-7.400000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
12.991	50.380000,-76.620000,0.000000	100.560000,-22.610000,0.000000	94.060000,-5.280000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.125	45.980000,-75.600000,0.000000	102.350000,-18.650000,0.000000	93.570000,-3.190000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.261	42.120000,-74.870000,0.000000	103.870000,-15.250000,0.000000	93.170000,-1.450000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.381	39.280000,-74.250000,0.000000	104.870000,-12.440000,0.000000	92.550000,0.370000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.516	36.210000,-73.920000,0.000000	105.310000,-9.900000,0.000000	91.750000,1.260000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.651	34.470000,-73.520000,0.000000	105.640000,-8.110000,0.000000	91.520000,2.460000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.770	33.310000,-73.190000,0.000000	105.600000,-6.780000,0.000000	91.020000,3.350000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
13.906	31.810000,-72.940000,0.000000	105.160000,-5.720000,0.000000	90.260000,4.410000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.040	31.330000,-71.950000,0.000000	103.820000,-4.940000,0.000000	87.300000,2.230000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.161	29.440000,-72.160000,0.000000	102.060000,-5.230000,0.000000	85.500000,1.850000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.296	26.850000,-72.610000,0.000000	98.970000,-6.030000,0.000000	83.910000,2.440000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.431	21.440000,-73.270000,0.000000	94.200000,-7.470000,0.000000	80.850000,1.930000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.551	18.430000,-73.640000,0.000000	88.510000,-7.800000,0.000000	77.530000,0.470000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.701	13.030000,-73.770000,0.000000	82.520000,-9.300000,0.000000	73.730000,-1.860000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.821	6.850000,-73.820000,0.000000	76.240000,-12.160000,0.000000	68.670000,-4.330000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
14.940	-3.700000,-73.780000,0.000000	69.730000,-14.940000,0.000000	63.260000,-6.740000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.076	-12.100000,-73.240000,0.000000	63.080000,-16.660000,0.000000	58.820000,-8.450000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.210	-16.990000,-72.920000,0.000000	56.890000,-17.930000,0.000000	54.430000,-10.720000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.330	-21.390000,-72.690000,0.000000	51.590000,-19.770000,0.000000	51.330000,-12.110000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.466	-27.700000,-72.600000,0.000000	47.500000,-21.990000,0.000000	49.470000,-13.850000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.601	-30.730000,-72.550000,0.000000	44.900000,-23.220000,0.000000	48.380000,-15.310000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.721	-30.280000,-72.810000,0.000000	44.390000,-23.790000,0.000000	49.190000,-15.460000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.855	-28.730000,-73.560000,0.000000	45.770000,-25.160000,0.000000	51.150000,-13.830000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
15.991	-26.480000,-74.110000,0.000000	48.240000,-26.030000,0.000000	54.440000,-12.550000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.111	-21.170000,-74.520000,0.000000	52.240000,-25.340000,0.000000	57.080000,-11.540000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.261	-14.390000,-74.210000,0.000000	56.320000,-25.350000,0.000000	60.260000,-11.030000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.381	-7.880000,-74.120000,0.000000	60.880000,-23.870000,0.000000	63.490000,-9.470000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.501	-1.810000,-73.110000,0.000000	65.350000,-23.520000,0.000000	68.600000,-8.350000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.636	4.190000,-72.780000,0.000000	70.090000,-21.990000,0.000000	72.870000,-6.720000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.770	8.970000,-72.380000,0.000000	73.990000,-20.590000,0.000000	76.380000,-5.420000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
16.891	13.030000,-71.980000,0.000000	77.390000,-19.460000,0.000000	78.010000,-4.130000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.025	16.360000,-71.780000,0.000000	79.190000,-18.840000,0.000000	78.450000,-3.570000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.161	17.590000,-71.890000,0.000000	80.280000,-19.600000,0.000000	79.050000,-4.170000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.296	16.790000,-72.000000,0.000000	79.500000,-19.900000,0.000000	78.820000,-4.270000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.416	15.200000,-72.260000,0.000000	77.480000,-20.220000,0.000000	77.270000,-4.690000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.551	11.340000,-72.300000,0.000000	73.810000,-21.470000,0.000000	74.850000,-5.200000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.670	6.330000,-72.080000,0.000000	69.510000,-23.200000,0.000000	70.960000,-7.610000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.805	0.910000,-71.310000,0.000000	64.480000,-24.360000,0.000000	67.280000,-9.680000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
17.940	-4.360000,-70.860000,0.000000	59.340000,-25.400000,0.000000	63.410000,-11.180000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.061	-10.260000,-70.250000,0.000000	54.510000,-26.410000,0.000000	59.090000,-13.100000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.196	-16.570000,-69.490000,0.000000	49.680000,-27.830000,0.000000	55.110000,-15.610000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.346	-21.460000,-69.020000,0.000000	44.960000,-28.780000,0.000000	51.720000,-17.180000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.465	-24.850000,-68.870000,0.000000	41.760000,-29.760000,0.000000	50.910000,-17.650000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.585	-28.580000,-68.850000,0.000000	40.250000,-30.310000,0.000000	50.370000,-18.520000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.720	-29.120000,-69.070000,0.000000	39.800000,-30.560000,0.000000	51.390000,-19.380000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.840	-28.170000,-69.600000,0.000000	41.720000,-29.850000,0.000000	53.330000,-18.350000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
18.976	-25.350000,-70.320000,0.000000	44.490000,-29.510000,0.000000	55.930000,-15.670000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.110	-20.770000,-71.490000,0.000000	48.780000,-28.100000,0.000000	59.470000,-13.330000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.231	-13.840000,-71.720000,0.000000	53.660000,-26.510000,0.000000	62.290000,-11.680000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.366	-9.130000,-72.300000,0.000000	58.900000,-25.800000,0.000000	65.430000,-9.630000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.516	1.540000,-72.120000,0.000000	63.750000,-24.620000,0.000000	67.960000,-7.170000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.636	7.780000,-73.100000,0.000000	69.390000,-23.450000,0.000000	72.150000,-4.890000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.755	14.800000,-73.320000,0.000000	74.040000,-22.250000,0.000000	75.830000,-3.300000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
19.891	21.320000,-73.340000,0.000000	77.980000,-20.680000,0.000000	78.980000,-1.740000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.010	26.090000,-73.190000,0.000000	81.230000,-19.600000,0.000000	81.950000,-0.790000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.146	30.970000,-73.110000,0.000000	84.590000,-19.330000,0.000000	85.410000,-0.560000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.281	37.100000,-73.550000,0.000000	87.370000,-18.380000,0.000000	88.130000,1.000000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.400	43.850000,-71.390000,0.000000	89.340000,-16.660000,0.000000	89.190000,2.300000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.536	47.190000,-71.580000,0.000000	90.460000,-16.460000,0.000000	90.330000,2.580000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.671	44.690000,-71.780000,0.000000	91.660000,-16.630000,0.000000	91.740000,1.920000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.791	45.690000,-71.800000,0.000000	92.500000,-14.810000,0.000000	92.450000,4.210000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
20.925	45.140000,-72.390000,0.000000	92.180000,-14.130000,0.000000	96.370000,5.560000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
21.061	44.730000,-72.690000,0.000000	91.940000,-15.380000,0.000000	95.170000,4.640000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
21.181	45.110000,-72.680000,0.000000	92.160000,-15.930000,0.000000	94.050000,4.100000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
21.316	43.590000,-72.470000,0.000000	92.510000,-16.310000,0.000000	93.520000,4.200000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
21.451	43.020000,-72.260000,0.000000	92.700000,-16.060000,0.000000	93.360000,4.900000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
21.570	42.660000,-71.770000,0.000000	93.300000,-15.870000,0.000000	94.450000,6.190000,0.000000	91.820000,-8.870000,0.000000	91.720000,2.220000,0.000000
