time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
0.92803	-3.990000,-83.100000,0.000000	91.710000,6.990000,0.000000	86.650000,-1.770000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
0.96775	-4.430000,-83.080000,0.000000	91.690000,6.980000,0.000000	86.600000,-1.880000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.01753	-4.510000,-83.060000,0.000000	91.680000,6.910000,0.000000	86.560000,-1.930000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.06695	-4.140000,-83.040000,0.000000	91.640000,6.870000,0.000000	86.550000,-1.950000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.10086	-4.380000,-82.980000,0.000000	91.630000,6.850000,0.000000	86.530000,-2.070000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.15552	-4.360000,-82.910000,0.000000	91.560000,6.890000,0.000000	86.490000,-2.090000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.20175	-4.070000,-82.920000,0.000000	91.530000,6.880000,0.000000	86.520000,-2.140000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.23417	-3.800000,-82.860000,0.000000	91.570000,6.860000,0.000000	86.550000,-2.170000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.30070	-3.460000,-82.830000,0.000000	91.610000,6.810000,0.000000	86.580000,-2.280000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.36542	-3.330000,-82.810000,0.000000	91.640000,6.790000,0.000000	86.570000,-2.380000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.41853	-3.430000,-82.720000,0.000000	91.610000,6.730000,0.000000	86.620000,-2.430000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.42724	-2.810000,-82.720000,0.000000	91.590000,6.810000,0.000000	86.620000,-2.400000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.48627	-2.740000,-82.700000,0.000000	91.540000,6.820000,0.000000	86.600000,-2.420000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.53450	-2.600000,-82.640000,0.000000	91.530000,6.800000,0.000000	86.620000,-2.540000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.60525	-2.610000,-82.560000,0.000000	91.480000,6.780000,0.000000	86.610000,-2.580000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.60766	-2.770000,-82.520000,0.000000	91.500000,6.800000,0.000000	86.640000,-2.550000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.66529	-2.370000,-82.460000,0.000000	91.500000,6.790000,0.000000	86.600000,-2.530000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.71946	-2.500000,-82.410000,0.000000	91.490000,6.750000,0.000000	86.620000,-2.610000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.78418	-2.400000,-82.440000,0.000000	91.470000,6.730000,0.000000	86.660000,-2.630000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.78769	-2.180000,-82.480000,0.000000	91.440000,6.800000,0.000000	86.670000,-2.590000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.83416	-1.900000,-82.440000,0.000000	91.520000,6.730000,0.000000	86.670000,-2.590000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.90084	-1.840000,-82.270000,0.000000	91.520000,6.710000,0.000000	86.690000,-2.680000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.96680	-2.100000,-82.230000,0.000000	91.500000,6.720000,0.000000	86.670000,-2.730000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
1.96945	-2.420000,-82.160000,0.000000	91.480000,6.720000,0.000000	86.700000,-2.740000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.01668	-2.840000,-82.140000,0.000000	91.460000,6.630000,0.000000	86.640000,-2.740000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.08314	-2.740000,-82.190000,0.000000	91.510000,6.540000,0.000000	86.620000,-2.730000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.13425	-3.000000,-82.230000,0.000000	91.480000,6.400000,0.000000	86.720000,-2.870000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.14826	-2.800000,-82.170000,0.000000	91.510000,6.380000,0.000000	86.760000,-2.910000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.20044	-2.410000,-82.100000,0.000000	91.460000,6.510000,0.000000	86.820000,-2.890000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.31766	-1.980000,-81.990000,0.000000	91.370000,6.650000,0.000000	86.800000,-2.830000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.33829	-1.290000,-81.930000,0.000000	91.250000,6.710000,0.000000	86.780000,-2.900000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.34085	-1.200000,-81.840000,0.000000	91.210000,6.690000,0.000000	86.780000,-2.840000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.38352	-1.570000,-81.740000,0.000000	91.160000,6.690000,0.000000	86.630000,-2.830000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.43309	-1.540000,-81.680000,0.000000	91.070000,6.680000,0.000000	86.620000,-2.860000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.50474	-1.630000,-81.670000,0.000000	91.090000,6.590000,0.000000	86.670000,-2.940000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.50757	-1.680000,-81.600000,0.000000	91.100000,6.590000,0.000000	86.630000,-3.060000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.56452	-1.670000,-81.510000,0.000000	91.070000,6.490000,0.000000	86.650000,-3.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.61722	-1.540000,-81.390000,0.000000	91.000000,6.330000,0.000000	86.590000,-3.370000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.68358	-1.770000,-81.330000,0.000000	90.930000,6.200000,0.000000	86.590000,-3.470000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.68735	-1.260000,-81.320000,0.000000	90.900000,5.970000,0.000000	86.500000,-3.570000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.74604	-0.810000,-81.350000,0.000000	91.050000,5.550000,0.000000	86.470000,-3.750000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.80296	-1.360000,-81.210000,0.000000	91.090000,5.040000,0.000000	86.570000,-4.030000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.91976	-0.630000,-81.180000,0.000000	91.090000,4.800000,0.000000	86.210000,-3.750000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.92702	-1.340000,-81.170000,0.000000	91.160000,4.430000,0.000000	86.080000,-3.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.92904	-2.160000,-81.190000,0.000000	91.110000,4.100000,0.000000	85.930000,-2.510000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
2.98318	-3.520000,-81.200000,0.000000	90.980000,3.730000,0.000000	85.650000,-1.930000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.03359	-4.010000,-81.240000,0.000000	90.710000,3.440000,0.000000	85.160000,-1.540000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.10111	-4.180000,-81.150000,0.000000	90.380000,3.170000,0.000000	84.920000,-1.300000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.10785	-4.580000,-81.010000,0.000000	90.250000,2.910000,0.000000	84.830000,-1.160000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.16514	-5.510000,-80.820000,0.000000	90.040000,2.600000,0.000000	84.790000,-1.230000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.21641	-5.310000,-80.700000,0.000000	89.910000,2.270000,0.000000	84.550000,-1.160000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.22698	-5.810000,-80.600000,0.000000	89.750000,1.950000,0.000000	84.410000,-1.100000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.28654	-6.110000,-80.540000,0.000000	89.650000,1.750000,0.000000	84.150000,-0.520000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.33595	-6.850000,-80.500000,0.000000	89.600000,1.380000,0.000000	84.300000,-0.450000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.40178	-7.230000,-80.400000,0.000000	89.380000,1.030000,0.000000	84.350000,-0.790000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.40743	-8.030000,-80.240000,0.000000	89.290000,0.600000,0.000000	84.320000,-1.190000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.46666	-8.320000,-79.910000,0.000000	89.310000,-0.010000,0.000000	84.560000,-1.790000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.51719	-7.950000,-79.660000,0.000000	89.220000,-0.720000,0.000000	85.170000,-2.920000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.58540	-7.430000,-79.590000,0.000000	89.320000,-1.190000,0.000000	85.780000,-3.600000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.58805	-6.670000,-79.570000,0.000000	89.440000,-2.240000,0.000000	86.310000,-4.170000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.63426	-7.450000,-79.720000,0.000000	89.610000,-3.390000,0.000000	86.790000,-5.130000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.70234	-7.690000,-79.770000,0.000000	89.740000,-4.790000,0.000000	87.220000,-5.990000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.76504	-8.270000,-79.860000,0.000000	90.100000,-6.320000,0.000000	87.380000,-5.960000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.76763	-8.540000,-79.980000,0.000000	90.260000,-8.050000,0.000000	87.360000,-6.300000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.81772	-9.150000,-80.090000,0.000000	90.360000,-9.910000,0.000000	87.570000,-5.830000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.88330	-9.270000,-80.250000,0.000000	90.480000,-11.720000,0.000000	87.760000,-5.240000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.93341	-10.180000,-80.390000,0.000000	90.300000,-13.880000,0.000000	87.720000,-4.110000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
3.94687	-10.110000,-80.470000,0.000000	90.030000,-16.110000,0.000000	87.400000,-3.120000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.00270	-10.990000,-80.620000,0.000000	89.660000,-18.620000,0.000000	87.200000,-1.850000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.06694	-9.460000,-80.720000,0.000000	89.400000,-21.210000,0.000000	86.840000,-0.560000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.11879	-10.590000,-80.910000,0.000000	88.740000,-23.840000,0.000000	86.520000,0.650000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.12734	-12.780000,-81.040000,0.000000	88.110000,-26.470000,0.000000	88.010000,2.020000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.20119	-14.430000,-81.200000,0.000000	87.770000,-29.500000,0.000000	87.750000,3.570000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.24550	-17.310000,-81.310000,0.000000	86.970000,-32.230000,0.000000	87.560000,4.880000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.30308	-18.380000,-81.510000,0.000000	86.650000,-35.180000,0.000000	87.420000,5.470000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.30727	-20.330000,-81.610000,0.000000	85.640000,-37.930000,0.000000	87.260000,5.720000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.36592	-22.620000,-81.610000,0.000000	84.540000,-40.850000,0.000000	87.480000,6.570000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.42562	-23.380000,-81.650000,0.000000	83.600000,-43.530000,0.000000	87.530000,6.820000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.48601	-25.180000,-81.710000,0.000000	82.610000,-46.320000,0.000000	87.420000,7.010000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.48747	-29.100000,-81.580000,0.000000	81.640000,-49.130000,0.000000	87.680000,7.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.54349	-31.120000,-81.600000,0.000000	80.440000,-51.820000,0.000000	88.080000,7.210000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.60284	-32.410000,-81.630000,0.000000	79.230000,-54.460000,0.000000	88.410000,7.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.66512	-35.730000,-81.680000,0.000000	77.840000,-57.240000,0.000000	88.890000,7.210000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.66733	-39.540000,-81.640000,0.000000	76.470000,-59.870000,0.000000	89.350000,7.230000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.72340	-42.140000,-81.510000,0.000000	75.170000,-62.520000,0.000000	89.750000,7.330000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.78249	-44.210000,-81.470000,0.000000	73.610000,-65.080000,0.000000	89.890000,7.330000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.83235	-47.290000,-81.580000,0.000000	71.990000,-67.170000,0.000000	89.690000,6.940000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.84768	-49.700000,-81.630000,0.000000	70.040000,-69.080000,0.000000	89.660000,6.730000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.90336	-52.520000,-81.730000,0.000000	68.490000,-70.750000,0.000000	89.730000,6.310000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
4.96700	-55.060000,-81.740000,0.000000	67.220000,-72.470000,0.000000	89.820000,5.900000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.02554	-57.170000,-81.770000,0.000000	65.960000,-73.890000,0.000000	90.080000,5.690000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.02810	-59.570000,-81.670000,0.000000	64.620000,-75.240000,0.000000	90.020000,5.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.08291	-62.280000,-81.670000,0.000000	63.520000,-76.450000,0.000000	89.920000,4.690000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.13901	-64.470000,-81.710000,0.000000	62.310000,-77.590000,0.000000	90.090000,4.490000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.20541	-66.230000,-81.750000,0.000000	61.290000,-78.430000,0.000000	90.130000,4.120000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.20759	-68.410000,-81.740000,0.000000	60.190000,-79.220000,0.000000	89.950000,3.860000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.26202	-70.080000,-81.780000,0.000000	59.610000,-80.060000,0.000000	89.950000,3.620000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.35011	-71.810000,-81.810000,0.000000	59.290000,-80.720000,0.000000	90.060000,3.410000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.38220	-72.730000,-81.830000,0.000000	58.930000,-81.350000,0.000000	90.050000,3.260000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.38713	-74.000000,-81.860000,0.000000	58.740000,-81.580000,0.000000	90.040000,3.120000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.44407	-75.020000,-81.880000,0.000000	58.650000,-81.970000,0.000000	89.950000,2.950000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.50359	-76.200000,-81.920000,0.000000	58.970000,-82.090000,0.000000	89.950000,2.820000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.57185	-76.690000,-81.890000,0.000000	59.340000,-82.250000,0.000000	89.820000,2.760000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.57873	-77.020000,-81.900000,0.000000	59.710000,-82.260000,0.000000	89.890000,2.580000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.61591	-76.800000,-81.840000,0.000000	60.180000,-82.240000,0.000000	89.790000,2.220000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.68374	-76.850000,-81.840000,0.000000	60.670000,-81.980000,0.000000	89.740000,2.060000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.73359	-77.240000,-81.870000,0.000000	61.020000,-81.720000,0.000000	89.680000,1.980000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.74768	-77.990000,-81.940000,0.000000	61.820000,-81.440000,0.000000	89.490000,1.500000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.80408	-77.730000,-82.000000,0.000000	62.210000,-81.060000,0.000000	89.600000,1.370000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.86513	-78.740000,-82.160000,0.000000	63.240000,-80.450000,0.000000	89.740000,1.400000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.91651	-77.990000,-82.270000,0.000000	64.210000,-79.720000,0.000000	89.620000,0.900000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.92725	-78.530000,-82.400000,0.000000	64.850000,-79.080000,0.000000	89.650000,1.180000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
5.98302	-77.410000,-82.520000,0.000000	65.610000,-78.030000,0.000000	89.710000,1.010000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.03355	-67.310000,-82.960000,0.000000	67.450000,-77.100000,0.000000	89.550000,1.300000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.10533	-65.760000,-82.940000,0.000000	68.280000,-75.980000,0.000000	89.470000,1.180000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.10821	-66.830000,-82.970000,0.000000	69.730000,-74.620000,0.000000	89.270000,1.490000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.16631	-64.990000,-82.920000,0.000000	70.610000,-73.090000,0.000000	88.820000,1.140000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.28558	-67.170000,-83.040000,0.000000	72.830000,-71.440000,0.000000	88.670000,1.600000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.28723	-64.520000,-83.020000,0.000000	73.530000,-69.540000,0.000000	88.560000,1.520000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.28926	-65.780000,-83.150000,0.000000	75.370000,-67.730000,0.000000	88.330000,1.840000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.33382	-63.800000,-83.060000,0.000000	76.250000,-65.730000,0.000000	87.860000,1.560000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.40472	-61.300000,-83.230000,0.000000	77.520000,-63.500000,0.000000	87.810000,1.630000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.46577	-58.540000,-83.280000,0.000000	78.670000,-61.330000,0.000000	87.640000,2.300000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.46770	-58.420000,-83.440000,0.000000	79.760000,-59.040000,0.000000	87.410000,2.210000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.51737	-56.010000,-83.380000,0.000000	80.690000,-56.620000,0.000000	86.740000,2.430000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.58288	-53.820000,-83.250000,0.000000	81.770000,-54.110000,0.000000	86.790000,2.420000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.63413	-50.510000,-82.980000,0.000000	82.600000,-51.470000,0.000000	86.630000,2.590000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.64823	-48.150000,-82.810000,0.000000	83.520000,-49.010000,0.000000	86.560000,2.800000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.70227	-45.780000,-82.600000,0.000000	84.090000,-46.270000,0.000000	86.280000,2.480000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.76733	-43.040000,-82.560000,0.000000	85.250000,-43.730000,0.000000	85.840000,2.730000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.81647	-40.820000,-82.220000,0.000000	85.480000,-41.110000,0.000000	85.690000,1.800000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.82742	-37.970000,-82.010000,0.000000	85.920000,-38.830000,0.000000	85.120000,1.760000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.88567	-36.410000,-81.820000,0.000000	86.330000,-36.410000,0.000000	85.100000,1.950000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
6.94613	-33.510000,-81.720000,0.000000	86.600000,-33.890000,0.000000	84.810000,2.180000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.04825	-32.240000,-81.650000,0.000000	87.050000,-31.530000,0.000000	84.680000,2.230000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.05064	-30.030000,-81.620000,0.000000	87.480000,-29.080000,0.000000	84.470000,2.060000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.06381	-28.870000,-81.510000,0.000000	87.870000,-26.870000,0.000000	84.350000,2.210000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.11654	-27.320000,-81.410000,0.000000	88.280000,-24.680000,0.000000	84.210000,2.100000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.18546	-25.300000,-81.370000,0.000000	88.450000,-22.350000,0.000000	84.010000,1.940000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.18817	-23.150000,-81.400000,0.000000	88.590000,-20.160000,0.000000	83.820000,2.060000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.23238	-21.820000,-81.370000,0.000000	88.910000,-17.850000,0.000000	83.630000,2.070000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.30006	-20.690000,-81.160000,0.000000	88.950000,-15.690000,0.000000	83.410000,1.780000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.36615	-18.550000,-81.120000,0.000000	89.210000,-13.430000,0.000000	83.220000,1.460000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.36855	-16.860000,-80.990000,0.000000	89.300000,-11.290000,0.000000	83.130000,0.810000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
7.41723	-15.600000,-80.940000,0.000000	89.490000,-9.680000,0.000000	82.550000,-0.150000,0.000000	91.240000,7.030000,0.000000	86.140000,-1.430000,0.000000
