time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.765	-11.060000,-83.580000,0.000000	92.910000,-32.920000,0.000000	95.750000,-19.350000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
3.900	-17.850000,-83.840000,0.000000	94.290000,-39.450000,0.000000	97.860000,-24.740000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.019	-23.030000,-84.330000,0.000000	94.550000,-46.130000,0.000000	99.160000,-30.460000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.155	-37.980000,-83.980000,0.000000	92.320000,-53.020000,0.000000	101.330000,-36.170000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.289	-51.430000,-83.510000,0.000000	88.420000,-59.870000,0.000000	103.230000,-41.150000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.410	-64.810000,-83.230000,0.000000	81.940000,-65.920000,0.000000	102.950000,-47.020000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.544	-74.840000,-83.370000,0.000000	77.860000,-70.270000,0.000000	104.510000,-51.240000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.680	-82.340000,-83.250000,0.000000	73.560000,-74.920000,0.000000	106.030000,-55.640000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.800	-90.490000,-82.760000,0.000000	69.050000,-78.770000,0.000000	107.310000,-59.210000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
4.934	-99.510000,-82.860000,0.000000	67.060000,-82.010000,0.000000	108.070000,-61.990000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.070	-107.130000,-82.440000,0.000000	64.480000,-84.590000,0.000000	109.220000,-64.260000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.189	-111.900000,-82.440000,0.000000	62.950000,-86.690000,0.000000	109.950000,-66.070000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.325	-114.000000,-82.450000,0.000000	61.160000,-88.010000,0.000000	109.990000,-67.460000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.459	-116.830000,-82.160000,0.000000	59.770000,-89.050000,0.000000	110.490000,-68.180000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.580	-118.500000,-82.650000,0.000000	60.420000,-89.300000,0.000000	110.530000,-68.990000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.715	-121.650000,-82.430000,0.000000	60.410000,-89.560000,0.000000	110.530000,-69.290000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.849	-122.530000,-82.410000,0.000000	60.450000,-89.580000,0.000000	110.760000,-69.170000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
5.970	-122.920000,-82.730000,0.000000	60.690000,-89.530000,0.000000	110.340000,-69.260000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.104	-126.530000,-82.390000,0.000000	59.990000,-89.620000,0.000000	110.590000,-69.270000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.240	-127.140000,-82.580000,0.000000	58.480000,-89.540000,0.000000	111.160000,-69.450000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.359	-130.880000,-82.120000,0.000000	58.360000,-89.220000,0.000000	112.040000,-69.090000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.495	-132.630000,-82.220000,0.000000	59.810000,-89.040000,0.000000	111.950000,-68.870000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.630	-132.740000,-82.190000,0.000000	59.900000,-88.740000,0.000000	112.100000,-68.230000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.750	-131.220000,-82.550000,0.000000	60.440000,-87.730000,0.000000	111.710000,-67.720000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
6.885	-130.970000,-82.610000,0.000000	60.380000,-86.920000,0.000000	110.840000,-67.290000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.020	-130.340000,-82.600000,0.000000	60.530000,-86.110000,0.000000	110.470000,-66.750000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.140	-132.920000,-82.790000,0.000000	61.090000,-85.050000,0.000000	110.110000,-66.360000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.289	-134.480000,-82.410000,0.000000	61.350000,-84.590000,0.000000	109.550000,-65.930000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.410	-136.340000,-82.120000,0.000000	61.720000,-83.940000,0.000000	109.110000,-65.380000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.545	-136.800000,-82.370000,0.000000	61.390000,-83.340000,0.000000	108.800000,-64.590000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.665	-137.980000,-82.380000,0.000000	60.660000,-82.460000,0.000000	108.510000,-63.900000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.800	-137.740000,-82.120000,0.000000	60.360000,-81.940000,0.000000	108.310000,-63.310000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
7.919	-135.440000,-82.120000,0.000000	60.280000,-81.520000,0.000000	107.800000,-62.280000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.055	-136.790000,-82.050000,0.000000	59.540000,-81.080000,0.000000	106.760000,-60.650000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.189	-137.330000,-81.900000,0.000000	57.010000,-81.130000,0.000000	105.740000,-57.460000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.310	-137.040000,-81.910000,0.000000	53.790000,-81.200000,0.000000	104.480000,-53.840000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.445	-137.750000,-81.860000,0.000000	52.170000,-81.300000,0.000000	103.540000,-49.140000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.580	-137.800000,-82.130000,0.000000	50.460000,-81.280000,0.000000	102.230000,-44.160000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.700	-134.860000,-82.080000,0.000000	47.400000,-81.960000,0.000000	101.050000,-38.990000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.835	-134.030000,-81.950000,0.000000	42.410000,-82.430000,0.000000	99.890000,-33.280000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
8.970	-131.440000,-82.080000,0.000000	35.530000,-82.900000,0.000000	98.690000,-27.450000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.090	-129.900000,-81.830000,0.000000	30.350000,-83.210000,0.000000	97.380000,-22.090000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.225	-127.630000,-81.950000,0.000000	24.550000,-83.710000,0.000000	96.390000,-16.610000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.359	-125.560000,-82.060000,0.000000	19.750000,-83.860000,0.000000	95.430000,-11.730000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.479	-123.780000,-82.100000,0.000000	16.850000,-84.070000,0.000000	94.570000,-7.450000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.630	-123.560000,-82.040000,0.000000	12.410000,-84.250000,0.000000	93.570000,-4.130000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.750	-121.980000,-81.850000,0.000000	11.080000,-84.400000,0.000000	92.840000,-0.990000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
9.870	-120.420000,-81.890000,0.000000	12.970000,-84.370000,0.000000	92.540000,1.880000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.004	-118.340000,-82.000000,0.000000	14.060000,-84.680000,0.000000	92.280000,3.750000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.140	-116.610000,-82.290000,0.000000	16.560000,-84.610000,0.000000	92.040000,5.130000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.259	-115.370000,-82.340000,0.000000	18.520000,-84.630000,0.000000	91.830000,6.100000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.410	-114.190000,-82.510000,0.000000	21.190000,-84.600000,0.000000	91.780000,6.600000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.529	-113.580000,-82.710000,0.000000	23.460000,-84.470000,0.000000	91.330000,6.490000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.650	-113.010000,-82.840000,0.000000	25.640000,-84.440000,0.000000	91.350000,6.870000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.784	-112.540000,-83.060000,0.000000	28.800000,-84.310000,0.000000	91.230000,6.950000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
10.919	-111.350000,-82.930000,0.000000	29.260000,-84.270000,0.000000	91.350000,6.660000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.040	-111.550000,-82.620000,0.000000	28.210000,-84.470000,0.000000	91.490000,6.130000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.174	-112.230000,-82.730000,0.000000	29.150000,-84.270000,0.000000	91.630000,5.460000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.310	-112.310000,-82.890000,0.000000	31.210000,-84.200000,0.000000	91.880000,4.830000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.429	-111.460000,-82.710000,0.000000	33.350000,-84.270000,0.000000	92.020000,4.140000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.565	-111.110000,-82.820000,0.000000	35.580000,-84.340000,0.000000	92.270000,3.360000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.700	-111.810000,-82.780000,0.000000	36.710000,-84.350000,0.000000	92.570000,2.550000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.819	-112.140000,-82.620000,0.000000	36.540000,-84.320000,0.000000	92.780000,1.950000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
11.955	-113.200000,-82.630000,0.000000	38.850000,-84.400000,0.000000	92.880000,1.260000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.089	-114.620000,-82.680000,0.000000	40.240000,-84.250000,0.000000	92.970000,0.520000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.210	-114.960000,-82.780000,0.000000	41.660000,-84.180000,0.000000	93.080000,-0.170000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.374	-115.350000,-82.750000,0.000000	41.960000,-84.070000,0.000000	93.360000,-0.810000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.479	-114.170000,-82.780000,0.000000	43.100000,-84.160000,0.000000	93.590000,-1.570000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.630	-113.670000,-82.860000,0.000000	46.430000,-84.170000,0.000000	94.040000,-1.810000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.735	-113.320000,-82.960000,0.000000	46.220000,-84.170000,0.000000	94.200000,-2.080000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.870	-114.850000,-83.090000,0.000000	46.840000,-84.200000,0.000000	94.150000,-2.780000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
12.990	-114.220000,-82.920000,0.000000	47.930000,-84.290000,0.000000	94.510000,-3.300000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.125	-114.490000,-82.980000,0.000000	50.530000,-84.230000,0.000000	94.720000,-3.680000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.259	-113.090000,-82.950000,0.000000	50.560000,-84.270000,0.000000	94.640000,-4.200000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.379	-112.710000,-82.650000,0.000000	51.580000,-84.690000,0.000000	94.600000,-4.990000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.515	-111.970000,-82.650000,0.000000	50.040000,-84.600000,0.000000	94.500000,-5.150000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.650	-111.750000,-82.610000,0.000000	49.220000,-84.700000,0.000000	94.440000,-5.380000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.770	-112.430000,-82.680000,0.000000	46.510000,-84.650000,0.000000	94.580000,-5.270000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
13.905	-110.910000,-82.580000,0.000000	43.090000,-84.860000,0.000000	94.390000,-5.250000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.040	-111.050000,-82.690000,0.000000	45.740000,-84.460000,0.000000	94.360000,-4.870000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.159	-110.450000,-82.610000,0.000000	49.020000,-84.220000,0.000000	94.290000,-4.550000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.295	-109.380000,-82.810000,0.000000	53.970000,-83.320000,0.000000	94.170000,-3.940000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.430	-109.060000,-83.130000,0.000000	60.680000,-81.400000,0.000000	94.070000,-2.490000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.549	-104.690000,-83.420000,0.000000	66.680000,-78.280000,0.000000	93.950000,-1.440000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.685	-93.460000,-83.510000,0.000000	72.290000,-74.660000,0.000000	93.530000,-0.490000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.820	-82.340000,-83.730000,0.000000	77.020000,-70.280000,0.000000	92.620000,1.640000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
14.940	-74.960000,-83.890000,0.000000	80.620000,-65.140000,0.000000	91.750000,3.450000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.074	-64.560000,-83.480000,0.000000	84.450000,-59.290000,0.000000	91.150000,3.200000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.209	-52.470000,-83.130000,0.000000	87.290000,-52.650000,0.000000	90.460000,3.640000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.330	-42.410000,-82.590000,0.000000	89.880000,-46.110000,0.000000	90.290000,3.430000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.465	-33.540000,-82.210000,0.000000	92.600000,-40.110000,0.000000	90.570000,3.280000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.600	-22.250000,-82.150000,0.000000	94.330000,-33.920000,0.000000	90.550000,2.730000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.734	-16.300000,-82.290000,0.000000	96.040000,-28.560000,0.000000	90.470000,2.710000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.855	-10.360000,-82.420000,0.000000	97.390000,-24.100000,0.000000	90.470000,2.090000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
15.990	-2.370000,-82.540000,0.000000	98.300000,-19.840000,0.000000	90.480000,1.960000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.110	4.750000,-82.700000,0.000000	99.120000,-16.410000,0.000000	90.320000,1.810000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.245	8.880000,-82.890000,0.000000	99.550000,-13.640000,0.000000	90.360000,1.560000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.380	12.310000,-83.120000,0.000000	99.810000,-11.360000,0.000000	90.340000,1.300000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.500	14.410000,-83.550000,0.000000	99.710000,-9.430000,0.000000	90.340000,1.090000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.635	16.760000,-83.790000,0.000000	99.820000,-8.060000,0.000000	90.340000,0.870000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.770	18.770000,-84.120000,0.000000	99.780000,-7.210000,0.000000	90.430000,0.740000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
16.889	21.420000,-84.340000,0.000000	99.520000,-6.170000,0.000000	90.400000,0.600000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.025	23.180000,-84.560000,0.000000	99.270000,-5.470000,0.000000	90.310000,0.440000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.160	25.050000,-84.750000,0.000000	98.760000,-4.740000,0.000000	90.290000,0.590000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.280	20.130000,-84.860000,0.000000	98.230000,-5.130000,0.000000	90.190000,0.150000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.415	18.410000,-85.160000,0.000000	97.890000,-5.640000,0.000000	90.290000,-0.350000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.549	18.250000,-85.380000,0.000000	97.250000,-5.850000,0.000000	90.090000,-0.290000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.670	21.190000,-85.410000,0.000000	96.720000,-5.940000,0.000000	89.950000,-0.160000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.805	21.770000,-85.470000,0.000000	96.420000,-6.340000,0.000000	89.890000,-0.130000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
17.940	21.060000,-85.490000,0.000000	96.020000,-6.870000,0.000000	89.880000,-0.210000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.060	22.050000,-85.350000,0.000000	95.640000,-7.350000,0.000000	90.010000,-0.320000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.195	21.720000,-85.250000,0.000000	95.270000,-8.030000,0.000000	90.210000,-0.610000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.330	19.880000,-84.650000,0.000000	94.700000,-9.320000,0.000000	90.260000,-1.050000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.450	16.460000,-84.110000,0.000000	94.490000,-10.670000,0.000000	90.930000,-1.310000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.585	13.150000,-83.710000,0.000000	94.250000,-12.270000,0.000000	91.260000,-3.030000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.720	9.370000,-83.340000,0.000000	94.040000,-15.010000,0.000000	91.880000,-5.260000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.840	8.240000,-83.020000,0.000000	93.890000,-18.080000,0.000000	92.590000,-7.760000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
18.975	2.350000,-83.040000,0.000000	94.460000,-22.170000,0.000000	93.720000,-10.200000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.110	-1.760000,-83.330000,0.000000	94.520000,-26.920000,0.000000	95.110000,-13.090000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.230	-7.320000,-83.720000,0.000000	94.460000,-33.040000,0.000000	96.530000,-16.930000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.365	-15.830000,-84.390000,0.000000	93.840000,-39.650000,0.000000	98.250000,-21.710000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.500	-33.480000,-83.870000,0.000000	90.850000,-47.550000,0.000000	100.090000,-27.850000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.619	-52.280000,-83.860000,0.000000	83.390000,-54.900000,0.000000	101.910000,-33.410000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.755	-68.210000,-83.580000,0.000000	71.070000,-61.660000,0.000000	104.030000,-38.630000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
19.890	-84.210000,-83.010000,0.000000	57.150000,-67.460000,0.000000	106.210000,-43.900000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.010	-98.730000,-82.520000,0.000000	45.270000,-72.400000,0.000000	107.920000,-48.660000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.145	-110.240000,-81.860000,0.000000	33.660000,-76.660000,0.000000	109.690000,-52.530000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.280	-120.570000,-81.900000,0.000000	29.680000,-79.930000,0.000000	110.480000,-55.160000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.400	-129.130000,-82.040000,0.000000	31.600000,-82.820000,0.000000	110.280000,-57.370000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.535	-136.490000,-81.990000,0.000000	36.750000,-84.890000,0.000000	109.160000,-58.350000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.670	-137.780000,-82.350000,0.000000	41.440000,-85.930000,0.000000	107.230000,-57.020000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.790	-143.280000,-82.430000,0.000000	46.460000,-84.800000,0.000000	105.640000,-53.710000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
20.925	-134.980000,-83.210000,0.000000	51.300000,-82.780000,0.000000	103.410000,-49.460000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
21.060	-128.820000,-83.440000,0.000000	56.560000,-79.320000,0.000000	102.350000,-44.250000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
21.180	-112.600000,-83.130000,0.000000	61.240000,-74.490000,0.000000	100.330000,-38.630000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
21.315	-101.600000,-82.960000,0.000000	65.550000,-69.180000,0.000000	98.300000,-30.240000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
21.450	-91.750000,-81.990000,0.000000	69.890000,-61.910000,0.000000	97.260000,-23.810000,0.000000	88.100000,-13.700000,0.000000	88.800000,0.320000,0.000000
