time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.510	5.990000,-69.120000,0.000000	92.100000,-11.860000,0.000000	91.100000,3.800000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
3.645	5.940000,-68.920000,0.000000	92.010000,-11.740000,0.000000	91.160000,3.820000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
3.795	5.640000,-68.860000,0.000000	91.920000,-11.740000,0.000000	91.060000,3.860000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
3.900	5.690000,-68.800000,0.000000	92.090000,-11.820000,0.000000	91.070000,3.850000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.035	6.110000,-68.790000,0.000000	92.080000,-11.710000,0.000000	90.940000,4.000000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.185	6.190000,-68.720000,0.000000	91.970000,-11.650000,0.000000	90.820000,3.990000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.290	6.110000,-68.680000,0.000000	91.910000,-11.620000,0.000000	90.740000,4.030000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.425	6.080000,-68.590000,0.000000	91.980000,-11.690000,0.000000	90.760000,3.910000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.560	6.050000,-68.440000,0.000000	91.850000,-11.530000,0.000000	90.750000,3.850000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.679	6.220000,-68.300000,0.000000	91.650000,-11.440000,0.000000	90.740000,3.590000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.815	6.460000,-68.090000,0.000000	91.800000,-11.430000,0.000000	90.640000,3.380000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
4.950	5.690000,-67.870000,0.000000	91.720000,-11.670000,0.000000	90.500000,3.010000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.070	4.400000,-67.750000,0.000000	91.590000,-12.400000,0.000000	90.700000,2.350000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.205	3.610000,-67.510000,0.000000	91.490000,-14.140000,0.000000	91.220000,0.110000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.340	3.570000,-67.670000,0.000000	90.950000,-16.760000,0.000000	91.530000,-2.360000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.460	2.100000,-68.290000,0.000000	91.280000,-20.150000,0.000000	91.920000,-4.200000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.595	0.690000,-68.990000,0.000000	90.840000,-24.570000,0.000000	92.570000,-6.460000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.730	-1.840000,-70.070000,0.000000	90.870000,-30.540000,0.000000	93.370000,-9.290000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.850	-2.520000,-71.270000,0.000000	89.490000,-37.020000,0.000000	94.040000,-13.710000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
5.985	-5.720000,-72.880000,0.000000	86.470000,-43.920000,0.000000	95.610000,-18.350000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.120	-11.310000,-74.180000,0.000000	80.330000,-51.030000,0.000000	97.130000,-24.060000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.240	-15.810000,-76.050000,0.000000	73.240000,-57.720000,0.000000	98.050000,-29.340000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.375	-24.090000,-77.940000,0.000000	62.480000,-63.470000,0.000000	97.880000,-35.150000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.510	-36.510000,-78.950000,0.000000	51.960000,-68.520000,0.000000	98.070000,-40.900000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.630	-44.900000,-80.800000,0.000000	44.880000,-72.820000,0.000000	98.270000,-45.440000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.765	-54.900000,-81.940000,0.000000	37.960000,-76.870000,0.000000	97.300000,-49.660000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
6.900	-65.090000,-82.770000,0.000000	32.730000,-80.200000,0.000000	97.290000,-52.730000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.020	-71.850000,-83.700000,0.000000	29.090000,-83.200000,0.000000	97.680000,-55.490000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.155	-75.940000,-84.400000,0.000000	25.520000,-85.510000,0.000000	97.580000,-57.400000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.290	-75.680000,-85.290000,0.000000	24.730000,-87.170000,0.000000	97.970000,-58.700000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.410	-77.780000,-85.670000,0.000000	26.050000,-88.540000,0.000000	97.980000,-59.660000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.545	-78.240000,-86.160000,0.000000	27.350000,-89.400000,0.000000	97.740000,-60.170000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.681	-76.440000,-86.450000,0.000000	27.990000,-89.750000,0.000000	97.370000,-60.820000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.800	-75.940000,-86.700000,0.000000	29.780000,-89.730000,0.000000	96.990000,-61.160000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
7.950	-75.040000,-86.810000,0.000000	32.310000,-89.650000,0.000000	96.610000,-61.310000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.069	-76.660000,-86.710000,0.000000	33.920000,-89.860000,0.000000	96.580000,-61.270000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.190	-73.950000,-86.850000,0.000000	36.650000,-89.520000,0.000000	96.520000,-61.180000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.325	-73.290000,-86.870000,0.000000	38.640000,-88.940000,0.000000	96.710000,-60.840000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.460	-72.220000,-87.050000,0.000000	40.840000,-88.380000,0.000000	96.960000,-60.600000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.595	-72.800000,-87.030000,0.000000	43.190000,-88.210000,0.000000	97.050000,-60.390000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.715	-72.250000,-86.850000,0.000000	44.600000,-87.630000,0.000000	97.240000,-60.150000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.850	-68.790000,-86.820000,0.000000	46.300000,-86.540000,0.000000	97.940000,-59.640000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
8.970	-69.050000,-86.860000,0.000000	48.760000,-85.940000,0.000000	98.420000,-58.870000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.105	-66.500000,-86.820000,0.000000	49.540000,-85.090000,0.000000	99.230000,-58.390000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.240	-66.410000,-86.800000,0.000000	50.140000,-84.720000,0.000000	99.260000,-58.070000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.360	-67.720000,-86.720000,0.000000	52.460000,-84.430000,0.000000	99.500000,-57.620000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.495	-65.690000,-86.770000,0.000000	53.880000,-83.580000,0.000000	99.820000,-57.280000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.629	-63.520000,-86.810000,0.000000	54.870000,-83.050000,0.000000	100.180000,-57.080000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.750	-60.640000,-86.820000,0.000000	55.530000,-82.440000,0.000000	99.970000,-56.980000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
9.885	-61.700000,-86.380000,0.000000	58.130000,-81.710000,0.000000	99.700000,-56.690000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.020	-63.850000,-86.160000,0.000000	60.370000,-81.460000,0.000000	99.960000,-56.270000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.140	-66.220000,-86.160000,0.000000	62.600000,-80.870000,0.000000	100.240000,-55.480000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.276	-66.950000,-86.000000,0.000000	64.350000,-80.600000,0.000000	100.200000,-55.360000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.409	-67.930000,-86.040000,0.000000	65.580000,-80.380000,0.000000	100.140000,-54.970000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.530	-68.940000,-85.960000,0.000000	65.530000,-79.940000,0.000000	100.210000,-54.510000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.665	-68.710000,-85.770000,0.000000	65.870000,-79.710000,0.000000	99.920000,-54.280000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.801	-70.000000,-85.770000,0.000000	66.970000,-79.230000,0.000000	99.640000,-53.820000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
10.921	-69.330000,-85.570000,0.000000	67.260000,-78.610000,0.000000	99.360000,-53.620000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.056	-70.520000,-85.490000,0.000000	66.680000,-78.120000,0.000000	99.110000,-53.030000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.190	-69.450000,-85.410000,0.000000	66.600000,-77.780000,0.000000	98.870000,-52.560000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.310	-71.090000,-85.270000,0.000000	66.350000,-77.460000,0.000000	98.770000,-52.520000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.445	-70.140000,-85.150000,0.000000	65.430000,-77.120000,0.000000	99.130000,-51.890000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.580	-71.590000,-85.170000,0.000000	65.220000,-76.810000,0.000000	99.460000,-51.170000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.701	-71.580000,-85.200000,0.000000	65.550000,-76.740000,0.000000	98.900000,-51.000000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.836	-71.630000,-85.090000,0.000000	65.690000,-76.650000,0.000000	98.360000,-50.760000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
11.971	-74.490000,-85.000000,0.000000	65.940000,-76.470000,0.000000	98.050000,-50.510000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.090	-73.800000,-85.100000,0.000000	66.560000,-76.020000,0.000000	97.740000,-50.550000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.226	-73.350000,-84.970000,0.000000	65.840000,-75.840000,0.000000	97.720000,-50.490000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.360	-76.160000,-85.110000,0.000000	66.110000,-75.500000,0.000000	97.920000,-50.120000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.481	-74.300000,-85.160000,0.000000	65.540000,-75.360000,0.000000	98.230000,-49.380000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.615	-72.710000,-85.270000,0.000000	65.560000,-74.910000,0.000000	98.580000,-49.430000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.751	-72.610000,-85.320000,0.000000	64.940000,-74.940000,0.000000	98.310000,-49.000000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
12.871	-72.800000,-85.380000,0.000000	63.830000,-75.090000,0.000000	97.690000,-49.100000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.006	-74.190000,-85.300000,0.000000	63.730000,-75.430000,0.000000	97.540000,-48.840000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.141	-77.720000,-85.130000,0.000000	63.140000,-75.530000,0.000000	97.940000,-48.380000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.260	-79.350000,-85.140000,0.000000	63.550000,-75.780000,0.000000	97.710000,-48.540000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.396	-81.790000,-85.110000,0.000000	62.760000,-75.940000,0.000000	97.880000,-48.290000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.530	-83.310000,-85.310000,0.000000	61.840000,-76.080000,0.000000	97.870000,-48.150000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.650	-83.610000,-85.380000,0.000000	61.400000,-76.380000,0.000000	97.810000,-48.260000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.785	-84.810000,-85.330000,0.000000	59.940000,-76.580000,0.000000	97.510000,-48.220000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
13.921	-88.690000,-85.370000,0.000000	60.770000,-76.700000,0.000000	97.000000,-48.320000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.041	-91.730000,-85.030000,0.000000	60.180000,-76.850000,0.000000	97.230000,-47.960000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.175	-93.370000,-85.000000,0.000000	59.620000,-76.810000,0.000000	97.140000,-47.960000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.310	-95.890000,-84.870000,0.000000	58.640000,-76.810000,0.000000	97.210000,-47.820000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.430	-96.670000,-84.840000,0.000000	58.390000,-76.770000,0.000000	96.950000,-47.550000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.566	-99.960000,-84.840000,0.000000	57.870000,-76.490000,0.000000	98.000000,-47.330000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.700	-100.720000,-85.030000,0.000000	57.400000,-76.440000,0.000000	97.810000,-47.670000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.820	-99.750000,-84.950000,0.000000	56.800000,-76.710000,0.000000	98.500000,-47.610000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
14.955	-101.040000,-85.010000,0.000000	56.830000,-76.710000,0.000000	98.940000,-46.930000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.090	-99.680000,-85.080000,0.000000	56.040000,-76.950000,0.000000	99.060000,-46.250000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.211	-98.850000,-85.050000,0.000000	55.150000,-76.860000,0.000000	98.870000,-44.580000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.345	-97.040000,-84.950000,0.000000	53.700000,-77.070000,0.000000	98.420000,-41.850000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.481	-97.660000,-85.030000,0.000000	51.520000,-77.600000,0.000000	98.510000,-37.760000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.601	-94.920000,-84.920000,0.000000	49.400000,-78.270000,0.000000	97.710000,-33.310000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.735	-94.050000,-84.890000,0.000000	47.750000,-78.810000,0.000000	97.640000,-27.750000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.870	-92.560000,-84.840000,0.000000	46.110000,-79.680000,0.000000	96.990000,-22.400000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
15.990	-92.620000,-84.720000,0.000000	46.670000,-80.360000,0.000000	96.270000,-16.990000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.126	-89.220000,-84.650000,0.000000	43.760000,-81.010000,0.000000	95.190000,-11.770000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.260	-89.610000,-84.580000,0.000000	40.030000,-81.710000,0.000000	94.340000,-6.850000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.380	-88.200000,-84.550000,0.000000	38.770000,-82.150000,0.000000	93.740000,-1.260000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.515	-87.110000,-84.250000,0.000000	35.190000,-82.730000,0.000000	93.160000,3.100000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.651	-85.470000,-84.320000,0.000000	34.660000,-83.170000,0.000000	92.400000,7.210000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.770	-85.540000,-84.010000,0.000000	33.990000,-83.870000,0.000000	91.650000,10.760000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
16.906	-84.550000,-83.980000,0.000000	34.250000,-84.110000,0.000000	91.260000,13.520000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.041	-81.500000,-83.790000,0.000000	34.570000,-84.550000,0.000000	90.740000,15.380000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.160	-81.490000,-83.610000,0.000000	33.900000,-84.790000,0.000000	90.500000,16.920000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.296	-81.800000,-83.710000,0.000000	35.260000,-85.000000,0.000000	90.600000,17.910000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.430	-80.560000,-83.940000,0.000000	35.600000,-85.330000,0.000000	90.540000,18.710000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.551	-78.480000,-83.850000,0.000000	38.200000,-85.260000,0.000000	90.660000,18.960000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.685	-77.150000,-84.040000,0.000000	41.340000,-85.370000,0.000000	90.750000,19.360000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.821	-76.110000,-84.150000,0.000000	42.120000,-85.400000,0.000000	90.900000,19.310000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
17.940	-74.330000,-84.340000,0.000000	43.620000,-85.280000,0.000000	90.930000,19.040000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.075	-73.530000,-84.270000,0.000000	45.600000,-85.440000,0.000000	91.110000,18.710000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.211	-73.200000,-84.260000,0.000000	46.290000,-85.590000,0.000000	91.090000,18.110000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.330	-72.370000,-84.440000,0.000000	47.400000,-85.300000,0.000000	91.110000,17.450000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.465	-71.020000,-84.510000,0.000000	48.610000,-85.200000,0.000000	91.130000,16.720000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.601	-70.910000,-84.490000,0.000000	49.660000,-85.200000,0.000000	91.390000,16.100000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.721	-70.570000,-84.570000,0.000000	51.640000,-85.090000,0.000000	91.510000,15.640000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.856	-69.710000,-84.690000,0.000000	53.810000,-84.960000,0.000000	91.700000,14.960000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
18.990	-70.290000,-84.930000,0.000000	56.070000,-84.650000,0.000000	91.750000,14.220000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.111	-68.280000,-84.990000,0.000000	58.900000,-84.370000,0.000000	91.710000,13.430000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.245	-68.980000,-84.920000,0.000000	60.940000,-84.340000,0.000000	91.730000,12.800000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.381	-69.620000,-84.880000,0.000000	61.830000,-84.250000,0.000000	91.910000,12.040000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.501	-67.810000,-85.070000,0.000000	62.940000,-83.990000,0.000000	92.060000,11.480000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.635	-66.210000,-85.010000,0.000000	65.250000,-83.770000,0.000000	92.100000,11.080000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.771	-67.060000,-85.150000,0.000000	65.920000,-83.650000,0.000000	92.360000,10.210000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
19.890	-70.010000,-85.140000,0.000000	66.330000,-83.330000,0.000000	92.230000,9.610000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.026	-68.930000,-85.080000,0.000000	68.930000,-83.250000,0.000000	92.080000,8.900000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.160	-68.170000,-85.190000,0.000000	68.920000,-83.110000,0.000000	92.040000,8.300000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.281	-68.480000,-85.160000,0.000000	69.050000,-82.940000,0.000000	92.030000,7.840000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.415	-70.370000,-85.320000,0.000000	68.750000,-82.870000,0.000000	92.120000,7.460000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.551	-70.030000,-85.360000,0.000000	68.860000,-82.880000,0.000000	92.200000,6.940000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.671	-69.960000,-85.370000,0.000000	69.480000,-82.810000,0.000000	92.210000,6.540000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.805	-71.080000,-85.370000,0.000000	69.290000,-82.820000,0.000000	92.340000,6.030000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
20.940	-73.420000,-85.550000,0.000000	69.640000,-82.770000,0.000000	92.490000,5.450000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
21.060	-74.320000,-85.470000,0.000000	69.690000,-82.690000,0.000000	92.660000,5.090000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
21.196	-74.810000,-85.420000,0.000000	69.450000,-82.500000,0.000000	92.640000,4.830000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
21.330	-73.000000,-85.610000,0.000000	70.690000,-82.220000,0.000000	92.620000,4.610000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
21.450	-72.100000,-85.590000,0.000000	70.960000,-82.110000,0.000000	92.640000,4.350000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
21.586	-71.990000,-85.530000,0.000000	71.600000,-81.870000,0.000000	92.680000,4.150000,0.000000	92.360000,-12.070000,0.000000	91.220000,2.900000,0.000000
