time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.300	-35.770000,-74.890000,159.000000	80.070000,28.110000,243.000000	146.440000,-63.120000,142.000000	100.970000,83.760000,263.000000	-159.700000,-82.840000,256.000000
3.450	-30.330000,-73.320000,169.000000	80.760000,30.740000,236.000000	123.350000,-65.030000,89.000000	96.910000,84.640000,236.000000	143.810000,-83.600000,237.000000
3.615	-33.190000,-73.010000,135.000000	80.280000,30.420000,244.000000	132.080000,-64.320000,206.000000	-109.520000,83.060000,126.000000	126.760000,-82.710000,180.000000
3.765	-31.390000,-75.270000,142.000000	80.960000,29.200000,236.000000	-176.830000,-62.920000,213.000000	-111.640000,82.550000,121.000000	125.460000,-82.260000,208.000000
3.930	-11.600000,-77.910000,282.000000	80.180000,26.030000,239.000000	-174.460000,-59.500000,206.000000	-111.350000,80.730000,96.000000	-147.920000,-81.020000,224.000000
4.080	-25.150000,-79.230000,70.000000	79.920000,21.710000,242.000000	-174.990000,-58.190000,207.000000	-116.010000,80.490000,145.000000	-107.200000,-80.460000,190.000000
4.245	-32.270000,-81.200000,99.000000	79.040000,19.390000,237.000000	173.640000,-56.030000,201.000000	-116.740000,79.970000,111.000000	129.250000,-79.880000,205.000000
4.395	-39.950000,-82.780000,86.000000	79.500000,18.130000,235.000000	174.250000,-55.370000,206.000000	-119.130000,79.670000,135.000000	128.710000,-79.110000,195.000000
4.560	-40.670000,-83.030000,125.000000	79.760000,18.410000,234.000000	173.540000,-56.140000,206.000000	-122.950000,80.240000,147.000000	122.680000,-79.420000,188.000000
4.740	-39.090000,-82.310000,145.000000	80.530000,18.620000,240.000000	174.040000,-57.500000,214.000000	-123.430000,81.360000,145.000000	122.400000,-80.370000,219.000000
4.890	-36.520000,-81.240000,152.000000	80.650000,20.700000,243.000000	174.440000,-59.380000,214.000000	-122.740000,81.640000,133.000000	119.830000,-80.650000,195.000000
5.040	-31.300000,-79.290000,164.000000	79.990000,24.680000,239.000000	159.040000,-63.880000,160.000000	-128.080000,82.230000,164.000000	118.890000,-81.300000,212.000000
5.175	-29.190000,-77.050000,157.000000	79.630000,27.590000,243.000000	144.470000,-67.850000,160.000000	156.900000,83.330000,209.000000	115.320000,-82.530000,229.000000
5.340	-23.780000,-75.240000,167.000000	79.090000,31.230000,242.000000	145.100000,-70.080000,200.000000	122.100000,84.500000,136.000000	116.190000,-83.770000,219.000000
5.489	-20.010000,-73.290000,166.000000	79.260000,33.380000,243.000000	124.110000,-73.210000,123.000000	121.640000,85.390000,233.000000	111.140000,-84.090000,196.000000
5.655	-19.230000,-73.300000,155.000000	79.720000,33.880000,241.000000	-175.710000,-72.280000,214.000000	-121.740000,84.710000,141.000000	99.790000,-84.180000,176.000000
5.804	-15.680000,-75.190000,177.000000	79.970000,32.550000,238.000000	171.620000,-69.580000,202.000000	-123.090000,83.930000,125.000000	99.840000,-84.500000,207.000000
5.970	-20.550000,-77.480000,134.000000	79.800000,29.900000,235.000000	-173.990000,-67.580000,207.000000	-122.850000,83.720000,123.000000	99.540000,-85.020000,207.000000
6.120	-37.660000,-78.560000,53.000000	79.450000,25.160000,240.000000	174.230000,-64.620000,202.000000	-122.910000,83.060000,124.000000	104.290000,-84.100000,204.000000
6.285	-54.930000,-80.410000,6.000000	78.710000,21.120000,241.000000	-174.310000,-62.740000,210.000000	-119.880000,82.430000,109.000000	116.500000,-84.380000,246.000000
6.435	-58.340000,-81.540000,83.000000	78.000000,19.350000,235.000000	-177.430000,-61.230000,211.000000	-117.640000,81.920000,116.000000	114.550000,-83.790000,199.000000
6.599	-61.920000,-82.070000,100.000000	78.480000,18.460000,234.000000	-180.330000,-61.400000,214.000000	-118.290000,82.310000,123.000000	119.330000,-83.880000,212.000000
6.750	-58.250000,-82.580000,144.000000	79.800000,18.980000,233.000000	-182.830000,-62.370000,215.000000	-118.410000,82.170000,126.000000	113.570000,-82.540000,185.000000
6.915	-52.290000,-82.340000,156.000000	80.640000,19.850000,238.000000	175.180000,-64.950000,211.000000	-117.600000,82.660000,124.000000	121.400000,-82.440000,211.000000
7.064	-47.200000,-80.990000,153.000000	81.230000,21.620000,240.000000	170.110000,-67.860000,211.000000	-116.720000,83.100000,131.000000	104.940000,-82.950000,164.000000
7.229	-41.970000,-79.350000,154.000000	81.420000,23.760000,243.000000	165.720000,-70.090000,208.000000	-124.250000,84.150000,171.000000	108.650000,-83.260000,211.000000
7.380	-36.390000,-77.570000,159.000000	81.680000,26.590000,238.000000	161.080000,-72.320000,196.000000	-123.970000,84.650000,136.000000	100.420000,-83.880000,185.000000
7.529	-30.540000,-75.670000,165.000000	81.040000,29.830000,240.000000	150.370000,-74.670000,177.000000	-125.770000,85.370000,184.000000	95.220000,-84.080000,190.000000
7.695	-25.420000,-73.730000,165.000000	80.560000,32.890000,241.000000	139.890000,-77.200000,175.000000	139.400000,86.270000,200.000000	98.400000,-84.590000,217.000000
7.844	-19.870000,-71.810000,168.000000	80.740000,35.710000,240.000000	142.890000,-79.080000,220.000000	94.930000,86.950000,121.000000	90.050000,-85.130000,195.000000
8.010	-14.440000,-69.570000,171.000000	81.100000,37.540000,241.000000	120.430000,-79.680000,116.000000	93.080000,87.090000,261.000000	87.910000,-85.730000,232.000000
8.159	-13.990000,-70.430000,154.000000	81.920000,37.280000,238.000000	-168.810000,-78.080000,217.000000	-126.910000,86.420000,152.000000	80.260000,-85.060000,176.000000
8.325	-11.770000,-72.350000,164.000000	82.730000,35.300000,233.000000	178.870000,-74.820000,208.000000	-128.360000,85.450000,124.000000	74.920000,-84.100000,179.000000
8.474	-16.080000,-74.960000,68.000000	82.990000,31.820000,237.000000	-167.610000,-71.740000,210.000000	-126.460000,83.650000,110.000000	83.310000,-83.680000,210.000000
8.639	-36.800000,-76.760000,25.000000	82.760000,27.630000,235.000000	175.800000,-68.700000,204.000000	-126.090000,82.740000,125.000000	81.180000,-83.220000,188.000000
8.790	-60.110000,-78.070000,15.000000	82.590000,24.070000,230.000000	170.260000,-66.850000,207.000000	-123.110000,82.110000,120.000000	89.490000,-82.510000,211.000000
8.955	-69.050000,-79.670000,49.000000	82.320000,20.730000,236.000000	-173.860000,-63.310000,205.000000	-120.820000,81.120000,115.000000	82.480000,-82.820000,189.000000
9.104	-68.060000,-80.440000,107.000000	82.990000,20.070000,233.000000	-179.640000,-62.250000,214.000000	-123.460000,81.130000,146.000000	85.120000,-82.250000,190.000000
9.270	-62.380000,-79.780000,143.000000	83.640000,21.100000,233.000000	177.010000,-64.170000,216.000000	-122.670000,81.040000,138.000000	86.030000,-82.440000,193.000000
9.419	-56.870000,-78.370000,153.000000	84.380000,22.710000,239.000000	-179.100000,-66.310000,225.000000	-119.640000,82.000000,136.000000	78.320000,-82.760000,179.000000
9.585	-50.630000,-76.710000,156.000000	82.880000,25.990000,245.000000	-142.940000,-68.660000,99.000000	-125.350000,82.810000,186.000000	84.550000,-82.970000,207.000000
9.735	-45.530000,-74.460000,154.000000	81.340000,28.410000,249.000000	-110.750000,-71.210000,96.000000	111.540000,83.510000,250.000000	95.120000,-82.980000,219.000000
9.900	-37.240000,-72.860000,171.000000	80.940000,31.790000,240.000000	158.350000,-73.490000,200.000000	-91.930000,83.990000,126.000000	91.840000,-83.440000,186.000000
