time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.900	4.690000,-68.110000,0.000000	89.740000,-9.450000,0.000000	90.300000,2.350000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.035	4.930000,-68.170000,0.000000	89.890000,-9.290000,0.000000	90.360000,2.390000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.155	4.850000,-68.240000,0.000000	90.030000,-9.360000,0.000000	90.420000,2.320000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.290	4.760000,-68.300000,0.000000	89.960000,-9.380000,0.000000	90.440000,2.310000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.425	4.840000,-68.320000,0.000000	90.040000,-9.390000,0.000000	90.320000,2.410000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.545	5.060000,-68.330000,0.000000	90.000000,-9.310000,0.000000	90.280000,2.580000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.680	5.050000,-68.320000,0.000000	89.970000,-9.420000,0.000000	90.390000,2.480000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.815	4.820000,-68.440000,0.000000	89.970000,-9.670000,0.000000	90.260000,2.280000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
4.935	4.610000,-68.410000,0.000000	89.900000,-9.750000,0.000000	90.220000,2.250000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.070	4.710000,-68.500000,0.000000	89.980000,-9.820000,0.000000	90.160000,2.260000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.205	4.850000,-68.460000,0.000000	89.910000,-9.690000,0.000000	90.230000,2.300000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.325	5.340000,-68.620000,0.000000	89.970000,-9.710000,0.000000	90.290000,2.320000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.460	5.520000,-68.780000,0.000000	90.110000,-9.820000,0.000000	90.300000,2.230000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.595	4.820000,-68.720000,0.000000	89.820000,-10.040000,0.000000	90.210000,1.870000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.715	4.090000,-68.830000,0.000000	89.630000,-10.150000,0.000000	90.110000,1.670000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.850	4.290000,-68.890000,0.000000	89.620000,-10.150000,0.000000	90.010000,1.690000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
5.985	4.530000,-68.760000,0.000000	89.460000,-9.990000,0.000000	89.920000,1.830000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.105	5.100000,-68.630000,0.000000	89.300000,-10.040000,0.000000	89.970000,1.720000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.240	5.780000,-68.450000,0.000000	89.390000,-10.240000,0.000000	90.320000,0.950000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.375	4.980000,-68.050000,0.000000	89.000000,-10.050000,0.000000	90.000000,1.280000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.495	4.160000,-68.070000,0.000000	89.580000,-10.870000,0.000000	90.310000,-1.400000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.630	2.690000,-67.950000,0.000000	89.670000,-12.420000,0.000000	90.730000,-3.090000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.765	1.290000,-68.120000,0.000000	89.690000,-14.780000,0.000000	91.190000,-5.520000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
6.885	-0.420000,-68.310000,0.000000	90.020000,-18.310000,0.000000	91.760000,-7.920000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.020	-2.580000,-68.500000,0.000000	90.600000,-22.950000,0.000000	92.330000,-11.060000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.155	-4.730000,-68.860000,0.000000	91.010000,-27.840000,0.000000	93.470000,-14.260000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.275	-5.410000,-69.410000,0.000000	90.580000,-33.890000,0.000000	94.870000,-18.960000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.410	-6.740000,-70.560000,0.000000	89.640000,-40.010000,0.000000	96.540000,-24.030000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.545	-10.290000,-72.170000,0.000000	88.860000,-46.700000,0.000000	97.950000,-28.970000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.665	-14.490000,-73.680000,0.000000	84.250000,-53.460000,0.000000	99.520000,-33.740000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.800	-22.500000,-75.480000,0.000000	77.670000,-59.420000,0.000000	100.220000,-38.160000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
7.935	-26.290000,-77.200000,0.000000	72.620000,-64.690000,0.000000	101.220000,-42.510000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.055	-30.250000,-78.410000,0.000000	68.460000,-69.200000,0.000000	101.330000,-46.300000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.190	-32.910000,-79.250000,0.000000	65.910000,-72.870000,0.000000	101.530000,-49.900000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.325	-35.100000,-80.050000,0.000000	63.690000,-75.770000,0.000000	101.940000,-52.640000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.445	-36.360000,-80.690000,0.000000	62.390000,-77.840000,0.000000	102.390000,-54.650000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.580	-38.150000,-81.170000,0.000000	61.830000,-79.940000,0.000000	103.240000,-55.790000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.715	-41.580000,-81.640000,0.000000	62.610000,-81.810000,0.000000	103.810000,-56.820000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.835	-41.910000,-82.290000,0.000000	62.690000,-82.840000,0.000000	104.020000,-57.510000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
8.970	-40.720000,-82.860000,0.000000	62.670000,-83.670000,0.000000	104.400000,-57.830000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.105	-41.530000,-83.020000,0.000000	62.160000,-84.310000,0.000000	104.060000,-58.190000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.225	-42.990000,-83.270000,0.000000	61.910000,-84.740000,0.000000	103.610000,-57.980000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.360	-43.190000,-83.430000,0.000000	62.030000,-84.550000,0.000000	102.950000,-58.170000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.495	-43.740000,-83.500000,0.000000	62.490000,-84.690000,0.000000	102.420000,-57.820000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.629	-43.530000,-83.590000,0.000000	63.430000,-84.380000,0.000000	101.990000,-57.280000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.750	-42.970000,-83.700000,0.000000	63.990000,-83.490000,0.000000	102.100000,-56.850000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
9.885	-42.960000,-83.490000,0.000000	63.490000,-82.850000,0.000000	102.270000,-56.240000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.004	-42.700000,-83.420000,0.000000	64.570000,-82.240000,0.000000	102.390000,-55.490000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.140	-42.890000,-83.530000,0.000000	66.160000,-81.890000,0.000000	102.220000,-55.060000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.275	-43.750000,-83.760000,0.000000	67.430000,-81.180000,0.000000	102.420000,-53.970000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.395	-42.060000,-83.930000,0.000000	68.400000,-80.390000,0.000000	102.410000,-53.140000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.530	-39.840000,-83.940000,0.000000	69.090000,-79.530000,0.000000	102.770000,-51.830000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.665	-39.170000,-83.680000,0.000000	69.450000,-78.740000,0.000000	102.950000,-50.970000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.785	-39.070000,-83.440000,0.000000	70.860000,-78.530000,0.000000	103.000000,-50.620000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
10.920	-39.840000,-83.390000,0.000000	72.100000,-78.260000,0.000000	103.330000,-50.080000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.055	-39.960000,-83.700000,0.000000	73.800000,-77.680000,0.000000	103.820000,-49.370000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.188	-43.020000,-83.390000,0.000000	73.990000,-77.440000,0.000000	103.810000,-49.280000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.310	-43.770000,-83.510000,0.000000	74.530000,-77.340000,0.000000	103.480000,-49.050000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.445	-44.930000,-83.650000,0.000000	75.010000,-77.080000,0.000000	103.350000,-48.620000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.566	-44.710000,-83.730000,0.000000	74.940000,-76.660000,0.000000	103.260000,-48.230000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.700	-44.170000,-83.490000,0.000000	73.560000,-76.330000,0.000000	102.840000,-48.260000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.835	-45.320000,-83.270000,0.000000	72.420000,-75.990000,0.000000	102.960000,-47.820000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
11.955	-45.440000,-83.030000,0.000000	72.460000,-75.920000,0.000000	102.500000,-47.800000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.090	-45.910000,-82.920000,0.000000	72.620000,-75.590000,0.000000	102.470000,-47.850000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.225	-47.700000,-82.840000,0.000000	72.360000,-75.580000,0.000000	102.380000,-48.130000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.345	-48.500000,-82.820000,0.000000	71.680000,-75.470000,0.000000	102.950000,-48.150000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.480	-48.420000,-82.910000,0.000000	71.160000,-75.530000,0.000000	102.770000,-48.250000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.615	-49.900000,-82.920000,0.000000	70.490000,-75.530000,0.000000	103.150000,-47.950000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.735	-52.000000,-82.930000,0.000000	69.880000,-75.570000,0.000000	103.080000,-47.840000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
12.870	-49.490000,-82.790000,0.000000	69.700000,-75.350000,0.000000	102.680000,-48.170000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.005	-50.710000,-82.630000,0.000000	68.800000,-75.320000,0.000000	102.160000,-48.420000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.125	-53.120000,-82.830000,0.000000	68.840000,-75.060000,0.000000	101.640000,-48.710000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.260	-51.240000,-83.000000,0.000000	67.700000,-74.950000,0.000000	101.420000,-48.790000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.395	-51.080000,-83.200000,0.000000	66.970000,-74.990000,0.000000	100.410000,-49.140000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.514	-53.240000,-83.050000,0.000000	66.390000,-75.320000,0.000000	99.820000,-49.480000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.650	-53.910000,-82.930000,0.000000	65.690000,-75.380000,0.000000	99.720000,-49.400000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.785	-54.330000,-83.030000,0.000000	65.380000,-75.030000,0.000000	99.760000,-49.230000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
13.905	-55.850000,-82.920000,0.000000	64.820000,-75.140000,0.000000	99.400000,-49.730000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.040	-56.020000,-83.090000,0.000000	64.450000,-75.350000,0.000000	99.410000,-49.930000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.175	-57.930000,-83.050000,0.000000	64.380000,-75.340000,0.000000	99.120000,-50.100000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.295	-58.980000,-83.310000,0.000000	63.820000,-74.970000,0.000000	99.600000,-49.640000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.430	-58.560000,-83.550000,0.000000	62.500000,-74.900000,0.000000	99.810000,-49.930000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.565	-61.180000,-83.720000,0.000000	62.400000,-74.990000,0.000000	100.020000,-49.740000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.686	-60.660000,-83.910000,0.000000	61.960000,-75.130000,0.000000	99.980000,-50.080000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.820	-65.220000,-83.850000,0.000000	60.900000,-75.670000,0.000000	99.980000,-50.320000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
14.955	-69.220000,-83.790000,0.000000	60.350000,-75.510000,0.000000	100.060000,-50.300000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.075	-67.810000,-83.980000,0.000000	60.230000,-75.620000,0.000000	99.560000,-50.300000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.210	-69.410000,-83.850000,0.000000	61.280000,-76.130000,0.000000	98.880000,-50.320000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.345	-69.700000,-83.680000,0.000000	61.250000,-76.040000,0.000000	98.850000,-50.480000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.465	-69.020000,-83.590000,0.000000	61.790000,-76.110000,0.000000	98.860000,-50.740000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.599	-69.940000,-83.040000,0.000000	61.590000,-76.290000,0.000000	98.980000,-50.380000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.735	-65.110000,-83.110000,0.000000	60.720000,-75.800000,0.000000	99.020000,-50.450000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.855	-62.570000,-83.000000,0.000000	60.950000,-75.630000,0.000000	98.340000,-50.560000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
15.990	-65.330000,-82.710000,0.000000	60.510000,-75.530000,0.000000	98.440000,-50.210000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.125	-65.970000,-82.910000,0.000000	59.810000,-75.530000,0.000000	98.460000,-49.390000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.245	-66.010000,-82.720000,0.000000	57.670000,-75.860000,0.000000	97.680000,-47.930000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.395	-65.080000,-82.920000,0.000000	56.380000,-75.760000,0.000000	97.620000,-45.420000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.515	-67.060000,-82.870000,0.000000	53.920000,-76.210000,0.000000	97.490000,-41.780000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.635	-66.000000,-82.930000,0.000000	52.770000,-76.420000,0.000000	96.800000,-37.250000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.770	-64.400000,-82.860000,0.000000	48.690000,-77.130000,0.000000	96.560000,-32.150000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
16.905	-63.390000,-82.710000,0.000000	44.330000,-78.100000,0.000000	96.120000,-26.860000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.025	-65.400000,-82.580000,0.000000	37.870000,-78.880000,0.000000	95.470000,-20.610000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.160	-62.780000,-82.710000,0.000000	35.220000,-79.310000,0.000000	94.210000,-14.140000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.295	-62.460000,-82.570000,0.000000	27.580000,-80.090000,0.000000	93.510000,-8.050000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.430	-62.310000,-82.430000,0.000000	21.440000,-80.630000,0.000000	93.100000,-2.230000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.550	-60.450000,-82.400000,0.000000	17.780000,-81.100000,0.000000	92.340000,2.750000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.686	-60.830000,-82.240000,0.000000	10.800000,-81.870000,0.000000	91.720000,6.990000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.805	-59.430000,-82.270000,0.000000	9.800000,-82.460000,0.000000	90.900000,11.240000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
17.940	-59.310000,-82.130000,0.000000	8.140000,-83.080000,0.000000	90.470000,14.430000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.075	-60.940000,-82.240000,0.000000	7.120000,-83.340000,0.000000	89.880000,17.010000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.195	-61.720000,-82.250000,0.000000	5.460000,-83.690000,0.000000	89.410000,19.260000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.330	-61.860000,-82.250000,0.000000	5.110000,-84.000000,0.000000	88.850000,20.970000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.465	-61.380000,-82.210000,0.000000	4.880000,-84.050000,0.000000	88.280000,22.540000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.586	-60.150000,-82.150000,0.000000	6.210000,-84.040000,0.000000	87.950000,23.560000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.720	-59.870000,-82.080000,0.000000	7.890000,-84.130000,0.000000	87.600000,24.230000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.855	-55.750000,-82.200000,0.000000	12.010000,-83.770000,0.000000	87.780000,24.280000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
18.974	-56.870000,-81.980000,0.000000	11.450000,-84.370000,0.000000	87.840000,24.050000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.110	-57.800000,-82.140000,0.000000	12.360000,-84.460000,0.000000	87.630000,24.140000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.245	-58.270000,-82.080000,0.000000	14.370000,-84.610000,0.000000	87.490000,23.490000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.365	-58.810000,-82.170000,0.000000	14.900000,-84.750000,0.000000	87.480000,22.980000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.500	-59.060000,-82.210000,0.000000	16.850000,-84.690000,0.000000	87.590000,22.200000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.635	-59.450000,-82.140000,0.000000	18.700000,-84.610000,0.000000	87.660000,21.520000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.755	-59.460000,-82.090000,0.000000	20.590000,-84.640000,0.000000	87.740000,20.820000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
19.891	-59.760000,-82.160000,0.000000	22.850000,-84.630000,0.000000	87.900000,20.210000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.025	-59.790000,-82.150000,0.000000	25.300000,-84.550000,0.000000	87.840000,19.540000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.145	-60.090000,-82.180000,0.000000	25.330000,-84.460000,0.000000	87.800000,18.630000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.280	-60.740000,-82.300000,0.000000	29.620000,-84.430000,0.000000	87.930000,17.870000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.415	-59.310000,-82.440000,0.000000	31.130000,-84.380000,0.000000	87.890000,17.330000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.535	-59.000000,-82.500000,0.000000	34.430000,-84.160000,0.000000	87.960000,16.530000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.670	-61.490000,-82.740000,0.000000	36.790000,-84.090000,0.000000	88.010000,15.760000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.805	-63.760000,-82.820000,0.000000	38.180000,-84.020000,0.000000	88.140000,14.800000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
20.925	-64.160000,-83.100000,0.000000	39.810000,-83.840000,0.000000	88.230000,14.030000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
21.060	-65.420000,-83.030000,0.000000	41.480000,-83.770000,0.000000	88.630000,13.240000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
21.195	-65.030000,-83.110000,0.000000	43.990000,-83.630000,0.000000	88.630000,12.780000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
21.315	-66.460000,-83.050000,0.000000	46.660000,-83.580000,0.000000	89.080000,12.270000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
21.450	-66.260000,-83.040000,0.000000	47.730000,-83.580000,0.000000	88.940000,11.500000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
21.586	-66.690000,-83.100000,0.000000	48.660000,-83.600000,0.000000	88.870000,10.950000,0.000000	89.640000,-10.140000,0.000000	89.980000,2.170000,0.000000
