time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
2.970	3.070000,-64.890000,177.000000	79.410000,52.060000,240.000000	65.030000,-87.590000,161.000000	9.670000,83.670000,11.000000	-80.550000,-84.180000,5.000000
3.135	2.980000,-64.890000,177.000000	79.370000,52.140000,239.000000	63.220000,-87.540000,150.000000	10.310000,83.740000,12.000000	-80.160000,-84.030000,1.000000
3.285	2.920000,-64.990000,177.000000	79.480000,52.300000,237.000000	65.400000,-87.550000,154.000000	11.420000,83.630000,11.000000	-81.350000,-84.080000,357.000000
3.450	2.870000,-64.870000,176.000000	79.470000,52.260000,240.000000	63.780000,-87.600000,145.000000	11.160000,83.650000,11.000000	-81.540000,-84.030000,346.000000
3.600	2.640000,-64.810000,175.000000	79.370000,52.250000,235.000000	64.940000,-87.710000,157.000000	10.930000,83.500000,14.000000	-80.100000,-83.950000,11.000000
3.765	3.000000,-64.880000,177.000000	79.560000,52.290000,240.000000	65.910000,-87.770000,161.000000	10.280000,83.440000,14.000000	-79.880000,-83.880000,9.000000
3.915	2.940000,-64.730000,175.000000	79.620000,52.230000,239.000000	65.650000,-87.750000,151.000000	10.320000,83.450000,11.000000	-79.930000,-83.790000,3.000000
4.080	3.010000,-64.720000,176.000000	79.560000,52.170000,238.000000	64.090000,-87.630000,139.000000	11.340000,83.530000,10.000000	-78.900000,-83.920000,10.000000
4.229	2.870000,-64.590000,175.000000	79.300000,52.190000,238.000000	64.960000,-87.500000,157.000000	10.830000,83.600000,13.000000	-80.010000,-83.900000,9.000000
4.395	2.880000,-64.620000,176.000000	79.470000,52.190000,238.000000	63.900000,-87.590000,156.000000	10.180000,83.630000,6.000000	-78.940000,-83.990000,9.000000
4.560	2.760000,-64.620000,177.000000	79.630000,52.220000,238.000000	64.090000,-87.450000,159.000000	10.890000,83.690000,13.000000	-79.490000,-84.000000,352.000000
4.695	2.620000,-64.650000,175.000000	79.570000,52.130000,240.000000	64.490000,-87.390000,131.000000	11.640000,83.740000,5.000000	-79.540000,-84.050000,0.000000
4.860	2.590000,-64.610000,175.000000	79.390000,52.030000,240.000000	66.360000,-87.580000,154.000000	11.930000,83.800000,12.000000	-79.010000,-84.110000,354.000000
5.010	2.510000,-64.560000,176.000000	79.490000,51.960000,239.000000	65.890000,-87.720000,162.000000	11.180000,83.770000,11.000000	-79.360000,-84.020000,0.000000
5.175	2.530000,-64.570000,174.000000	79.430000,52.000000,236.000000	67.230000,-87.680000,147.000000	11.150000,83.770000,13.000000	-79.850000,-84.060000,7.000000
5.325	2.510000,-64.480000,175.000000	79.650000,51.940000,236.000000	67.700000,-87.730000,158.000000	11.470000,83.600000,10.000000	-79.090000,-84.110000,359.000000
5.490	2.570000,-64.480000,176.000000	79.530000,52.030000,239.000000	68.420000,-87.690000,150.000000	12.200000,83.510000,13.000000	-78.660000,-84.030000,6.000000
5.640	2.530000,-64.540000,173.000000	79.770000,52.010000,238.000000	68.600000,-87.810000,152.000000	12.370000,83.360000,12.000000	-79.610000,-84.040000,355.000000
5.805	2.350000,-64.560000,175.000000	79.910000,51.960000,238.000000	69.130000,-87.710000,158.000000	13.650000,83.440000,18.000000	-80.970000,-84.040000,351.000000
5.955	2.310000,-64.430000,176.000000	79.890000,52.010000,239.000000	72.550000,-87.860000,140.000000	13.310000,83.500000,11.000000	-81.920000,-83.900000,7.000000
6.120	2.580000,-64.480000,176.000000	79.910000,52.080000,238.000000	73.720000,-87.810000,161.000000	13.870000,83.510000,14.000000	-82.290000,-83.860000,11.000000
6.270	2.730000,-64.510000,175.000000	79.860000,52.070000,239.000000	72.300000,-87.750000,176.000000	14.150000,83.580000,16.000000	-81.470000,-83.920000,354.000000
6.420	2.730000,-64.550000,174.000000	79.790000,52.220000,239.000000	72.080000,-87.830000,167.000000	12.640000,83.570000,12.000000	-82.250000,-84.030000,358.000000
6.585	2.670000,-64.470000,176.000000	79.720000,52.260000,239.000000	69.370000,-87.780000,160.000000	13.150000,83.570000,17.000000	-82.660000,-84.100000,5.000000
6.735	2.610000,-64.510000,174.000000	79.950000,52.250000,239.000000	69.770000,-87.740000,185.000000	12.970000,83.510000,5.000000	-83.110000,-84.110000,353.000000
6.900	2.670000,-64.460000,174.000000	79.720000,52.340000,237.000000	69.910000,-87.880000,165.000000	12.420000,83.600000,18.000000	-83.310000,-84.120000,357.000000
7.050	2.670000,-64.540000,177.000000	79.700000,52.360000,237.000000	72.260000,-87.930000,170.000000	12.420000,83.580000,14.000000	-83.620000,-84.000000,351.000000
7.215	2.710000,-64.500000,174.000000	79.550000,52.450000,238.000000	72.260000,-87.820000,165.000000	11.780000,83.470000,17.000000	-81.510000,-83.920000,359.000000
7.365	2.330000,-64.530000,176.000000	79.550000,52.350000,238.000000	74.070000,-87.860000,155.000000	11.410000,83.480000,16.000000	-81.790000,-83.990000,356.000000
7.530	2.450000,-64.480000,175.000000	79.600000,52.360000,236.000000	74.360000,-87.820000,157.000000	11.650000,83.580000,8.000000	-80.960000,-83.960000,23.000000
7.679	2.540000,-64.370000,175.000000	79.610000,52.400000,239.000000	71.390000,-87.800000,161.000000	11.340000,83.560000,10.000000	-80.170000,-83.940000,353.000000
7.845	2.740000,-64.450000,174.000000	79.750000,52.290000,238.000000	70.200000,-87.640000,137.000000	11.570000,83.540000,14.000000	-80.960000,-83.970000,352.000000
7.995	2.790000,-64.470000,175.000000	79.920000,52.210000,238.000000	71.130000,-87.470000,154.000000	11.530000,83.600000,14.000000	-82.540000,-84.150000,336.000000
8.160	2.580000,-64.480000,175.000000	79.880000,52.190000,239.000000	66.970000,-87.430000,150.000000	10.320000,83.530000,17.000000	-82.550000,-84.070000,7.000000
8.325	2.340000,-64.650000,176.000000	79.860000,52.180000,237.000000	66.540000,-87.420000,129.000000	8.460000,83.530000,24.000000	-80.670000,-84.050000,10.000000
8.460	2.640000,-64.840000,174.000000	79.850000,52.020000,238.000000	67.470000,-87.490000,133.000000	7.430000,83.530000,19.000000	-80.110000,-84.000000,356.000000
8.625	2.770000,-64.870000,175.000000	80.020000,52.020000,237.000000	63.470000,-87.390000,148.000000	8.150000,83.550000,23.000000	-78.110000,-84.090000,6.000000
8.775	2.920000,-64.780000,175.000000	79.980000,52.100000,240.000000	61.200000,-87.550000,149.000000	6.850000,83.460000,13.000000	-78.230000,-84.090000,352.000000
8.940	2.730000,-64.850000,175.000000	79.990000,52.170000,237.000000	60.910000,-87.650000,164.000000	6.300000,83.380000,17.000000	-78.770000,-83.950000,3.000000
9.090	2.700000,-64.740000,176.000000	80.080000,52.190000,237.000000	63.910000,-87.780000,162.000000	6.910000,83.340000,14.000000	-78.200000,-83.930000,355.000000
9.255	2.720000,-64.740000,175.000000	80.000000,52.270000,237.000000	64.870000,-87.820000,165.000000	6.940000,83.310000,12.000000	-79.590000,-83.940000,354.000000
9.405	2.520000,-64.680000,175.000000	79.980000,52.330000,238.000000	70.850000,-87.860000,172.000000	8.510000,83.190000,9.000000	-79.810000,-83.890000,6.000000
9.555	2.540000,-64.650000,175.000000	79.990000,52.360000,236.000000	70.250000,-87.830000,174.000000	7.740000,83.230000,10.000000	-79.220000,-84.020000,10.000000
9.720	2.390000,-64.570000,175.000000	80.090000,52.340000,236.000000	71.480000,-87.910000,159.000000	8.150000,83.230000,14.000000	-79.340000,-84.080000,3.000000
9.870	2.610000,-64.480000,176.000000	80.100000,52.380000,238.000000	69.820000,-87.950000,162.000000	7.890000,83.070000,15.000000	-79.750000,-83.990000,20.000000
