time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
15.991	-32.660000,-78.090000,0.000000	-6.530000,-82.640000,0.000000	94.260000,-31.560000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.110	-32.660000,-78.090000,0.000000	-10.110000,-82.450000,0.000000	94.020000,-28.970000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.259	-32.660000,-78.090000,0.000000	-15.770000,-82.370000,0.000000	93.710000,-26.240000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.380	-32.660000,-78.090000,0.000000	-23.920000,-81.780000,0.000000	93.580000,-22.380000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.500	-32.660000,-78.090000,0.000000	-31.130000,-81.560000,0.000000	93.010000,-17.890000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.636	-32.660000,-78.090000,0.000000	-38.240000,-81.400000,0.000000	92.540000,-12.730000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.770	-32.660000,-78.090000,0.000000	-46.380000,-81.150000,0.000000	79.430000,-4.860000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
16.890	-32.660000,-78.090000,0.000000	-52.000000,-80.580000,0.000000	80.160000,0.580000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.025	-32.660000,-78.090000,0.000000	-54.740000,-80.470000,0.000000	80.300000,6.390000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.160	-32.660000,-78.090000,0.000000	-58.510000,-80.070000,0.000000	80.520000,11.380000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.280	-32.660000,-78.090000,0.000000	-62.650000,-79.500000,0.000000	81.200000,14.940000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.415	-32.660000,-78.090000,0.000000	-67.550000,-78.730000,0.000000	81.050000,18.950000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.550	-32.660000,-78.090000,0.000000	-71.200000,-78.400000,0.000000	81.680000,21.710000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.670	-32.660000,-78.090000,0.000000	-73.440000,-77.750000,0.000000	81.310000,24.000000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.805	-32.660000,-78.090000,0.000000	-75.540000,-77.500000,0.000000	81.840000,25.600000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
17.940	-32.660000,-78.090000,0.000000	-76.930000,-77.310000,0.000000	81.910000,26.950000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.060	-32.660000,-78.090000,0.000000	-78.150000,-77.240000,0.000000	82.180000,27.750000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.195	-32.660000,-78.090000,0.000000	-78.020000,-77.350000,0.000000	82.150000,28.830000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.330	-32.660000,-78.090000,0.000000	-77.580000,-77.450000,0.000000	82.360000,29.100000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.450	-32.660000,-78.090000,0.000000	-77.130000,-77.790000,0.000000	82.440000,29.330000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.585	-32.660000,-78.090000,0.000000	-76.540000,-78.160000,0.000000	82.530000,29.270000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.720	-32.660000,-78.090000,0.000000	-76.510000,-78.530000,0.000000	82.890000,28.950000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.840	-32.660000,-78.090000,0.000000	-77.090000,-78.730000,0.000000	83.290000,28.680000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
18.975	-32.660000,-78.090000,0.000000	-76.990000,-79.000000,0.000000	83.620000,28.280000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.110	-32.660000,-78.090000,0.000000	-77.020000,-79.340000,0.000000	83.840000,27.620000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.230	-32.660000,-78.090000,0.000000	-72.300000,-79.210000,0.000000	83.970000,26.450000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.365	-32.660000,-78.090000,0.000000	-73.070000,-79.130000,0.000000	84.640000,25.500000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.500	-32.660000,-78.090000,0.000000	-72.790000,-79.300000,0.000000	85.210000,24.440000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.620	-32.660000,-78.090000,0.000000	-72.850000,-79.660000,0.000000	85.340000,23.740000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.755	-32.660000,-78.090000,0.000000	-72.350000,-79.870000,0.000000	85.390000,22.890000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
19.890	-32.660000,-78.090000,0.000000	-70.870000,-80.030000,0.000000	85.670000,22.010000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.010	-32.660000,-78.090000,0.000000	-67.360000,-80.070000,0.000000	85.950000,20.540000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.145	-32.660000,-78.090000,0.000000	-65.450000,-80.170000,0.000000	86.160000,19.870000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.280	-32.660000,-78.090000,0.000000	-66.050000,-80.400000,0.000000	86.480000,19.430000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.400	-32.660000,-78.090000,0.000000	-63.660000,-80.800000,0.000000	86.620000,18.590000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.535	-32.660000,-78.090000,0.000000	-65.000000,-80.860000,0.000000	86.570000,17.840000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.670	-32.660000,-78.090000,0.000000	-64.800000,-80.760000,0.000000	86.400000,16.870000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.790	-32.660000,-78.090000,0.000000	-63.070000,-81.000000,0.000000	86.200000,16.430000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
20.925	-32.660000,-78.090000,0.000000	-61.650000,-81.390000,0.000000	85.980000,16.510000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
21.060	-32.660000,-78.090000,0.000000	-60.960000,-81.580000,0.000000	85.890000,16.380000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
21.180	-32.660000,-78.090000,0.000000	-61.000000,-81.790000,0.000000	85.810000,16.140000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
21.315	-32.660000,-78.090000,0.000000	-61.810000,-81.880000,0.000000	85.900000,15.990000,0.000000	90.930000,-17.100000,0.000000	84.760000,14.680000,0.000000
