time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
2.972	149.830000,4.190000,0.000000	-18.750000,-0.950000,0.000000	-167.830000,0.420000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.031	149.840000,4.220000,0.000000	-18.760000,-0.940000,0.000000	-167.820000,0.460000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.086	149.810000,4.220000,0.000000	-18.770000,-0.960000,0.000000	-167.830000,0.460000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.086	149.820000,4.220000,0.000000	-18.750000,-0.920000,0.000000	-167.850000,0.500000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.093	149.850000,4.220000,0.000000	-18.740000,-0.950000,0.000000	-167.850000,0.500000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.148	149.900000,4.210000,0.000000	-18.740000,-0.950000,0.000000	-167.870000,0.480000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.151	149.930000,4.230000,0.000000	-18.760000,-0.940000,0.000000	-167.870000,0.430000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.203	149.920000,4.220000,0.000000	-18.770000,-0.970000,0.000000	-167.860000,0.460000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.203	149.930000,4.200000,0.000000	-18.820000,-1.010000,0.000000	-167.900000,0.420000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.267	149.950000,4.200000,0.000000	-18.820000,-1.010000,0.000000	-167.900000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.267	149.940000,4.200000,0.000000	-18.820000,-1.000000,0.000000	-167.920000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.331	149.950000,4.200000,0.000000	-18.810000,-1.010000,0.000000	-167.940000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.331	149.980000,4.180000,0.000000	-18.860000,-1.010000,0.000000	-167.920000,0.450000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.384	149.970000,4.180000,0.000000	-18.840000,-1.030000,0.000000	-167.950000,0.480000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.384	149.980000,4.180000,0.000000	-18.850000,-1.030000,0.000000	-167.950000,0.440000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.449	149.980000,4.150000,0.000000	-18.820000,-1.010000,0.000000	-167.960000,0.430000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.451	149.960000,4.170000,0.000000	-18.770000,-0.940000,0.000000	-167.930000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.500	149.940000,4.190000,0.000000	-18.760000,-0.900000,0.000000	-167.950000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.500	149.950000,4.180000,0.000000	-18.750000,-0.910000,0.000000	-167.940000,0.480000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.570	149.960000,4.200000,0.000000	-18.800000,-0.900000,0.000000	-167.930000,0.460000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.570	149.940000,4.180000,0.000000	-18.830000,-0.960000,0.000000	-167.910000,0.490000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.631	149.880000,4.190000,0.000000	-18.850000,-0.950000,0.000000	-167.930000,0.460000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.632	149.910000,4.180000,0.000000	-18.880000,-0.910000,0.000000	-167.930000,0.420000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.684	149.880000,4.190000,0.000000	-18.860000,-0.900000,0.000000	-167.880000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.691	149.850000,4.180000,0.000000	-18.850000,-0.890000,0.000000	-167.900000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.748	149.790000,4.150000,0.000000	-18.840000,-0.890000,0.000000	-167.930000,0.390000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.750	149.760000,4.160000,0.000000	-18.840000,-0.850000,0.000000	-167.870000,0.370000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.809	149.740000,4.190000,0.000000	-18.810000,-0.840000,0.000000	-167.900000,0.400000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.810	149.700000,4.180000,0.000000	-18.810000,-0.830000,0.000000	-167.870000,0.430000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.870	149.730000,4.190000,0.000000	-18.790000,-0.870000,0.000000	-167.850000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.870	149.700000,4.220000,0.000000	-18.790000,-0.910000,0.000000	-167.860000,0.400000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.933	149.700000,4.210000,0.000000	-18.770000,-0.910000,0.000000	-167.870000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.934	149.730000,4.190000,0.000000	-18.750000,-0.940000,0.000000	-167.880000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.986	149.730000,4.220000,0.000000	-18.740000,-0.940000,0.000000	-167.890000,0.390000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
3.986	149.710000,4.240000,0.000000	-18.720000,-0.950000,0.000000	-167.890000,0.370000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.051	149.690000,4.260000,0.000000	-18.780000,-0.940000,0.000000	-167.880000,0.360000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.051	149.660000,4.240000,0.000000	-18.820000,-0.920000,0.000000	-167.880000,0.340000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.101	149.630000,4.270000,0.000000	-18.810000,-0.890000,0.000000	-167.860000,0.330000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.101	149.670000,4.260000,0.000000	-18.750000,-0.850000,0.000000	-167.860000,0.310000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.179	149.650000,4.250000,0.000000	-18.660000,-0.870000,0.000000	-167.820000,0.300000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.181	149.680000,4.210000,0.000000	-18.670000,-0.880000,0.000000	-167.830000,0.280000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.228	149.690000,4.210000,0.000000	-18.610000,-0.860000,0.000000	-167.840000,0.320000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.231	149.700000,4.230000,0.000000	-18.620000,-0.860000,0.000000	-167.850000,0.330000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.284	149.670000,4.170000,0.000000	-18.600000,-0.880000,0.000000	-167.870000,0.350000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.284	149.720000,4.170000,0.000000	-18.610000,-0.900000,0.000000	-167.830000,0.360000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.348	149.760000,4.210000,0.000000	-18.640000,-0.950000,0.000000	-167.860000,0.330000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.402	149.740000,4.190000,0.000000	-18.690000,-0.940000,0.000000	-167.830000,0.320000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.402	149.750000,4.200000,0.000000	-18.680000,-0.980000,0.000000	-167.900000,0.260000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.414	149.750000,4.200000,0.000000	-18.670000,-0.980000,0.000000	-167.870000,0.240000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.465	149.740000,4.190000,0.000000	-18.620000,-0.970000,0.000000	-167.860000,0.270000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.472	149.690000,4.230000,0.000000	-18.630000,-0.970000,0.000000	-167.830000,0.280000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.531	149.680000,4.240000,0.000000	-18.640000,-0.990000,0.000000	-167.780000,0.370000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.531	149.660000,4.220000,0.000000	-18.650000,-1.000000,0.000000	-167.810000,0.410000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.586	149.650000,4.240000,0.000000	-18.650000,-0.990000,0.000000	-167.800000,0.400000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.586	149.660000,4.260000,0.000000	-18.620000,-0.970000,0.000000	-167.810000,0.400000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.649	149.670000,4.230000,0.000000	-18.650000,-0.950000,0.000000	-167.840000,0.430000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.649	149.670000,4.210000,0.000000	-18.660000,-0.960000,0.000000	-167.850000,0.430000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.705	149.670000,4.240000,0.000000	-18.650000,-0.990000,0.000000	-167.850000,0.420000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.710	149.700000,4.290000,0.000000	-18.660000,-1.010000,0.000000	-167.840000,0.450000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.767	149.690000,4.270000,0.000000	-18.660000,-1.020000,0.000000	-167.830000,0.470000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.767	149.710000,4.210000,0.000000	-18.640000,-1.030000,0.000000	-167.850000,0.510000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.829	149.750000,4.190000,0.000000	-18.610000,-1.030000,0.000000	-167.880000,0.520000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.830	149.740000,4.190000,0.000000	-18.640000,-1.020000,0.000000	-167.890000,0.510000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
4.882	149.750000,4.190000,0.000000	-18.660000,-1.030000,0.000000	-167.910000,0.500000,0.000000	-18.790000,-1.060000,0.000000	-167.920000,0.550000,0.000000
