time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
2.716	4.650000,-78.100000,0.000000	90.720000,-13.320000,0.000000	90.750000,-2.010000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
2.851	5.670000,-77.340000,0.000000	90.610000,-13.060000,0.000000	90.600000,-1.770000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
2.986	5.980000,-76.790000,0.000000	90.520000,-12.830000,0.000000	90.260000,-0.980000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.105	6.850000,-75.550000,0.000000	90.850000,-13.670000,0.000000	90.420000,-0.990000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.240	6.780000,-75.130000,0.000000	90.740000,-16.260000,0.000000	90.570000,-1.520000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.376	10.820000,-75.150000,0.000000	91.070000,-19.300000,0.000000	90.520000,-1.100000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.495	8.730000,-74.700000,0.000000	91.180000,-22.640000,0.000000	90.830000,-2.050000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.631	10.410000,-74.360000,0.000000	91.770000,-26.320000,0.000000	91.130000,-2.010000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.765	10.520000,-73.710000,0.000000	92.430000,-30.350000,0.000000	91.210000,-0.610000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
3.886	14.360000,-74.040000,0.000000	92.800000,-33.600000,0.000000	91.380000,1.690000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.021	23.840000,-75.960000,0.000000	93.150000,-37.670000,0.000000	91.290000,4.320000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.155	-4.810000,-76.840000,0.000000	93.450000,-42.850000,0.000000	91.050000,5.210000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.276	-34.340000,-76.550000,0.000000	94.520000,-47.420000,0.000000	91.080000,6.560000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.410	-1.890000,-75.500000,0.000000	98.140000,-52.000000,0.000000	90.920000,7.470000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.546	28.290000,-73.980000,0.000000	100.530000,-56.140000,0.000000	90.850000,7.990000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.665	-3.950000,-72.810000,0.000000	102.900000,-60.030000,0.000000	90.570000,8.530000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.800	26.340000,-71.530000,0.000000	106.040000,-62.980000,0.000000	90.600000,9.300000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
4.936	-5.080000,-69.610000,0.000000	108.780000,-66.030000,0.000000	90.740000,9.310000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.056	-33.970000,-67.560000,0.000000	109.930000,-68.860000,0.000000	90.280000,9.480000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.191	-59.740000,-65.450000,0.000000	112.290000,-71.760000,0.000000	90.060000,9.680000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.325	-82.980000,-63.450000,0.000000	114.420000,-74.120000,0.000000	89.930000,9.710000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.446	-103.510000,-61.670000,0.000000	116.660000,-76.150000,0.000000	89.730000,9.660000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.581	-120.930000,-58.740000,0.000000	123.060000,-78.610000,0.000000	90.300000,8.110000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.716	-137.520000,-54.980000,0.000000	131.640000,-80.020000,0.000000	91.340000,7.420000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.836	-151.780000,-52.070000,0.000000	140.500000,-81.320000,0.000000	92.180000,6.260000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
5.971	-163.530000,-48.910000,0.000000	148.800000,-83.100000,0.000000	92.440000,5.000000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.106	-172.950000,-45.010000,0.000000	-139.720000,-84.650000,0.000000	93.060000,3.990000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.225	-180.450000,-41.010000,0.000000	-132.360000,-84.670000,0.000000	93.720000,2.140000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.361	-186.190000,-36.810000,0.000000	-124.070000,-84.570000,0.000000	94.100000,0.040000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.494	-190.060000,-31.810000,0.000000	-117.090000,-82.910000,0.000000	94.340000,-1.810000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.615	-193.220000,-27.900000,0.000000	-110.480000,-80.480000,0.000000	95.260000,-4.200000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.751	-196.500000,-20.780000,0.000000	-104.490000,-76.130000,0.000000	95.790000,-8.200000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
6.886	-197.520000,-17.160000,0.000000	-99.020000,-71.350000,0.000000	96.430000,-11.850000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.005	-198.220000,-14.360000,0.000000	-95.830000,-67.760000,0.000000	98.880000,-14.640000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.156	-198.520000,-11.640000,0.000000	-92.250000,-63.720000,0.000000	100.000000,-17.480000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.276	-198.200000,-9.570000,0.000000	-89.810000,-61.250000,0.000000	101.050000,-19.450000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.395	-197.640000,-8.150000,0.000000	-87.410000,-58.850000,0.000000	102.340000,-21.420000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.531	-197.420000,-7.360000,0.000000	-85.790000,-56.650000,0.000000	103.630000,-24.980000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.665	-195.920000,-6.470000,0.000000	-84.420000,-53.520000,0.000000	106.410000,-30.150000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.786	-194.580000,-5.920000,0.000000	-83.150000,-51.110000,0.000000	108.700000,-35.600000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
7.921	-193.060000,-6.230000,0.000000	-82.900000,-50.410000,0.000000	111.940000,-41.450000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.055	-191.480000,-5.940000,0.000000	-81.740000,-50.520000,0.000000	116.400000,-47.460000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.190	-189.840000,-6.090000,0.000000	-80.350000,-52.190000,0.000000	121.240000,-53.250000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.310	-188.280000,-6.390000,0.000000	-77.900000,-53.210000,0.000000	130.630000,-59.880000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.445	-186.790000,-7.180000,0.000000	-74.510000,-55.410000,0.000000	134.450000,-65.400000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.565	-185.200000,-7.450000,0.000000	-70.100000,-57.530000,0.000000	140.350000,-70.550000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.701	-183.580000,-8.110000,0.000000	-66.860000,-60.020000,0.000000	145.040000,-74.470000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.836	-182.160000,-8.540000,0.000000	-63.250000,-61.680000,0.000000	149.470000,-77.860000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
8.955	-180.780000,-9.110000,0.000000	-60.460000,-64.100000,0.000000	154.680000,-80.690000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.091	-179.640000,-9.450000,0.000000	-59.750000,-65.380000,0.000000	158.610000,-82.250000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.226	-178.170000,-9.970000,0.000000	-58.900000,-66.440000,0.000000	161.370000,-84.050000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.346	-177.370000,-10.540000,0.000000	-59.000000,-67.470000,0.000000	160.850000,-84.040000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.480	-176.520000,-11.030000,0.000000	-61.430000,-67.600000,0.000000	156.390000,-83.730000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.615	-175.620000,-12.520000,0.000000	-64.480000,-66.150000,0.000000	152.100000,-81.950000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.736	-175.530000,-13.210000,0.000000	-67.150000,-63.890000,0.000000	148.120000,-80.490000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
9.871	-175.400000,-13.580000,0.000000	-70.150000,-60.370000,0.000000	145.210000,-78.420000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.005	-175.120000,-14.190000,0.000000	-72.880000,-56.580000,0.000000	140.470000,-75.800000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.126	-175.030000,-14.630000,0.000000	-74.410000,-50.390000,0.000000	134.660000,-76.260000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.261	-175.090000,-14.820000,0.000000	-75.820000,-43.010000,0.000000	132.280000,-77.960000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.395	176.440000,-14.380000,0.000000	-76.730000,-34.790000,0.000000	131.280000,-80.120000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.516	-168.970000,-14.600000,0.000000	-78.050000,-26.650000,0.000000	132.090000,-81.120000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.651	-169.330000,-14.500000,0.000000	-78.970000,-17.820000,0.000000	-123.470000,-82.380000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.786	-169.770000,-14.130000,0.000000	-80.370000,-10.630000,0.000000	179.340000,-83.530000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
10.906	-170.150000,-13.880000,0.000000	-81.840000,-4.070000,0.000000	-147.910000,-84.410000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.041	-170.530000,-13.640000,0.000000	-82.480000,1.350000,0.000000	-143.300000,-84.790000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.176	-170.860000,-13.160000,0.000000	-83.860000,4.250000,0.000000	142.340000,-85.040000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.295	-171.070000,-13.070000,0.000000	-84.210000,4.860000,0.000000	137.570000,-83.840000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.431	-171.070000,-13.510000,0.000000	-85.210000,4.000000,0.000000	135.590000,-82.650000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.565	-171.280000,-13.620000,0.000000	-86.490000,1.200000,0.000000	135.790000,-82.390000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.686	-171.500000,-13.800000,0.000000	-87.340000,-4.680000,0.000000	133.560000,-78.170000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.820	-171.500000,-14.070000,0.000000	-88.370000,-10.630000,0.000000	131.140000,-79.020000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
11.956	-171.420000,-14.380000,0.000000	-87.500000,-19.190000,0.000000	129.360000,-75.580000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.076	-171.920000,-14.940000,0.000000	-83.170000,-27.210000,0.000000	126.200000,-74.630000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.210	-172.180000,-15.230000,0.000000	-77.820000,-34.780000,0.000000	125.720000,-73.730000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.345	-172.310000,-15.380000,0.000000	-73.230000,-41.660000,0.000000	125.770000,-72.700000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.465	-172.360000,-15.580000,0.000000	-68.750000,-47.820000,0.000000	124.980000,-71.760000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.601	-172.440000,-15.760000,0.000000	-65.630000,-53.410000,0.000000	123.790000,-71.190000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.736	-172.560000,-15.830000,0.000000	-64.000000,-58.120000,0.000000	123.570000,-70.200000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.856	-172.980000,-16.220000,0.000000	-63.480000,-62.110000,0.000000	123.700000,-69.170000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
12.991	-173.650000,-16.350000,0.000000	-64.950000,-65.240000,0.000000	124.060000,-67.460000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.125	-173.810000,-16.350000,0.000000	-66.640000,-66.580000,0.000000	123.970000,-66.930000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.246	-173.830000,-16.450000,0.000000	-68.520000,-67.300000,0.000000	124.950000,-65.920000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.380	-174.060000,-16.680000,0.000000	-71.020000,-67.310000,0.000000	125.490000,-65.560000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.515	-173.990000,-16.590000,0.000000	-72.760000,-67.040000,0.000000	125.190000,-65.300000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.636	-174.000000,-16.700000,0.000000	-73.890000,-66.590000,0.000000	125.200000,-64.890000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.771	-174.040000,-17.060000,0.000000	-76.330000,-65.550000,0.000000	125.470000,-64.270000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
13.906	-174.190000,-16.960000,0.000000	-77.970000,-63.350000,0.000000	124.890000,-63.780000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.040	-174.790000,-17.010000,0.000000	-80.020000,-60.690000,0.000000	124.030000,-63.160000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.161	-174.980000,-17.150000,0.000000	-82.110000,-56.920000,0.000000	123.620000,-62.900000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.295	-175.150000,-17.250000,0.000000	-84.100000,-52.520000,0.000000	123.220000,-62.690000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.416	-175.320000,-17.210000,0.000000	-85.830000,-47.400000,0.000000	122.780000,-62.830000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.551	-175.340000,-17.220000,0.000000	-86.980000,-42.250000,0.000000	123.230000,-63.550000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.685	-175.680000,-17.380000,0.000000	-88.290000,-37.990000,0.000000	122.480000,-63.290000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.805	173.940000,-17.930000,0.000000	-89.540000,-34.020000,0.000000	122.300000,-63.470000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
14.940	-175.290000,-17.760000,0.000000	-90.490000,-29.660000,0.000000	122.120000,-64.070000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.075	-175.560000,-17.710000,0.000000	-91.030000,-25.330000,0.000000	121.830000,-64.890000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.195	178.780000,-17.700000,0.000000	-91.090000,-20.040000,0.000000	123.900000,-67.260000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.331	-177.630000,-17.380000,0.000000	-91.280000,-15.130000,0.000000	126.590000,-69.460000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.465	-177.810000,-17.190000,0.000000	-91.180000,-10.960000,0.000000	128.500000,-71.790000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.586	-177.800000,-17.180000,0.000000	-91.070000,-8.850000,0.000000	127.120000,-72.120000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.721	-177.840000,-17.350000,0.000000	-91.570000,-8.110000,0.000000	126.990000,-71.680000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.856	-178.060000,-17.320000,0.000000	-91.300000,-8.910000,0.000000	126.400000,-70.630000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
15.975	-177.980000,-17.320000,0.000000	-90.220000,-12.520000,0.000000	124.130000,-69.810000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.126	-177.410000,-17.570000,0.000000	-91.580000,-17.480000,0.000000	123.380000,-68.810000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.246	-177.170000,-17.710000,0.000000	-86.750000,-24.660000,0.000000	121.760000,-66.710000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.365	-176.710000,-17.830000,0.000000	-79.530000,-31.430000,0.000000	119.600000,-66.910000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.501	-175.920000,-17.740000,0.000000	-75.140000,-38.220000,0.000000	120.630000,-66.220000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.636	-175.340000,-17.770000,0.000000	-69.840000,-44.470000,0.000000	122.070000,-65.140000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.756	-174.730000,-17.930000,0.000000	-64.860000,-50.260000,0.000000	121.950000,-64.260000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
16.891	-174.390000,-17.940000,0.000000	-61.740000,-55.550000,0.000000	121.790000,-63.100000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.025	-174.110000,-18.010000,0.000000	-59.390000,-60.190000,0.000000	121.510000,-62.330000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.146	-173.870000,-17.990000,0.000000	-57.450000,-64.080000,0.000000	121.170000,-61.390000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.280	-173.870000,-17.970000,0.000000	-55.990000,-67.560000,0.000000	120.720000,-60.830000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.416	-173.930000,-17.880000,0.000000	-53.500000,-70.440000,0.000000	120.020000,-60.180000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.536	-174.010000,-17.960000,0.000000	-54.680000,-72.350000,0.000000	119.900000,-59.350000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.671	-174.220000,-18.150000,0.000000	-58.610000,-73.340000,0.000000	119.810000,-57.910000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.805	-174.310000,-18.330000,0.000000	-62.880000,-72.780000,0.000000	118.640000,-56.320000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
17.926	-174.710000,-18.510000,0.000000	-66.800000,-70.440000,0.000000	117.770000,-55.660000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.061	-175.400000,-18.390000,0.000000	-71.070000,-66.360000,0.000000	116.810000,-55.540000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.210	-175.690000,-18.430000,0.000000	-74.400000,-61.010000,0.000000	115.550000,-56.210000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.315	178.610000,-18.970000,0.000000	-77.400000,-54.470000,0.000000	116.040000,-58.060000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.451	-179.270000,-18.920000,0.000000	-79.820000,-47.460000,0.000000	119.310000,-60.630000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.586	-178.900000,-18.760000,0.000000	-81.260000,-39.950000,0.000000	118.100000,-63.310000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.706	-177.710000,-18.330000,0.000000	-82.370000,-32.040000,0.000000	119.850000,-66.570000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.840	-177.220000,-17.860000,0.000000	-83.640000,-24.770000,0.000000	127.800000,-69.800000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
18.976	-174.680000,-17.180000,0.000000	-85.480000,-16.750000,0.000000	-122.280000,-72.160000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.095	-174.490000,-16.350000,0.000000	-87.120000,-10.080000,0.000000	-128.150000,-73.680000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.231	-174.260000,-15.810000,0.000000	-88.960000,-4.630000,0.000000	167.990000,-75.660000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.365	-174.080000,-15.430000,0.000000	-90.570000,0.160000,0.000000	-147.490000,-76.470000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.485	-174.050000,-15.010000,0.000000	-92.370000,3.770000,0.000000	-149.870000,-77.510000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.621	-174.110000,-14.480000,0.000000	-92.850000,5.630000,0.000000	141.290000,-78.390000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.755	-173.650000,-14.410000,0.000000	-94.230000,5.270000,0.000000	142.190000,-77.420000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
19.875	-173.900000,-14.340000,0.000000	-95.620000,2.620000,0.000000	141.090000,-75.960000,0.000000	90.420000,-12.980000,0.000000	90.640000,-2.240000,0.000000
