time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
4.48142	-25.620000,-82.260000,0.000000	86.930000,-37.030000,0.000000	83.200000,23.110000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.54785	-27.980000,-82.330000,0.000000	86.250000,-39.420000,0.000000	84.070000,25.740000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.54960	-30.500000,-82.450000,0.000000	85.580000,-41.430000,0.000000	84.090000,28.070000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.60087	-33.940000,-82.600000,0.000000	84.720000,-43.330000,0.000000	83.650000,29.870000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.66697	-34.300000,-82.830000,0.000000	84.190000,-44.650000,0.000000	83.690000,31.150000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.71602	-39.840000,-82.930000,0.000000	84.490000,-45.950000,0.000000	83.770000,32.580000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.72868	-39.290000,-82.640000,0.000000	83.830000,-46.780000,0.000000	83.810000,33.120000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.78337	-41.510000,-82.810000,0.000000	84.120000,-47.660000,0.000000	83.430000,33.550000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.84721	-41.230000,-82.670000,0.000000	83.900000,-47.700000,0.000000	83.370000,34.630000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.90023	-46.420000,-83.100000,0.000000	84.380000,-47.340000,0.000000	83.090000,34.450000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.96683	-43.270000,-82.690000,0.000000	84.800000,-46.530000,0.000000	81.910000,34.860000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
4.96831	-48.510000,-82.580000,0.000000	85.350000,-46.020000,0.000000	81.710000,35.030000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.01664	-45.030000,-82.330000,0.000000	85.350000,-44.570000,0.000000	81.110000,34.770000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.08300	-40.930000,-82.450000,0.000000	85.940000,-43.130000,0.000000	81.080000,34.320000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.08837	-37.750000,-82.250000,0.000000	86.030000,-41.810000,0.000000	81.020000,32.920000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.13367	-34.090000,-81.980000,0.000000	86.270000,-40.080000,0.000000	80.480000,32.130000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.20061	-35.910000,-81.580000,0.000000	86.630000,-38.660000,0.000000	80.720000,30.010000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.26566	-34.090000,-81.590000,0.000000	86.690000,-36.900000,0.000000	80.590000,28.540000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.26818	-35.670000,-81.480000,0.000000	86.970000,-35.430000,0.000000	81.280000,27.190000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.32669	-33.350000,-81.500000,0.000000	87.140000,-33.630000,0.000000	81.100000,25.300000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.38479	-33.790000,-81.530000,0.000000	87.230000,-31.920000,0.000000	81.250000,24.100000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.44646	-32.840000,-81.560000,0.000000	87.660000,-30.090000,0.000000	81.540000,22.690000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.44926	-31.190000,-81.550000,0.000000	87.820000,-28.280000,0.000000	81.610000,21.200000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.49889	-31.090000,-81.480000,0.000000	87.920000,-26.490000,0.000000	81.930000,19.860000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.56479	-27.960000,-81.560000,0.000000	87.930000,-24.710000,0.000000	82.060000,18.350000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.61670	-27.990000,-81.470000,0.000000	88.030000,-23.230000,0.000000	82.230000,16.800000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.62813	-27.310000,-81.350000,0.000000	87.960000,-21.700000,0.000000	82.390000,15.400000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.68150	-26.020000,-81.340000,0.000000	87.990000,-20.100000,0.000000	82.600000,14.080000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.77400	-26.190000,-81.390000,0.000000	88.060000,-18.450000,0.000000	82.570000,12.480000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.80585	-26.330000,-81.480000,0.000000	88.250000,-17.040000,0.000000	82.610000,11.440000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.80831	-26.480000,-81.550000,0.000000	88.500000,-15.520000,0.000000	82.800000,10.370000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.86524	-25.840000,-81.520000,0.000000	88.580000,-13.980000,0.000000	83.190000,9.310000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.91710	-25.120000,-81.480000,0.000000	88.440000,-12.600000,0.000000	83.560000,8.320000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.98655	-24.040000,-81.400000,0.000000	88.610000,-11.370000,0.000000	83.500000,7.130000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
5.98830	-22.900000,-81.450000,0.000000	88.690000,-10.090000,0.000000	83.500000,5.900000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.04727	-22.540000,-81.340000,0.000000	88.960000,-8.800000,0.000000	83.590000,5.240000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.09864	-22.130000,-81.420000,0.000000	89.270000,-7.630000,0.000000	83.510000,5.010000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.16688	-22.770000,-81.520000,0.000000	89.490000,-6.760000,0.000000	83.510000,4.830000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.16878	-20.860000,-81.550000,0.000000	89.650000,-5.610000,0.000000	83.400000,4.350000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.21727	-19.100000,-81.390000,0.000000	89.670000,-4.260000,0.000000	83.360000,3.930000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.28251	-17.120000,-81.160000,0.000000	89.750000,-2.880000,0.000000	83.090000,3.950000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.34517	-15.630000,-80.780000,0.000000	89.730000,-1.530000,0.000000	82.900000,3.610000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.34843	-12.400000,-80.270000,0.000000	89.460000,-0.080000,0.000000	82.680000,3.090000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.39934	-9.890000,-80.000000,0.000000	89.250000,1.080000,0.000000	82.600000,2.860000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.46678	-8.170000,-79.920000,0.000000	89.100000,2.160000,0.000000	82.540000,2.740000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.51760	-7.500000,-79.870000,0.000000	89.090000,3.120000,0.000000	82.320000,3.110000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.58142	-10.650000,-79.820000,0.000000	89.050000,3.660000,0.000000	82.090000,3.320000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.58828	-13.570000,-79.640000,0.000000	89.070000,3.820000,0.000000	82.300000,3.040000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.64658	-16.470000,-79.270000,0.000000	89.180000,3.660000,0.000000	82.330000,2.670000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.69840	-19.120000,-78.920000,0.000000	88.990000,3.650000,0.000000	82.110000,2.090000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.70831	-20.600000,-78.820000,0.000000	88.870000,3.670000,0.000000	81.890000,1.750000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.76580	-22.270000,-78.810000,0.000000	88.930000,3.860000,0.000000	81.650000,1.770000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.81847	-22.940000,-78.850000,0.000000	88.780000,3.690000,0.000000	81.350000,1.820000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.88256	-25.280000,-78.940000,0.000000	88.640000,3.780000,0.000000	81.270000,2.630000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.88804	-26.590000,-79.370000,0.000000	88.370000,4.000000,0.000000	80.630000,4.610000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
6.94648	-27.510000,-79.800000,0.000000	87.860000,4.830000,0.000000	79.650000,7.100000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.06403	-26.430000,-79.460000,0.000000	87.770000,5.830000,0.000000	78.500000,9.530000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.06812	-23.750000,-78.680000,0.000000	87.520000,6.190000,0.000000	77.970000,10.130000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.07002	-21.870000,-77.570000,0.000000	87.220000,6.210000,0.000000	77.690000,11.550000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.12000	-20.150000,-77.000000,0.000000	87.180000,6.030000,0.000000	77.000000,13.750000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.18320	-19.230000,-76.160000,0.000000	87.140000,5.580000,0.000000	74.730000,15.880000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.24745	-18.740000,-75.580000,0.000000	86.860000,4.970000,0.000000	72.070000,20.030000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.24983	-19.270000,-74.990000,0.000000	86.850000,4.960000,0.000000	64.130000,25.050000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.29944	-18.940000,-74.450000,0.000000	87.050000,5.230000,0.000000	52.160000,28.420000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.36660	-18.690000,-73.730000,0.000000	87.100000,5.540000,0.000000	41.290000,31.500000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
7.41947	-16.610000,-73.010000,0.000000	86.940000,5.850000,0.000000	29.400000,34.450000,0.000000	88.030000,3.720000,0.000000	82.360000,-5.820000,0.000000
