time	pelvis_imu	femur_r_imu	tibia_r_imu
6.239	-22.410000,-55.910000,0.000000	-109.910000,-85.060000,0.000000	-41.360000,-85.980000,0.000000
6.360	-23.340000,-55.800000,0.000000	-102.830000,-83.630000,0.000000	-28.280000,-85.830000,0.000000
6.495	-23.820000,-56.000000,0.000000	-96.370000,-82.850000,0.000000	-23.900000,-84.990000,0.000000
6.630	-24.610000,-55.840000,0.000000	-90.820000,-81.870000,0.000000	-26.780000,-84.510000,0.000000
6.749	-26.170000,-55.750000,0.000000	-86.620000,-80.390000,0.000000	-25.310000,-84.220000,0.000000
6.885	-26.520000,-55.660000,0.000000	-85.040000,-78.910000,0.000000	-29.660000,-83.020000,0.000000
7.034	-27.470000,-55.660000,0.000000	-84.960000,-76.600000,0.000000	-35.380000,-81.550000,0.000000
7.139	-28.290000,-55.690000,0.000000	-84.460000,-74.660000,0.000000	-40.710000,-79.380000,0.000000
7.275	-30.060000,-55.870000,0.000000	-84.060000,-71.930000,0.000000	-44.400000,-77.820000,0.000000
7.409	-31.190000,-56.230000,0.000000	-84.550000,-69.220000,0.000000	-49.890000,-75.900000,0.000000
7.530	-33.100000,-56.630000,0.000000	-84.750000,-64.650000,0.000000	-54.290000,-72.880000,0.000000
7.665	-35.290000,-56.990000,0.000000	-84.990000,-59.660000,0.000000	-58.300000,-69.280000,0.000000
7.800	-37.450000,-57.250000,0.000000	-85.120000,-55.140000,0.000000	-62.080000,-65.690000,0.000000
7.919	-39.700000,-57.960000,0.000000	-85.290000,-50.610000,0.000000	-66.430000,-61.990000,0.000000
8.054	-41.510000,-58.380000,0.000000	-85.610000,-46.790000,0.000000	-69.890000,-58.410000,0.000000
8.189	-44.270000,-58.990000,0.000000	-85.720000,-42.200000,0.000000	-72.900000,-54.910000,0.000000
8.310	-46.260000,-59.340000,0.000000	-85.910000,-37.560000,0.000000	-75.780000,-51.490000,0.000000
8.445	-49.170000,-59.890000,0.000000	-85.960000,-33.410000,0.000000	-78.420000,-47.730000,0.000000
8.579	-51.310000,-60.970000,0.000000	-85.780000,-29.480000,0.000000	-80.780000,-44.320000,0.000000
8.700	-53.330000,-61.410000,0.000000	-85.850000,-25.910000,0.000000	-82.260000,-40.800000,0.000000
8.834	-56.130000,-61.850000,0.000000	-85.620000,-22.690000,0.000000	-83.440000,-37.890000,0.000000
8.970	-58.910000,-62.350000,0.000000	-85.780000,-19.820000,0.000000	-84.200000,-35.680000,0.000000
9.090	-61.160000,-63.000000,0.000000	-85.680000,-17.530000,0.000000	-85.090000,-33.470000,0.000000
9.225	-62.650000,-63.630000,0.000000	-86.250000,-15.440000,0.000000	-86.060000,-31.500000,0.000000
9.360	-64.340000,-63.660000,0.000000	-86.710000,-14.070000,0.000000	-86.860000,-30.160000,0.000000
9.479	-65.910000,-63.670000,0.000000	-87.240000,-13.020000,0.000000	-86.800000,-28.950000,0.000000
9.615	-66.510000,-64.100000,0.000000	-87.650000,-12.720000,0.000000	-87.030000,-28.600000,0.000000
9.764	-67.880000,-64.380000,0.000000	-88.020000,-12.350000,0.000000	-87.080000,-28.070000,0.000000
9.870	-69.010000,-64.620000,0.000000	-88.530000,-12.160000,0.000000	-87.020000,-27.870000,0.000000
10.004	-69.400000,-65.020000,0.000000	-89.180000,-12.300000,0.000000	-87.050000,-27.930000,0.000000
10.139	-69.820000,-65.180000,0.000000	-90.170000,-12.210000,0.000000	-87.010000,-27.530000,0.000000
10.260	-70.250000,-65.680000,0.000000	-90.970000,-12.690000,0.000000	-87.240000,-27.660000,0.000000
10.394	-69.830000,-66.170000,0.000000	-91.560000,-13.200000,0.000000	-87.420000,-27.920000,0.000000
10.530	-70.370000,-66.050000,0.000000	-92.260000,-13.630000,0.000000	-87.480000,-28.360000,0.000000
10.649	-70.130000,-65.960000,0.000000	-92.680000,-14.100000,0.000000	-87.460000,-28.400000,0.000000
10.785	-69.390000,-66.150000,0.000000	-93.230000,-14.820000,0.000000	-87.450000,-28.820000,0.000000
10.919	-68.780000,-66.230000,0.000000	-93.700000,-15.450000,0.000000	-87.140000,-29.330000,0.000000
11.040	-69.060000,-66.220000,0.000000	-94.000000,-16.060000,0.000000	-86.950000,-29.770000,0.000000
11.175	-68.810000,-66.430000,0.000000	-94.180000,-16.760000,0.000000	-86.630000,-30.000000,0.000000
11.309	-68.550000,-66.590000,0.000000	-94.400000,-17.360000,0.000000	-86.490000,-30.640000,0.000000
11.430	-68.180000,-66.570000,0.000000	-94.660000,-18.010000,0.000000	-85.820000,-31.550000,0.000000
11.564	-67.740000,-66.420000,0.000000	-95.090000,-19.070000,0.000000	-85.370000,-32.420000,0.000000
11.700	-67.660000,-66.280000,0.000000	-95.410000,-19.990000,0.000000	-84.910000,-34.310000,0.000000
11.819	-66.550000,-66.540000,0.000000	-95.680000,-21.840000,0.000000	-85.120000,-36.960000,0.000000
11.954	-66.020000,-66.360000,0.000000	-96.030000,-23.540000,0.000000	-84.990000,-39.270000,0.000000
12.090	-64.250000,-66.250000,0.000000	-96.210000,-25.820000,0.000000	-84.420000,-41.550000,0.000000
12.209	-62.720000,-65.620000,0.000000	-96.680000,-27.700000,0.000000	-84.290000,-44.780000,0.000000
12.345	-61.130000,-65.210000,0.000000	-97.260000,-31.080000,0.000000	-84.440000,-48.880000,0.000000
12.479	-58.060000,-64.810000,0.000000	-96.940000,-34.470000,0.000000	-82.490000,-53.020000,0.000000
12.600	-55.400000,-63.960000,0.000000	-97.320000,-38.470000,0.000000	-81.730000,-57.020000,0.000000
12.734	-52.760000,-63.210000,0.000000	-97.280000,-42.990000,0.000000	-81.000000,-60.670000,0.000000
12.869	-50.030000,-62.360000,0.000000	-97.350000,-47.190000,0.000000	-77.790000,-64.470000,0.000000
12.990	-47.280000,-61.680000,0.000000	-97.260000,-51.780000,0.000000	-77.360000,-68.710000,0.000000
13.125	-43.800000,-60.630000,0.000000	-97.140000,-56.270000,0.000000	-76.580000,-72.230000,0.000000
13.259	-41.060000,-59.600000,0.000000	-97.600000,-61.050000,0.000000	-74.890000,-76.030000,0.000000
13.380	-37.870000,-58.710000,0.000000	-99.960000,-65.630000,0.000000	-71.110000,-79.280000,0.000000
13.515	-35.060000,-57.970000,0.000000	-103.750000,-69.800000,0.000000	-85.570000,-82.870000,0.000000
13.649	-32.100000,-57.300000,0.000000	-107.270000,-74.070000,0.000000	-85.580000,-85.080000,0.000000
13.770	-29.290000,-56.750000,0.000000	-110.570000,-77.580000,0.000000	-84.690000,-87.070000,0.000000
13.904	-27.180000,-56.710000,0.000000	-114.560000,-80.360000,0.000000	-91.720000,-89.080000,0.000000
14.040	-25.720000,-56.590000,0.000000	-117.230000,-82.800000,0.000000	-92.640000,-90.390000,0.000000
14.160	-24.400000,-56.620000,0.000000	-120.120000,-84.770000,0.000000	-92.620000,-91.520000,0.000000
14.295	-23.390000,-56.590000,0.000000	-122.370000,-86.310000,0.000000	-93.510000,-92.080000,0.000000
14.430	-23.090000,-56.650000,0.000000	-124.000000,-87.620000,0.000000	-94.710000,-92.680000,0.000000
14.550	-22.780000,-56.750000,0.000000	-125.970000,-88.640000,0.000000	-97.090000,-93.330000,0.000000
14.684	-22.680000,-56.930000,0.000000	-127.830000,-89.300000,0.000000	-95.820000,-93.750000,0.000000
14.819	-22.440000,-57.110000,0.000000	-128.500000,-89.770000,0.000000	-97.570000,-94.030000,0.000000
14.940	-22.510000,-57.390000,0.000000	-128.860000,-90.150000,0.000000	-96.740000,-94.320000,0.000000
15.074	-22.320000,-57.590000,0.000000	-129.550000,-90.210000,0.000000	-96.120000,-94.170000,0.000000
15.209	-22.450000,-57.890000,0.000000	-130.630000,-90.060000,0.000000	-96.580000,-94.040000,0.000000
15.330	-22.700000,-58.080000,0.000000	-131.370000,-89.790000,0.000000	-95.320000,-93.830000,0.000000
15.464	-23.310000,-58.250000,0.000000	-131.620000,-89.470000,0.000000	-95.450000,-93.290000,0.000000
15.600	-23.630000,-58.360000,0.000000	-131.520000,-89.120000,0.000000	-95.810000,-92.770000,0.000000
15.719	-24.180000,-58.500000,0.000000	-130.820000,-88.670000,0.000000	-95.340000,-92.480000,0.000000
15.855	-24.530000,-58.760000,0.000000	-130.250000,-88.210000,0.000000	-94.390000,-92.010000,0.000000
15.990	-25.020000,-58.850000,0.000000	-129.490000,-87.670000,0.000000	-92.970000,-91.390000,0.000000
16.109	-25.080000,-58.870000,0.000000	-129.200000,-87.000000,0.000000	-94.330000,-91.210000,0.000000
16.245	-25.580000,-58.920000,0.000000	-128.310000,-86.450000,0.000000	-93.690000,-90.850000,0.000000
16.379	-25.790000,-59.000000,0.000000	-127.610000,-86.040000,0.000000	-91.770000,-90.460000,0.000000
16.499	-26.070000,-58.830000,0.000000	-127.490000,-85.490000,0.000000	-91.090000,-90.050000,0.000000
16.634	-26.400000,-58.780000,0.000000	-126.490000,-85.100000,0.000000	-90.610000,-89.720000,0.000000
16.770	-26.510000,-58.720000,0.000000	-125.610000,-84.830000,0.000000	-90.490000,-89.450000,0.000000
16.890	-26.390000,-58.670000,0.000000	-125.540000,-84.560000,0.000000	-88.040000,-89.210000,0.000000
17.025	-26.440000,-58.490000,0.000000	-124.650000,-84.450000,0.000000	-85.960000,-89.110000,0.000000
17.159	-26.390000,-58.430000,0.000000	-123.960000,-84.080000,0.000000	-86.860000,-89.000000,0.000000
17.280	-26.310000,-58.380000,0.000000	-122.770000,-83.920000,0.000000	-85.300000,-88.930000,0.000000
17.415	-26.160000,-58.380000,0.000000	-122.700000,-83.770000,0.000000	-85.570000,-88.660000,0.000000
17.549	-26.280000,-58.270000,0.000000	-122.850000,-83.350000,0.000000	-84.960000,-88.380000,0.000000
17.669	-26.120000,-58.490000,0.000000	-123.320000,-82.880000,0.000000	-88.700000,-88.310000,0.000000
17.804	-26.000000,-58.530000,0.000000	-123.010000,-82.840000,0.000000	-92.390000,-88.120000,0.000000
17.939	-26.290000,-58.450000,0.000000	-122.310000,-82.500000,0.000000	-91.420000,-87.860000,0.000000
18.060	-26.490000,-58.460000,0.000000	-120.850000,-82.630000,0.000000	-76.750000,-88.000000,0.000000
18.194	-26.440000,-58.070000,0.000000	-120.680000,-82.680000,0.000000	-76.890000,-87.140000,0.000000
18.330	-25.920000,-57.340000,0.000000	-122.490000,-82.650000,0.000000	-62.530000,-87.350000,0.000000
18.449	-25.960000,-56.780000,0.000000	-121.380000,-82.130000,0.000000	-55.500000,-87.290000,0.000000
18.585	-26.130000,-55.970000,0.000000	-117.430000,-81.860000,0.000000	-56.570000,-86.700000,0.000000
18.719	-26.120000,-55.480000,0.000000	-114.820000,-81.410000,0.000000	-57.540000,-85.950000,0.000000
18.840	-26.890000,-55.150000,0.000000	-113.080000,-80.230000,0.000000	-60.370000,-84.830000,0.000000
18.975	-27.430000,-55.010000,0.000000	-113.320000,-78.500000,0.000000	-62.630000,-83.020000,0.000000
19.109	-28.750000,-55.210000,0.000000	-111.190000,-76.080000,0.000000	-64.150000,-80.950000,0.000000
19.230	-29.800000,-55.850000,0.000000	-108.680000,-72.230000,0.000000	-65.160000,-79.110000,0.000000
19.379	-30.430000,-56.900000,0.000000	-106.700000,-68.620000,0.000000	-66.780000,-76.630000,0.000000
19.500	-32.300000,-57.690000,0.000000	-104.570000,-64.800000,0.000000	-69.120000,-73.830000,0.000000
19.619	-34.040000,-58.520000,0.000000	-102.880000,-60.750000,0.000000	-70.900000,-70.490000,0.000000
19.755	-35.910000,-59.030000,0.000000	-100.950000,-56.130000,0.000000	-72.510000,-67.180000,0.000000
19.890	-38.350000,-59.770000,0.000000	-99.140000,-51.870000,0.000000	-74.260000,-64.340000,0.000000
20.010	-40.780000,-60.730000,0.000000	-97.320000,-47.070000,0.000000	-75.370000,-60.950000,0.000000
20.145	-43.530000,-61.490000,0.000000	-95.690000,-42.340000,0.000000	-76.060000,-57.190000,0.000000
20.279	-46.870000,-61.990000,0.000000	-94.280000,-37.410000,0.000000	-77.420000,-53.640000,0.000000
20.399	-49.700000,-63.160000,0.000000	-92.650000,-32.810000,0.000000	-78.200000,-50.200000,0.000000
20.534	-53.030000,-63.840000,0.000000	-90.950000,-28.500000,0.000000	-78.680000,-46.960000,0.000000
20.670	-55.480000,-64.570000,0.000000	-89.530000,-24.850000,0.000000	-78.950000,-43.680000,0.000000
20.790	-60.340000,-64.730000,0.000000	-88.170000,-20.890000,0.000000	-79.400000,-40.920000,0.000000
20.924	-63.990000,-65.360000,0.000000	-87.540000,-17.680000,0.000000	-79.890000,-38.220000,0.000000
21.060	-67.620000,-65.890000,0.000000	-86.890000,-15.060000,0.000000	-80.290000,-35.870000,0.000000
21.194	-71.050000,-65.640000,0.000000	-86.680000,-12.150000,0.000000	-80.340000,-33.420000,0.000000
21.314	-73.460000,-66.070000,0.000000	-86.640000,-10.070000,0.000000	-80.650000,-31.580000,0.000000
21.449	-75.960000,-66.630000,0.000000	-86.740000,-8.600000,0.000000	-80.800000,-30.150000,0.000000
21.569	-78.020000,-66.830000,0.000000	-86.950000,-7.310000,0.000000	-80.780000,-28.650000,0.000000
21.704	-79.410000,-67.210000,0.000000	-87.310000,-6.920000,0.000000	-80.700000,-27.630000,0.000000
21.840	-80.410000,-67.440000,0.000000	-87.350000,-6.340000,0.000000	-80.780000,-26.960000,0.000000
21.959	-80.850000,-67.620000,0.000000	-87.660000,-6.340000,0.000000	-80.870000,-26.560000,0.000000
22.094	-80.360000,-67.960000,0.000000	-87.900000,-6.580000,0.000000	-81.000000,-26.230000,0.000000
22.230	-80.710000,-67.940000,0.000000	-88.250000,-6.750000,0.000000	-80.880000,-25.930000,0.000000
22.349	-81.010000,-67.930000,0.000000	-88.430000,-7.200000,0.000000	-81.310000,-26.170000,0.000000
22.485	-80.990000,-68.000000,0.000000	-88.810000,-7.560000,0.000000	-81.630000,-26.610000,0.000000
22.619	-80.020000,-68.210000,0.000000	-89.040000,-8.360000,0.000000	-82.240000,-26.990000,0.000000
22.739	-79.940000,-68.030000,0.000000	-89.580000,-8.820000,0.000000	-82.230000,-27.330000,0.000000
22.875	-80.420000,-67.570000,0.000000	-90.000000,-9.110000,0.000000	-81.900000,-27.540000,0.000000
23.009	-80.100000,-67.640000,0.000000	-90.460000,-9.750000,0.000000	-81.640000,-28.030000,0.000000
23.130	-78.900000,-67.920000,0.000000	-90.510000,-10.650000,0.000000	-81.580000,-28.620000,0.000000
23.264	-78.430000,-68.070000,0.000000	-90.780000,-11.650000,0.000000	-81.140000,-29.040000,0.000000
23.400	-78.110000,-68.000000,0.000000	-91.160000,-12.560000,0.000000	-81.220000,-29.570000,0.000000
23.520	-78.060000,-67.940000,0.000000	-91.310000,-13.140000,0.000000	-81.370000,-29.750000,0.000000
23.655	-78.100000,-67.690000,0.000000	-91.560000,-13.740000,0.000000	-81.560000,-29.940000,0.000000
23.790	-78.240000,-67.500000,0.000000	-91.730000,-14.040000,0.000000	-81.530000,-30.260000,0.000000
23.909	-78.020000,-67.340000,0.000000	-91.780000,-14.860000,0.000000	-81.280000,-30.930000,0.000000
24.044	-77.260000,-67.210000,0.000000	-91.920000,-15.480000,0.000000	-81.100000,-31.350000,0.000000
24.179	-76.900000,-66.690000,0.000000	-92.080000,-15.920000,0.000000	-80.970000,-31.870000,0.000000
24.300	-76.450000,-66.620000,0.000000	-92.450000,-16.490000,0.000000	-80.890000,-32.310000,0.000000
24.434	-76.170000,-66.780000,0.000000	-92.530000,-17.010000,0.000000	-80.910000,-32.850000,0.000000
24.570	-75.910000,-66.910000,0.000000	-92.570000,-17.410000,0.000000	-81.030000,-33.330000,0.000000
24.690	-75.970000,-66.720000,0.000000	-92.460000,-17.720000,0.000000	-80.940000,-33.410000,0.000000
24.824	-76.110000,-66.770000,0.000000	-92.330000,-17.980000,0.000000	-80.960000,-33.880000,0.000000
24.960	-76.180000,-66.720000,0.000000	-92.360000,-18.180000,0.000000	-80.990000,-33.930000,0.000000
25.079	-75.920000,-66.670000,0.000000	-92.440000,-18.350000,0.000000	-81.060000,-34.160000,0.000000
25.215	-75.460000,-66.710000,0.000000	-92.530000,-18.550000,0.000000	-81.040000,-34.520000,0.000000
25.349	-75.240000,-66.540000,0.000000	-92.790000,-18.620000,0.000000	-81.140000,-34.720000,0.000000
25.470	-74.530000,-66.590000,0.000000	-92.910000,-19.040000,0.000000	-81.260000,-35.470000,0.000000
25.604	-73.200000,-66.390000,0.000000	-93.060000,-19.450000,0.000000	-81.800000,-35.560000,0.000000
25.740	-72.910000,-66.480000,0.000000	-92.980000,-19.660000,0.000000	-81.930000,-35.800000,0.000000
25.859	-72.500000,-66.230000,0.000000	-92.650000,-19.400000,0.000000	-81.760000,-36.350000,0.000000
25.994	-71.890000,-65.980000,0.000000	-92.520000,-19.500000,0.000000	-82.160000,-36.770000,0.000000
26.130	-71.290000,-66.230000,0.000000	-92.400000,-19.550000,0.000000	-82.180000,-37.350000,0.000000
26.249	-70.700000,-66.570000,0.000000	-92.120000,-19.510000,0.000000	-82.210000,-37.990000,0.000000
26.385	-71.020000,-66.260000,0.000000	-91.990000,-19.090000,0.000000	-82.360000,-39.420000,0.000000
26.519	-70.970000,-66.070000,0.000000	-91.620000,-18.800000,0.000000	-82.500000,-40.880000,0.000000
26.639	-70.870000,-65.770000,0.000000	-91.270000,-17.860000,0.000000	-82.720000,-43.220000,0.000000
26.774	-70.320000,-65.810000,0.000000	-90.550000,-17.660000,0.000000	-83.230000,-45.970000,0.000000
26.909	-69.990000,-65.580000,0.000000	-90.090000,-17.030000,0.000000	-83.230000,-49.530000,0.000000
27.030	-69.930000,-65.300000,0.000000	-89.570000,-16.030000,0.000000	-84.100000,-53.820000,0.000000
27.164	-70.360000,-65.120000,0.000000	-89.560000,-14.720000,0.000000	-85.140000,-59.190000,0.000000
27.300	-69.860000,-65.260000,0.000000	-89.240000,-14.170000,0.000000	-85.230000,-64.330000,0.000000
27.419	-70.820000,-64.870000,0.000000	-88.990000,-13.140000,0.000000	-89.160000,-69.600000,0.000000
27.555	-71.390000,-65.060000,0.000000	-88.940000,-12.360000,0.000000	-56.710000,-74.440000,0.000000
27.690	-73.960000,-65.090000,0.000000	-89.460000,-11.300000,0.000000	-26.970000,-77.750000,0.000000
27.809	-74.270000,-65.090000,0.000000	-89.000000,-10.590000,0.000000	-4.230000,-80.900000,0.000000
27.945	-74.250000,-64.880000,0.000000	-88.910000,-9.900000,0.000000	14.700000,-83.430000,0.000000
28.078	-74.170000,-65.010000,0.000000	-88.920000,-9.510000,0.000000	33.790000,-85.280000,0.000000
28.199	-74.040000,-64.750000,0.000000	-88.650000,-9.160000,0.000000	49.780000,-87.100000,0.000000
28.334	-73.560000,-64.510000,0.000000	-88.580000,-8.970000,0.000000	64.060000,-88.540000,0.000000
28.469	-73.240000,-64.460000,0.000000	-88.360000,-8.740000,0.000000	73.400000,-89.750000,0.000000
28.589	-72.920000,-64.310000,0.000000	-88.270000,-8.510000,0.000000	82.320000,-90.960000,0.000000
28.724	-72.480000,-64.180000,0.000000	-88.050000,-8.400000,0.000000	85.590000,-92.230000,0.000000
28.860	-72.240000,-63.730000,0.000000	-88.140000,-8.250000,0.000000	84.950000,-93.300000,0.000000
28.979	-71.730000,-63.770000,0.000000	-88.350000,-8.250000,0.000000	83.430000,-94.020000,0.000000
29.115	-71.330000,-63.870000,0.000000	-88.510000,-8.420000,0.000000	93.040000,-94.600000,0.000000
29.249	-71.210000,-64.020000,0.000000	-88.550000,-8.620000,0.000000	89.640000,-95.000000,0.000000
29.370	-70.530000,-63.820000,0.000000	-88.450000,-8.820000,0.000000	82.830000,-95.230000,0.000000
29.504	-70.410000,-63.610000,0.000000	-88.700000,-9.000000,0.000000	74.980000,-95.310000,0.000000
29.639	-70.590000,-63.780000,0.000000	-88.950000,-9.100000,0.000000	61.280000,-95.240000,0.000000
29.760	-70.760000,-63.910000,0.000000	-89.070000,-9.250000,0.000000	55.260000,-95.210000,0.000000
29.894	-70.950000,-63.960000,0.000000	-89.230000,-9.370000,0.000000	41.420000,-95.030000,0.000000
30.029	-70.960000,-64.080000,0.000000	-89.500000,-9.530000,0.000000	35.880000,-95.040000,0.000000
30.164	-70.710000,-64.300000,0.000000	-89.620000,-9.570000,0.000000	22.390000,-94.600000,0.000000
30.284	-70.690000,-64.340000,0.000000	-89.900000,-9.690000,0.000000	3.730000,-94.210000,0.000000
30.419	-70.410000,-64.470000,0.000000	-90.140000,-9.870000,0.000000	-11.460000,-93.860000,0.000000
30.539	-70.580000,-64.390000,0.000000	-90.380000,-9.840000,0.000000	-25.250000,-93.390000,0.000000
30.675	-70.490000,-64.380000,0.000000	-90.550000,-9.930000,0.000000	-36.050000,-93.000000,0.000000
30.809	-70.320000,-64.410000,0.000000	-90.630000,-9.980000,0.000000	-39.400000,-92.570000,0.000000
30.930	-70.670000,-64.420000,0.000000	-90.760000,-10.170000,0.000000	-29.550000,-92.060000,0.000000
31.064	-70.650000,-64.580000,0.000000	-91.030000,-10.790000,0.000000	-11.380000,-90.500000,0.000000
31.200	-68.920000,-64.880000,0.000000	-91.270000,-12.650000,0.000000	0.470000,-88.910000,0.000000
31.319	-67.510000,-65.050000,0.000000	-91.590000,-14.720000,0.000000	13.040000,-87.780000,0.000000
31.454	-64.830000,-64.860000,0.000000	-92.170000,-17.310000,0.000000	25.650000,-86.030000,0.000000
31.590	-63.160000,-64.700000,0.000000	-92.850000,-20.650000,0.000000	37.740000,-84.220000,0.000000
31.709	-59.470000,-64.420000,0.000000	-93.480000,-25.230000,0.000000	48.570000,-81.270000,0.000000
31.845	-56.270000,-63.990000,0.000000	-93.920000,-29.980000,0.000000	59.290000,-78.590000,0.000000
31.979	-52.670000,-62.970000,0.000000	-93.560000,-35.870000,0.000000	66.160000,-78.330000,0.000000
32.100	-50.010000,-61.750000,0.000000	115.350000,-42.820000,0.000000	72.430000,-78.810000,0.000000
32.234	-45.990000,-60.910000,0.000000	-97.920000,-49.960000,0.000000	76.570000,-78.350000,0.000000
32.370	-41.900000,-59.600000,0.000000	-99.130000,-56.450000,0.000000	65.730000,-79.030000,0.000000
32.489	-37.910000,-59.110000,0.000000	-104.560000,-62.770000,0.000000	58.390000,-80.070000,0.000000
32.624	-33.780000,-59.000000,0.000000	-111.320000,-68.650000,0.000000	38.020000,-80.960000,0.000000
32.760	-30.580000,-59.020000,0.000000	-117.160000,-73.750000,0.000000	10.380000,-82.080000,0.000000
32.879	-28.120000,-59.090000,0.000000	-121.460000,-78.030000,0.000000	-10.830000,-83.050000,0.000000
