time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
2.27432	-5.890000,-70.510000,0.000000	92.210000,5.220000,0.000000	87.240000,3.790000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.33853	-5.690000,-70.600000,0.000000	92.220000,5.130000,0.000000	87.300000,4.180000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.34324	-5.520000,-70.610000,0.000000	92.270000,5.220000,0.000000	87.370000,4.270000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.39795	-5.510000,-70.510000,0.000000	92.170000,5.320000,0.000000	87.290000,4.310000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.46798	-5.510000,-70.600000,0.000000	92.250000,5.180000,0.000000	87.430000,4.300000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.51974	-5.650000,-70.680000,0.000000	92.270000,5.060000,0.000000	87.300000,4.260000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.52218	-6.310000,-70.620000,0.000000	92.250000,4.770000,0.000000	87.390000,4.050000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.57898	-6.390000,-70.600000,0.000000	92.300000,4.820000,0.000000	87.460000,3.820000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.63690	-6.010000,-70.750000,0.000000	92.390000,5.010000,0.000000	87.290000,3.830000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.69964	-6.110000,-70.770000,0.000000	92.560000,5.010000,0.000000	87.320000,4.240000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.70198	-4.840000,-70.550000,0.000000	92.670000,5.060000,0.000000	87.340000,4.410000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.75525	-5.300000,-70.660000,0.000000	92.570000,4.580000,0.000000	87.340000,3.980000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.81934	-5.940000,-70.730000,0.000000	92.820000,3.910000,0.000000	87.570000,3.330000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.87166	-4.990000,-70.600000,0.000000	92.960000,4.240000,0.000000	87.610000,3.820000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.88432	-4.430000,-70.550000,0.000000	92.880000,4.590000,0.000000	87.590000,4.070000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
2.93987	-4.010000,-70.220000,0.000000	92.880000,4.830000,0.000000	87.370000,4.220000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.00401	-2.980000,-70.010000,0.000000	92.830000,5.340000,0.000000	87.390000,4.480000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.05420	-2.690000,-69.940000,0.000000	92.850000,5.460000,0.000000	87.380000,4.910000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.06254	-2.480000,-69.850000,0.000000	92.990000,5.390000,0.000000	87.590000,4.760000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.12113	-2.420000,-69.720000,0.000000	92.930000,5.400000,0.000000	87.580000,4.770000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.18015	-2.450000,-69.690000,0.000000	92.770000,5.440000,0.000000	87.370000,4.770000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.24224	-2.380000,-69.440000,0.000000	92.780000,5.440000,0.000000	87.240000,4.910000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.24437	-2.000000,-69.320000,0.000000	92.860000,5.640000,0.000000	87.420000,5.130000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.30000	-0.700000,-69.310000,0.000000	93.010000,5.910000,0.000000	87.460000,5.690000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.35499	-0.240000,-69.260000,0.000000	93.090000,5.690000,0.000000	87.610000,5.540000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.47314	0.150000,-69.330000,0.000000	93.210000,4.870000,0.000000	88.090000,4.090000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.48193	0.310000,-69.200000,0.000000	92.660000,3.550000,0.000000	88.150000,2.130000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.48402	-0.250000,-69.310000,0.000000	92.040000,2.670000,0.000000	87.970000,1.500000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.53626	-1.020000,-69.610000,0.000000	91.180000,2.160000,0.000000	88.600000,1.870000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.58725	-0.820000,-69.850000,0.000000	90.540000,1.800000,0.000000	87.360000,1.320000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.60194	-2.410000,-69.910000,0.000000	90.080000,0.470000,0.000000	86.440000,0.440000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.65721	-3.640000,-69.910000,0.000000	89.560000,-0.350000,0.000000	85.610000,-0.030000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.71956	-4.180000,-70.170000,0.000000	88.780000,-1.590000,0.000000	85.830000,1.110000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.77601	-4.840000,-70.670000,0.000000	88.730000,-3.260000,0.000000	85.950000,2.000000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.78189	-6.810000,-71.020000,0.000000	88.850000,-5.010000,0.000000	85.700000,2.880000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.83918	-7.730000,-71.430000,0.000000	88.700000,-6.990000,0.000000	85.060000,2.830000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.89220	-8.600000,-71.960000,0.000000	88.440000,-8.900000,0.000000	84.210000,2.810000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.98333	-9.530000,-72.210000,0.000000	87.970000,-11.260000,0.000000	83.070000,1.270000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
3.98789	-10.180000,-72.430000,0.000000	86.460000,-13.520000,0.000000	82.180000,-0.470000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.01972	-10.840000,-72.730000,0.000000	85.160000,-15.320000,0.000000	81.370000,-2.300000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.07276	-12.150000,-73.010000,0.000000	84.020000,-17.050000,0.000000	80.520000,-4.210000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.13966	-14.250000,-73.210000,0.000000	82.340000,-18.570000,0.000000	80.200000,-5.580000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.14395	-13.920000,-73.620000,0.000000	81.280000,-19.850000,0.000000	79.720000,-6.240000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.18989	-15.590000,-74.040000,0.000000	80.650000,-21.570000,0.000000	79.370000,-6.630000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.25437	-18.020000,-73.840000,0.000000	79.980000,-23.190000,0.000000	78.910000,-7.800000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.31975	-18.830000,-74.030000,0.000000	78.630000,-24.380000,0.000000	78.620000,-7.700000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.32362	-20.160000,-74.140000,0.000000	77.470000,-25.460000,0.000000	77.700000,-8.160000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.36910	-21.930000,-74.040000,0.000000	76.320000,-26.710000,0.000000	76.720000,-9.200000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.43740	-23.230000,-73.980000,0.000000	74.960000,-27.380000,0.000000	75.830000,-10.300000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.50245	-23.200000,-73.840000,0.000000	73.390000,-27.720000,0.000000	75.250000,-11.900000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.50509	-24.820000,-73.800000,0.000000	72.320000,-28.790000,0.000000	75.090000,-12.710000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.55476	-26.930000,-73.700000,0.000000	71.150000,-29.430000,0.000000	75.890000,-14.110000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.61938	-28.280000,-73.700000,0.000000	70.280000,-30.430000,0.000000	76.780000,-15.100000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.67125	-30.610000,-73.610000,0.000000	70.360000,-31.450000,0.000000	77.900000,-16.060000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.68436	-32.100000,-73.330000,0.000000	69.990000,-32.030000,0.000000	78.710000,-16.580000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.73983	-32.800000,-73.200000,0.000000	69.920000,-32.290000,0.000000	79.750000,-16.200000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.79211	-33.210000,-73.290000,0.000000	70.320000,-32.530000,0.000000	80.290000,-16.030000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.85907	-33.610000,-73.330000,0.000000	70.470000,-32.560000,0.000000	81.100000,-15.430000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.86171	-33.680000,-73.070000,0.000000	71.310000,-33.010000,0.000000	81.480000,-15.550000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.91988	-32.710000,-73.180000,0.000000	72.190000,-33.050000,0.000000	82.240000,-14.010000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
4.97535	-33.020000,-73.100000,0.000000	73.450000,-32.860000,0.000000	83.020000,-12.940000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.03977	-29.700000,-72.960000,0.000000	74.930000,-32.250000,0.000000	83.430000,-12.840000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.04180	-27.660000,-72.910000,0.000000	76.400000,-32.180000,0.000000	84.130000,-12.860000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.09990	-25.490000,-72.830000,0.000000	78.110000,-32.220000,0.000000	84.910000,-13.140000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.15411	-23.850000,-72.580000,0.000000	79.620000,-31.900000,0.000000	86.010000,-12.810000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.21927	-22.490000,-72.660000,0.000000	80.800000,-31.510000,0.000000	87.050000,-11.880000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.22190	-20.820000,-72.560000,0.000000	82.360000,-31.210000,0.000000	87.950000,-11.350000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.27254	-19.150000,-72.330000,0.000000	83.650000,-30.920000,0.000000	88.430000,-10.920000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.34057	-17.020000,-72.190000,0.000000	84.780000,-30.670000,0.000000	88.860000,-10.830000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.39178	-14.400000,-72.040000,0.000000	86.330000,-30.290000,0.000000	89.440000,-10.890000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.40387	-12.280000,-71.780000,0.000000	87.130000,-30.000000,0.000000	89.840000,-10.940000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.45619	-11.460000,-71.720000,0.000000	87.890000,-30.110000,0.000000	90.140000,-11.370000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.51967	-10.240000,-71.530000,0.000000	88.520000,-30.120000,0.000000	90.640000,-11.260000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.56955	-8.760000,-71.420000,0.000000	89.050000,-30.150000,0.000000	90.690000,-11.410000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.58505	-8.290000,-71.370000,0.000000	89.290000,-30.060000,0.000000	90.960000,-10.680000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.63829	-9.280000,-71.310000,0.000000	89.630000,-30.120000,0.000000	91.000000,-10.400000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.70111	-9.420000,-71.400000,0.000000	89.560000,-30.230000,0.000000	90.560000,-10.560000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.75455	-9.560000,-71.270000,0.000000	89.380000,-30.310000,0.000000	90.080000,-10.670000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.76498	-11.130000,-71.350000,0.000000	88.470000,-30.520000,0.000000	88.850000,-10.490000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.81972	-13.060000,-71.450000,0.000000	87.380000,-30.470000,0.000000	88.680000,-9.650000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.86991	-15.320000,-71.360000,0.000000	85.950000,-30.880000,0.000000	87.590000,-9.750000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.93823	-18.260000,-71.310000,0.000000	84.490000,-31.400000,0.000000	86.550000,-10.050000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
5.94299	-20.250000,-71.250000,0.000000	83.050000,-31.220000,0.000000	85.410000,-10.170000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.00205	-22.020000,-71.090000,0.000000	81.130000,-30.940000,0.000000	84.250000,-10.130000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.05476	-23.860000,-71.170000,0.000000	79.630000,-30.940000,0.000000	82.910000,-9.900000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.12048	-25.410000,-71.130000,0.000000	77.960000,-30.790000,0.000000	81.680000,-10.140000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.12280	-27.270000,-71.090000,0.000000	76.870000,-31.100000,0.000000	81.060000,-10.400000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.18118	-28.760000,-71.060000,0.000000	75.640000,-31.510000,0.000000	80.590000,-10.860000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.24029	-30.330000,-71.020000,0.000000	74.710000,-32.050000,0.000000	79.910000,-11.570000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.41977	-31.850000,-71.000000,0.000000	73.870000,-32.500000,0.000000	79.310000,-12.070000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.42431	-32.710000,-71.130000,0.000000	73.360000,-32.760000,0.000000	79.010000,-12.610000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.42701	-33.350000,-71.230000,0.000000	72.710000,-32.810000,0.000000	78.390000,-12.730000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.42939	-33.340000,-71.330000,0.000000	72.490000,-32.640000,0.000000	78.390000,-12.920000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.53554	-33.110000,-71.470000,0.000000	72.150000,-32.690000,0.000000	78.270000,-12.680000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.54219	-32.810000,-71.630000,0.000000	72.890000,-32.780000,0.000000	79.250000,-12.820000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.54436	-32.960000,-71.740000,0.000000	73.490000,-33.170000,0.000000	78.650000,-13.070000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.58925	-32.530000,-72.080000,0.000000	74.110000,-32.950000,0.000000	79.680000,-11.580000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.65805	-31.130000,-72.040000,0.000000	75.320000,-32.410000,0.000000	80.170000,-10.690000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.66146	-30.150000,-72.240000,0.000000	76.490000,-31.770000,0.000000	80.910000,-9.230000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.71761	-29.720000,-72.310000,0.000000	77.950000,-31.000000,0.000000	82.210000,-8.780000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.77795	-27.940000,-72.190000,0.000000	79.510000,-30.400000,0.000000	83.090000,-9.670000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.84229	-26.650000,-72.100000,0.000000	81.260000,-30.170000,0.000000	84.030000,-10.090000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.84405	-24.820000,-72.110000,0.000000	82.410000,-29.720000,0.000000	84.980000,-10.120000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.90135	-23.880000,-72.040000,0.000000	83.850000,-29.130000,0.000000	85.900000,-9.960000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
6.95996	-22.780000,-72.100000,0.000000	85.040000,-28.460000,0.000000	86.870000,-9.490000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.01894	-21.280000,-72.040000,0.000000	86.160000,-27.780000,0.000000	87.610000,-9.400000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.02131	-19.570000,-71.930000,0.000000	87.230000,-27.060000,0.000000	88.430000,-9.190000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.07983	-17.570000,-71.780000,0.000000	87.900000,-26.390000,0.000000	88.930000,-8.830000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.13902	-16.480000,-71.670000,0.000000	88.670000,-25.750000,0.000000	89.410000,-8.350000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.19995	-14.940000,-71.530000,0.000000	89.400000,-24.870000,0.000000	90.100000,-7.720000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.20291	-15.250000,-71.490000,0.000000	90.220000,-24.360000,0.000000	90.560000,-7.920000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.25679	-14.340000,-71.300000,0.000000	90.400000,-24.370000,0.000000	90.840000,-8.030000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.32174	-14.420000,-71.190000,0.000000	90.940000,-24.200000,0.000000	91.390000,-7.700000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.37375	-13.300000,-71.260000,0.000000	90.940000,-24.090000,0.000000	91.270000,-7.630000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.38501	-13.160000,-71.480000,0.000000	90.960000,-24.150000,0.000000	91.070000,-6.950000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.43905	-14.120000,-71.430000,0.000000	90.410000,-24.440000,0.000000	90.550000,-6.800000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.50111	-14.880000,-71.670000,0.000000	89.930000,-24.560000,0.000000	90.190000,-6.680000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
7.55587	-16.410000,-71.820000,0.000000	88.920000,-24.670000,0.000000	90.060000,-6.110000,0.000000	92.520000,5.550000,0.000000	87.370000,3.770000,0.000000
