time	pelvis_imu	femur_r_imu	tibia_r_imu	femur_l_imu	tibia_l_imu
3.299	149.290000,6.410000,0.000000	-24.530000,-3.090000,0.000000	-170.660000,0.560000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
3.420	149.300000,6.360000,0.000000	-24.460000,-3.100000,0.000000	-170.610000,0.460000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
3.534	149.250000,6.270000,0.000000	-24.480000,-3.020000,0.000000	-170.580000,0.600000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
3.652	149.170000,6.130000,0.000000	-24.490000,-3.070000,0.000000	-170.500000,0.670000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
3.781	149.200000,6.030000,0.000000	-24.470000,-3.140000,0.000000	-170.540000,0.690000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
3.888	149.240000,6.140000,0.000000	-24.510000,-3.060000,0.000000	-170.530000,0.650000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.077	149.140000,6.120000,0.000000	-24.500000,-3.020000,0.000000	-170.510000,0.660000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.202	149.110000,6.080000,0.000000	-24.490000,-3.090000,0.000000	-170.410000,0.670000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.320	149.000000,6.010000,0.000000	-24.520000,-3.060000,0.000000	-170.400000,0.630000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.432	148.970000,6.220000,0.000000	-24.370000,-3.010000,0.000000	-170.540000,0.560000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.557	149.050000,6.110000,0.000000	-24.370000,-3.050000,0.000000	-170.480000,0.620000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.674	148.980000,5.980000,0.000000	-24.330000,-3.030000,0.000000	-170.480000,0.650000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.860	149.010000,5.880000,0.000000	-24.340000,-3.080000,0.000000	-170.480000,0.530000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
4.975	148.990000,5.840000,0.000000	-24.330000,-3.050000,0.000000	-170.570000,0.520000,0.000000	-24.520000,-3.080000,0.000000	-170.810000,0.610000,0.000000
